SampleID,Auto PIT 10 05 1,Auto PIT 10 05 2,Auto PIT 10 05 3,Auto PIT 10 05 4,Auto PIT 10 05 5
train18897,-2.2176,1.5369,-2.1969,2.0375,0.47069
train18898,0.32667,0.86044,1.8019,-0.81774,2.2134
train18899,-2.0005,0.88452,-3.3217,-1.0698,0.22477
train18900,-2.8481,-0.11322,1.404,-1.9252,1.5928
train18901,-1.659,1.1825,-1.8808,2.1771,0.36947
train18902,-0.18631,-0.03369,-0.18663,0.013826,0.36554
train18903,-0.10639,0.17775,0.43903,0.72403,0.032444
train18904,-1.719,0.013558,0.59735,-1.0323,0.81095
train18905,-1.7162,-1.3992,0.30881,-0.42986,0.22565
train18906,-3.076,1.1085,-3.6562,1.0753,0.24288
train18907,0.0035163,0.12467,0.27316,-0.18738,-0.92592
train18908,-0.19106,2.4103,1.0736,-0.81238,-0.23709
train18909,0.03217,0.39462,0.30763,0.10091,0.053548
train18910,-0.89535,-0.62679,-0.14425,-0.03013,-0.064397
train18911,1.4464,1.1446,-2.4411,-2.4683,-0.44835
train18912,-0.69478,0.8001,0.35728,-0.47935,0.91587
train18913,-0.084762,-0.62149,0.1546,-0.092099,-0.12303
train18914,-1.1751,0.35408,-1.5345,-0.17043,-0.74454
train18915,-0.067563,0.46516,0.75915,-0.014089,-0.56676
train18916,-2.6045,-1.5376,-0.1807,0.27945,0.19838
train18917,-3.2144,1.3463,-4.0399,0.23427,0.19742
train18918,0.063807,-0.022208,1.2662,0.64847,-0.21615
train18919,-0.11228,1.5348,-0.71526,1.2146,0.32565
train18920,0.29728,1.0259,0.18527,-0.030365,-2.2412
train18921,0.43012,-0.12611,0.53994,-2.4111,0.41015
train18922,0.32319,0.24361,-0.62393,-0.049268,0.089135
train18923,1.0737,2.5443,-0.049043,-1.3209,0.81876
train18924,0.62183,-0.16933,-0.060291,-0.39265,-0.27276
train18925,-1.1391,0.017513,-0.55853,0.58747,0.33088
train18926,0.0077033,-0.18516,-0.09513,0.062816,0.17426
train18927,1.7774,-0.095242,-0.47,1.6333,-0.78828
train18928,-1.4098,0.97444,-1.5031,-0.17306,0.69419
train18929,0.65154,0.6919,-0.38936,0.32713,-0.32603
train18930,1.9594,0.1161,-0.9335,1.3492,-0.7535
train18931,-1.9552,1.4375,-1.9503,1.491,-0.3256
train18932,-0.95642,2.4772,-2.8538,2.3467,0.65094
train18933,-0.51668,0.29358,-0.59122,-0.058166,-0.25817
train18934,0.77003,-0.4915,-0.34125,0.63481,1.6478
train18935,-0.85194,-0.049038,0.49123,-0.55944,0.48671
train18936,-1.034,0.13367,-0.2379,0.5246,0.25232
train18937,1.7289,0.0078456,-2.5204,-2.7276,0.3307
train18938,0.61168,0.14632,-0.44552,-0.30894,0.9088
train18939,-2.6297,0.68555,-4.303,-1.2817,-0.078768
train18940,-1.1212,-1.8924,0.98562,-1.1397,0.081033
train18941,-1.3378,-0.40777,-0.32627,-0.18549,0.11658
train18942,0.55375,-0.25638,0.23528,0.40227,1.1038
train18943,0.82597,-0.61326,-0.64427,0.5254,1.7499
train18944,1.4618,1.2541,0.055317,-2.0471,0.63813
train18945,0.27566,-0.11843,0.20992,-0.20582,-0.28128
train18946,0.95828,-1.3695,-0.70676,1.1117,-1.1036
train18947,1.1356,3.2978,-0.37474,-0.53347,0.76352
train18948,1.9991,-0.77874,-0.39183,-0.96719,-0.042692
train18949,-2.3042,-0.68846,0.82581,-1.1549,0.74848
train18950,-0.0067014,0.50591,0.61078,0.24572,-1.4995
train18951,-0.99248,0.19501,-2.0875,-0.51313,-1.6708
train18952,-2.0982,-1.5048,0.25701,-0.79667,0.31468
train18953,-2.7809,-1.5955,1.3542,-1.6386,0.40293
train18954,1.4202,3.7847,0.81209,0.90774,1.0888
train18955,0.30782,0.99499,0.46369,-0.2305,0.32764
train18956,1.2648,-0.98638,-0.86664,0.73785,-1.589
train18957,-1.4737,-1.4277,0.57835,-1.1109,0.22414
train18958,-2.5783,-0.33631,1.4006,-1.6393,1.1663
train18959,-0.26936,1.0506,0.46646,-0.55031,-1.5521
train18960,-2.478,0.55119,-2.8568,0.98992,-0.21105
train18961,-2.1989,-2.7201,1.4077,-0.4953,-0.0016214
train18962,0.046634,-0.34768,-0.074054,0.22244,0.91094
train18963,0.42474,-0.16764,0.14219,-0.86637,-0.7355
train18964,-1.0003,-0.57533,-0.09716,-0.25964,-0.19984
train18965,0.30087,1.162,-0.32719,-1.1013,-1.1071
train18966,-0.43446,-1.2891,0.48971,0.20378,0.69913
train18967,-2.2555,1.4654,-2.0707,1.7923,0.38024
train18968,-2.552,0.59429,-4.4342,-1.6938,0.079505
train18969,1.2613,-0.9441,-1.1737,1.5568,-0.58108
train18970,0.11519,-0.23414,0.43235,0.49568,-0.30435
train18971,-0.45763,-0.15082,0.97471,1.1047,-0.045969
train18972,1.6627,1.5212,-0.54126,0.85129,-1.4994
train18973,0.16367,0.071525,-0.083438,0.25155,-0.68122
train18974,-2.3294,1.1792,-2.9906,1.3331,0.4653
train18975,1.4882,0.10147,-0.043558,-2.2385,-0.6737
train18976,0.41377,0.97336,0.57463,0.66747,-1.8949
train18977,1.1431,1.4527,1.6169,0.28544,0.48248
train18978,0.1462,-0.24564,-0.3177,-0.14163,-0.14164
train18979,0.082948,1.1703,0.47272,0.059314,0.73262
train18980,-0.9221,0.031269,-0.029095,-0.32127,0.31769
train18981,-1.8157,0.04599,-0.977,-0.66458,0.42551
train18982,-0.061938,0.43247,0.58035,0.30538,-1.3261
train18983,-2.5794,1.5581,-2.5285,2.1717,0.38544
train18984,0.12106,1.1845,0.52336,-0.30876,-1.6571
train18985,-1.1538,0.40858,-1.0295,0.65127,0.0047442
train18986,0.70438,-1.9245,-0.66013,0.94271,-1.5082
train18987,-2.748,-4.0162,1.5507,-0.90497,-0.16367
train18988,2.4441,0.01638,0.55241,-0.87005,-0.40836
train18989,-0.071818,0.23635,0.25214,-0.1112,0.047198
train18990,-3.2133,-2.9121,1.6672,-1.9725,0.20722
train18991,0.71558,-0.53888,-0.40088,-0.064348,-0.72184
train18992,-0.25725,0.16154,-0.46366,0.057625,-0.047574
train18993,0.78395,0.75883,-0.5101,0.41078,-0.18089
train18994,-2.0511,-1.6421,1.1778,-0.35904,0.13987
train18995,-0.26164,1.529,0.2207,0.50543,0.39731
train18996,-2.3379,1.5127,-1.8928,2.2054,0.32172
train18997,-0.27098,-0.51061,0.16869,-1.6893,0.90458
train18998,-1.5164,-0.11681,0.12876,-0.42315,0.93621
train18999,1.1538,1.4309,-0.32433,-1.8604,0.52607
train19000,-2.074,-0.34481,1.2681,-1.5194,0.027275
train19001,-2.0751,-0.11258,1.2452,-1.5738,0.55122
train19002,1.2268,0.68502,-0.50559,0.31524,-0.27115
train19003,1.7109,0.14584,-1.2654,1.3327,-0.6851
train19004,1.0103,-0.077573,-0.98749,1.1157,-0.43919
train19005,1.0026,0.083784,-0.37028,1.0659,-0.30206
train19006,0.30321,0.033433,-0.44081,0.36638,-0.046988
train19007,-0.16992,-0.24958,-1.7744,-0.5322,0.31608
train19008,0.54396,-0.31198,0.17253,-0.77533,0.23201
train19009,0.060701,-0.16024,0.21756,-0.3888,0.024425
train19010,-3.0176,1.0775,-3.5766,0.87757,0.65822
train19011,-2.0227,1.7646,-1.9413,2.2168,0.4899
train19012,-1.8974,0.7649,-1.8597,1.6611,0.29466
train19013,-0.39108,-0.38051,0.18403,0.054967,-0.11893
train19014,-2.2842,0.7462,-3.8966,-1.2482,0.16014
train19015,1.1732,-0.57028,-0.024708,0.41866,1.8774
train19016,0.22767,-0.41612,-0.26782,0.45647,1.1502
train19017,0.06997,-0.038488,0.87493,1.7866,-0.66394
train19018,-2.105,-3.4158,0.98801,-0.59388,-0.29032
train19019,-1.4198,0.3012,-0.64889,-0.54774,0.35283
train19020,0.13439,-0.9338,-0.0038118,0.7188,0.22357
train19021,1.8358,0.79222,-1.3469,0.69317,-0.12768
train19022,0.52664,-0.16863,-0.053701,0.47254,0.9134
train19023,0.27951,0.33571,0.18247,-0.29302,0.32609
train19024,0.41469,-0.053983,0.26917,0.65095,-1.7609
train19025,1.4451,-0.93587,-0.67964,0.80596,-1.3731
train19026,1.1257,0.17495,0.33588,1.5164,-0.46543
train19027,0.085626,0.37739,-0.28347,0.26128,-0.086116
train19028,-1.7574,0.49437,0.71364,-1.2745,1.1669
train19029,-2.9016,0.19447,1.4467,-1.8684,1.4804
train19030,-1.5396,0.19412,-2.154,0.65239,-0.19849
train19031,0.64765,1.4193,-0.077348,-0.88054,-0.28379
train19032,1.2891,-0.33361,0.30034,-0.95788,0.068221
train19033,0.25861,-0.42877,-0.037369,-0.12996,-0.024825
train19034,-0.74836,-0.043845,-0.61874,-0.30975,0.065491
train19035,1.6365,-0.53198,-2.1186,0.014419,-0.90475
train19036,-1.6355,0.8432,-2.0592,1.2408,0.081557
train19037,-1.3497,-0.15501,0.81371,2.5395,0.1619
train19038,-2.7027,1.1844,-3.3257,0.4883,0.58535
train19039,-1.9329,1.0532,-1.828,2.1534,0.40197
train19040,0.44854,-0.029677,0.017833,0.14089,-1.0614
train19041,-0.65535,-0.074935,0.028871,-0.38297,0.16695
train19042,0.64216,0.96604,0.56916,-0.15259,0.53824
train19043,1.9085,-0.95449,0.031935,-0.0016878,-0.24126
train19044,1.5395,0.74482,-0.95954,1.5279,-0.3662
train19045,-1.5318,-0.42114,1.3067,-1.3238,0.31061
train19046,0.24703,2.4799,0.60333,-0.12511,-0.57927
train19047,0.90242,-1.5489,-0.7903,0.83004,-1.4324
train19048,-0.33027,0.31573,-0.14926,0.15226,-0.24867
train19049,0.7746,-0.3587,-0.50445,-0.11405,0.1049
train19050,-1.6672,-2.1323,0.40853,-0.42918,-0.096859
train19051,0.30399,-0.39858,0.65623,0.10733,-0.089081
train19052,-0.23906,-0.044599,0.0087854,0.073496,-0.14523
train19053,-0.2151,0.12252,0.49423,0.21877,-1.0937
train19054,-3.3598,-3.1538,1.7414,-1.1195,0.56959
train19055,0.096852,-0.032699,1.2081,0.75189,-0.29857
train19056,0.14879,0.21522,0.088951,0.33177,0.49427
train19057,1.198,1.3703,0.22816,-1.4949,-0.052789
train19058,-1.0834,-0.16499,-0.16453,-0.11228,0.068191
train19059,-1.041,-1.0354,0.49194,-1.8224,0.54924
train19060,-2.1656,-3.1798,0.98,-1.0991,0.089888
train19061,1.0684,-0.25173,-0.35292,0.87027,-0.62266
train19062,-0.82973,0.365,-1.6779,0.46065,-0.20131
train19063,-2.3654,-3.9237,1.3714,-0.70572,-0.37624
train19064,-0.15941,-0.2551,-1.0446,0.12138,-0.2058
train19065,-2.2316,-2.2782,1.0629,-0.5197,0.040301
train19066,0.19254,-0.19113,0.14397,-0.11031,-0.11036
train19067,-0.67613,0.65997,2.4441,3.5851,0.27601
train19068,-0.066466,1.3316,0.3696,-0.22645,-2.1339
train19069,0.21886,1.1605,2.7218,-1.7239,1.4956
train19070,-2.5955,0.45702,1.1866,-1.7139,1.7067
train19071,-1.6353,0.8526,-2.7589,-1.3322,0.30859
train19072,-1.2913,-0.40525,-0.31572,-0.16466,0.11861
train19073,-2.5568,0.777,-4.0769,-1.4336,0.16041
train19074,-2.2577,1.7792,-2.1556,2.5449,0.46192
train19075,0.43324,0.3999,0.43821,0.57672,0.21707
train19076,0.68712,-0.36486,-0.75324,-1.5578,1.2197
train19077,-1.4884,0.6687,-1.9669,-1.7643,0.39181
train19078,0.44034,-0.77346,-0.088163,0.54943,0.80808
train19079,-1.3563,-1.9768,0.4048,-0.32803,-0.039099
train19080,-2.3947,-0.49108,1.1824,-1.4882,1.0991
train19081,0.38286,0.3696,0.27788,-0.047793,0.60922
train19082,-2.1394,0.23606,0.32409,-1.2949,1.2091
train19083,0.33739,-0.49002,-0.70356,0.69624,-0.027357
train19084,-1.4045,-0.7394,0.91775,-0.54543,0.32591
train19085,-2.1609,0.50649,1.2679,-1.7314,0.98714
train19086,-0.014751,0.45411,-0.25171,-0.22733,-0.029704
train19087,1.33,0.25772,2.1213,1.5517,-1.3974
train19088,-3.0293,1.3936,-3.3947,1.4029,0.25806
train19089,-0.52684,-0.040844,-0.13943,0.22573,0.12183
train19090,-0.71759,-0.18126,-0.041219,0.06553,0.082687
train19091,-2.5778,1.391,-2.3071,2.3068,0.39993
train19092,-0.014925,-0.17297,-0.36996,0.33568,-0.20465
train19093,0.1556,2.5227,-0.079008,-0.50961,-0.10736
train19094,0.12399,-0.43756,-0.14138,0.77686,1.117
train19095,-1.1146,-1.4823,0.6838,-1.1999,0.18254
train19096,0.1829,0.28405,-0.10264,-0.012124,0.054883
train19097,0.045434,-0.32372,-0.1754,0.14901,0.95934
train19098,0.6766,-0.18212,-0.48059,-0.97104,-0.18262
train19099,-0.10083,-0.084738,0.025737,-0.036941,-0.00082427
train19100,-2.3516,-3.5065,1.4934,-0.33928,-0.50542
train19101,-1.1508,0.053022,-0.2284,-0.45231,0.43522
train19102,0.41488,1.6662,0.30078,-0.27133,0.37011
train19103,0.22975,0.060753,0.7868,1.8995,-0.33132
train19104,-1.0711,-0.30447,-0.31124,-0.18554,0.16574
train19105,-2.2484,-4.0844,1.3911,-0.78797,-0.49619
train19106,0.48505,0.20538,-1.5069,-1.0696,-0.019481
train19107,-0.28889,0.1574,-0.039411,-0.13777,-0.12126
train19108,-0.63455,0.25242,-0.45415,-0.61334,-0.16437
train19109,0.046529,-0.22665,1.3811,-0.33916,0.44012
train19110,-0.90976,0.37009,-0.80335,0.81012,0.25992
train19111,-2.3707,0.31406,1.055,-1.8425,1.5269
train19112,-0.27209,-0.8304,0.31647,-0.38377,0.38637
train19113,-3.1993,1.123,-4.2232,0.27049,0.10072
train19114,0.44856,0.30172,-0.31591,0.41164,1.0323
train19115,3.0809,-0.37202,1.1811,-0.22365,0.21255
train19116,0.34278,0.53334,-0.26132,0.092806,-1.573
train19117,-2.4301,0.24129,-1.7866,0.062894,0.25032
train19118,0.12307,-0.20139,-0.11523,0.33034,0.064131
train19119,-2.1989,-3.2428,0.89134,-1.392,0.31315
train19120,1.335,-0.022865,-0.020644,-0.81431,0.49321
train19121,1.8573,-0.24896,0.16735,-1.9332,-0.19124
train19122,-0.62243,-0.11038,0.075895,-0.79667,0.44
train19123,1.2443,-1.4852,-1.1227,1.4845,-1.332
train19124,0.94408,-0.2567,1.4148,2.0586,-0.80095
train19125,-0.12435,0.15894,0.04908,0.0026198,0.098882
train19126,-0.3806,0.13688,-0.11037,-0.20751,0.14196
train19127,0.21298,0.38564,0.99662,0.65056,0.18169
train19128,1.3423,-0.22136,-1.0121,0.66568,0.29454
train19129,-2.3802,0.75189,-4.0106,-1.2826,-0.30063
train19130,0.50446,0.134,-0.21345,0.51006,-0.98657
train19131,-1.5583,-2.0552,0.72642,-0.23785,-0.35354
train19132,1.003,0.29898,2.3422,2.9304,-0.21573
train19133,-0.05629,0.048406,0.28137,0.2297,-0.54042
train19134,0.74142,-2.0045,-0.90282,0.43272,-1.4883
train19135,-1.8043,0.33963,-1.3032,0.2568,-0.22661
train19136,0.42144,-0.83821,-0.32024,0.55066,0.17235
train19137,0.85739,2.0413,1.5863,0.35414,0.63595
train19138,0.81534,-0.82731,-0.04436,0.88875,0.80612
train19139,1.5308,-1.3506,-0.74092,0.24993,-0.82007
train19140,2.0289,0.31717,-2.1915,-3.5469,0.18868
train19141,2.2923,0.28487,1.2678,-0.87675,0.21617
train19142,-1.1374,1.9429,-1.1945,1.0096,0.13582
train19143,-1.3709,0.5769,-2.5745,-1.3652,0.24633
train19144,0.36875,-0.56555,-0.93972,-0.63136,-0.27145
train19145,0.096127,0.064998,0.24819,-0.37607,0.15765
train19146,1.0853,-0.60407,1.3699,0.39437,-0.26972
train19147,0.060373,0.66932,-0.047556,-0.10665,-1.6234
train19148,-2.8357,-3.1911,1.1027,-1.8886,0.37539
train19149,0.073815,1.0121,0.16118,-0.20906,-1.6411
train19150,-3.1033,-3.4292,1.2316,-1.4159,0.5726
train19151,-0.052795,0.41603,-0.46954,0.47389,0.037104
train19152,-0.29897,-0.10064,0.36759,-0.37497,0.14097
train19153,-1.1314,-1.2499,0.71502,-0.066109,-0.29998
train19154,-1.4472,0.78486,-1.8277,0.040578,0.073817
train19155,0.4995,-0.27088,-0.41672,0.18816,1.0983
train19156,0.82245,0.68499,-0.50034,0.36689,-0.10525
train19157,1.9211,0.83896,-0.044568,-2.6946,0.31206
train19158,-0.92509,-0.094569,0.10879,-0.3995,0.72423
train19159,1.0659,3.2282,-3.0248,-0.31359,0.49889
train19160,-2.1441,1.5373,-2.3753,2.4364,0.43178
train19161,-0.84114,0.16319,-0.2987,0.44284,-0.044863
train19162,-2.342,2.0415,-1.8784,2.5457,0.63984
train19163,-1.2199,0.18021,-0.86719,-0.98804,0.18958
train19164,-1.5482,1.0034,1.3151,-1.4831,1.4736
train19165,0.48288,0.021846,-0.48687,0.59941,-0.22688
train19166,0.086318,-0.13127,-0.23908,0.27472,0.85552
train19167,-1.3908,-0.29162,0.57734,-1.138,0.61485
train19168,1.1041,-1.1533,-0.88188,1.0599,-1.0669
train19169,-3.5077,-2.3252,1.6735,-1.9752,0.88111
train19170,0.094131,0.24644,0.4089,0.077587,0.32907
train19171,-2.4003,1.5203,-2.5602,1.0138,0.24181
train19172,-0.8275,0.17976,-0.8252,0.43665,0.05938
train19173,-1.932,1.5863,1.9787,-1.4999,1.7068
train19174,-0.68507,-0.022312,-0.035651,-0.091701,-0.089229
train19175,0.5068,0.66831,0.48489,0.23576,1.0269
train19176,-0.24363,-0.44583,-0.22291,-0.22365,0.23796
train19177,-0.31418,-0.21387,-0.062905,-0.59653,0.45671
train19178,-2.7968,-3.9254,1.5712,-0.93891,-0.12063
train19179,1.6451,-0.6671,-0.87408,1.5314,-1.0329
train19180,0.21913,1.5179,1.1971,0.26422,0.77625
train19181,-1.7858,0.13117,-1.3701,0.068265,-0.068936
train19182,-1.7454,-1.2417,0.78458,-1.4366,0.3707
train19183,-2.5608,0.27366,-3.0872,-0.09193,-0.088232
train19184,0.19876,0.075059,0.62364,0.54083,-0.62121
train19185,0.069939,1.5498,0.71937,-0.35511,0.38635
train19186,0.76793,0.36776,-0.50233,0.4252,-1.4616
train19187,0.028196,0.25263,-0.096385,0.029913,0.16482
train19188,0.71997,-0.0067925,-2.1579,-2.2137,-0.36429
train19189,0.37565,-0.06311,0.45116,0.36177,0.60055
train19190,-0.86999,0.25898,-1.2417,-0.15919,0.33365
train19191,0.29518,0.73084,1.1067,0.67149,-0.41341
train19192,-0.19345,0.49387,0.25,-0.73523,-1.129
train19193,1.8052,-0.69011,0.99838,-0.82323,-0.76891
train19194,-2.3129,-0.16935,1.3647,-1.8308,0.75463
train19195,-1.9085,0.50815,-1.5571,1.3183,0.11531
train19196,1.6986,-0.92204,-0.21853,1.2157,-0.15215
train19197,-0.42461,-0.11301,-0.16794,-0.16245,-0.013223
train19198,-2.5125,0.44069,-3.7991,-1.4041,0.034786
train19199,-0.37734,-0.47331,0.12553,-0.25676,-0.06382
train19200,-2.8334,0.75383,-4.4494,-0.80167,-0.0075048
train19201,1.9349,-0.093013,-0.52109,0.0041874,0.26283
train19202,-0.14033,0.24162,0.56623,0.96017,0.28471
train19203,-0.93469,0.30158,-0.28269,-0.059027,0.1899
train19204,-0.0052021,-0.041499,-0.082229,-0.033541,0.9084
train19205,-0.054589,2.7465,0.14871,-0.40925,0.94783
train19206,-2.4545,-4.0336,1.4475,-0.78273,-0.39223
train19207,-0.51861,-0.15034,-0.20112,-0.16762,0.050501
train19208,-2.46,1.2872,-2.9417,0.44724,0.20562
train19209,1.1343,-0.26849,-0.15092,0.72795,-0.93052
train19210,-3.3367,0.79711,-3.9118,0.31243,0.24547
train19211,-1.8637,-1.3932,0.764,-0.35055,0.1742
train19212,1.6186,-0.44366,-0.93713,0.82216,-1.4372
train19213,0.4093,-0.46778,0.84968,0.088914,-0.13073
train19214,0.76476,-0.81285,0.015635,1.1295,-0.89953
train19215,-0.17423,-1.9174,1.9838,-0.56989,0.024996
train19216,0.19582,-0.048295,0.51938,0.22306,0.64219
train19217,0.21243,0.2619,0.76475,1.7595,-0.30574
train19218,-0.045069,2.383,1.2075,-0.48002,0.44985
train19219,0.39016,-0.010103,0.44343,-0.10976,2.1311
train19220,0.60639,1.2179,-1.9554,-0.85265,-0.25917
train19221,1.9489,0.0005379,0.11403,-0.92555,-1.0517
train19222,0.21519,-0.85209,-0.54398,-1.7926,0.18429
train19223,-2.1488,0.6692,-3.2962,0.87288,-0.35013
train19224,0.08672,-0.71665,0.34484,1.3208,-0.24155
train19225,-0.99224,0.18672,-2.5725,-1.6574,0.53345
train19226,-0.72877,-0.11332,1.9527,2.3749,-0.057706
train19227,-1.6099,0.28969,-1.287,0.45819,-0.23424
train19228,-2.6597,-0.54201,0.85223,-1.3198,0.793
train19229,0.10781,0.22497,-0.056903,0.35553,1.0855
train19230,0.63494,-0.35628,0.11302,-1.5452,-0.0091963
train19231,-3.1413,-3.2531,1.5481,-1.956,0.49687
train19232,-0.52149,-0.14933,-0.23476,-0.078975,0.0020512
train19233,1.3337,0.61352,-3.2304,-2.962,0.32531
train19234,0.71468,-0.45476,-0.65018,0.066688,-0.94959
train19235,0.62628,-0.81812,-0.96808,0.97448,-0.68155
train19236,-0.026657,0.34012,0.11865,-0.24908,0.15275
train19237,-3.5976,-1.508,1.6579,-2.2677,1.28
train19238,0.18344,0.41082,1.8018,1.2954,-0.60555
train19239,0.918,0.11932,-0.84917,-0.72791,-0.0063083
train19240,0.13512,0.83193,-0.30033,-0.26353,-0.51979
train19241,-0.75898,0.11694,-1.6028,1.0832,-0.42801
train19242,0.85623,-0.066928,-0.10499,-0.43086,0.83087
train19243,0.070007,-0.50116,-0.41783,-0.052126,-0.27496
train19244,-0.82769,0.23817,-2.1376,0.032456,-0.54755
train19245,-3.4503,-2.5152,1.8,-1.4495,0.68357
train19246,1.2784,2.0302,-1.0008,0.37742,0.31987
train19247,-2.5529,1.7119,-2.7791,2.0497,-0.077225
train19248,-0.71113,-0.11821,-0.083662,0.18943,0.11766
train19249,1.3493,-0.29829,-0.076783,0.50245,-0.32977
train19250,-0.19995,0.52662,-0.31724,-0.11581,-0.025277
train19251,0.8282,-0.445,0.92739,0.3493,-0.21454
train19252,-0.55864,-0.14478,0.010006,0.11362,0.050309
train19253,0.93531,0.72651,-0.54528,0.39191,-0.0079464
train19254,0.45284,1.1643,-0.29504,0.33375,0.012333
train19255,0.025724,0.10894,1.3331,0.7786,-0.35788
train19256,-1.4913,0.18179,-0.73189,1.1502,0.62403
train19257,-1.166,1.389,-1.8142,1.7361,0.23324
train19258,0.38789,-0.2182,-0.99012,0.0021799,0.68661
train19259,-0.33724,0.10309,0.22698,-0.13428,0.13432
train19260,-2.4153,-0.32331,1.3714,-1.7819,0.53456
train19261,0.42157,-0.11452,0.23328,-0.30259,-0.4359
train19262,0.10836,2.0859,0.96381,-0.71503,0.31908
train19263,-1.873,-2.9228,0.99579,-0.45084,0.34461
train19264,-1.946,-1.0894,-0.019248,-0.45007,0.16202
train19265,-2.1836,1.4965,-2.6126,1.0151,-0.21129
train19266,-0.46674,1.0165,-0.061134,0.10416,0.13441
train19267,-1.5719,-2.8891,0.88116,-0.78335,-0.24386
train19268,0.51824,-0.52312,-0.68371,0.79785,-0.7223
train19269,1.159,0.32135,-0.3329,1.2794,-1.1252
train19270,0.45596,1.2001,-0.32248,0.29868,0.26704
train19271,-2.6606,-2.555,0.81709,-1.1169,0.55507
train19272,0.20727,-0.063968,-0.42886,-0.95294,-0.5276
train19273,-0.17895,1.6476,-2.8302,-1.3192,0.32262
train19274,0.15792,0.79681,0.35986,0.232,-1.6377
train19275,-1.5784,-0.19481,-2.1995,-0.8315,-0.56801
train19276,0.31296,0.34808,0.57047,1.3135,-0.098449
train19277,0.32555,0.88889,1.214,0.84677,-1.2899
train19278,-0.17839,0.63474,-1.5328,-0.8399,0.13282
train19279,0.65028,0.1072,0.54046,1.7306,-0.3448
train19280,-3.067,0.90763,-4.2446,-0.22186,0.14814
train19281,-1.1329,-1.7226,0.78868,-0.85077,-0.62873
train19282,-0.041039,-0.58706,-0.37514,0.27471,-0.45378
train19283,0.34635,0.059561,0.59834,0.68455,0.91304
train19284,1.1262,-0.097154,-0.65313,-0.44441,0.050893
train19285,-0.86909,-0.96624,0.5608,-0.19763,-0.087072
train19286,2.2741,0.67196,0.20267,-0.78554,-0.065605
train19287,1.7651,1.7057,-1.0206,0.89728,-0.085498
train19288,-2.0664,1.428,-2.0804,2.0016,0.057849
train19289,0.35824,-0.00029007,0.12529,-0.06108,1.3914
train19290,0.41967,-0.088814,1.2016,0.84457,-0.071413
train19291,0.80764,0.22662,-0.018816,-1.0355,-0.080298
train19292,-1.3347,-0.40707,-0.32564,-0.18518,0.1175
train19293,-1.7876,-0.71409,-0.088934,-0.35732,0.028208
train19294,-1.4917,-0.71746,0.11123,-0.35384,0.27083
train19295,0.20238,-1.4059,2.1549,-1.3498,-0.81647
train19296,-0.38784,0.44671,-0.67448,0.11307,0.15301
train19297,0.14272,-0.3605,0.22806,0.27732,0.68966
train19298,-0.18078,0.55469,0.066216,0.055805,-0.95328
train19299,1.2401,2.7917,0.67951,-1.5534,-0.21678
train19300,0.057541,0.20034,0.024922,0.23662,0.25573
train19301,1.7194,-0.71047,-0.47721,1.049,-0.9182
train19302,-3.6188,-2.8234,1.7794,-1.6964,0.69793
train19303,-2.1573,1.5342,-1.9979,2.1454,0.40571
train19304,-0.87427,-0.9754,-0.43756,-0.9601,-0.028541
train19305,-0.48076,-0.37487,-0.12443,0.0073493,-0.068774
train19306,-0.4948,3.0179,-2.3395,2.0174,1.0241
train19307,-0.91885,0.056419,-0.87872,-0.37249,-0.16235
train19308,-1.2692,-1.3168,-0.66025,-0.74725,0.055771
train19309,-0.85708,-1.5226,-0.43996,-1.4912,-0.47807
train19310,1.5452,0.71214,1.1214,1.029,-1.9103
train19311,2.3281,1.1579,1.4107,-0.38377,-0.21512
train19312,0.1888,0.21617,-0.16515,0.17569,-0.01805
train19313,0.34826,0.35611,0.63506,0.13777,-0.12516
train19314,0.28436,0.079874,0.10598,1.0617,-1.0494
train19315,-0.18541,0.11381,-0.096143,0.09234,0.1984
train19316,-0.3666,0.60158,-1.2056,1.1666,0.646
train19317,0.58068,1.6017,0.79017,0.30591,1.0175
train19318,1.1123,0.57659,1.3712,1.5086,-0.1292
train19319,-0.20959,-0.16934,0.025438,-0.08752,0.023743
train19320,0.35816,1.0784,-3.8328,-1.698,0.16686
train19321,-0.035298,-0.21063,-2.8585,-3.8108,0.0025294
train19322,0.72972,0.58583,1.1828,3.3886,-0.79153
train19323,-0.69499,-1.6808,0.65426,-1.1102,-0.56758
train19324,1.6733,-0.26088,-0.42565,0.76201,0.49336
train19325,-0.07243,0.30587,0.2051,0.62847,0.61967
train19326,0.062368,-0.014382,0.95818,0.48221,-0.16389
train19327,-3.4296,-3.3683,1.7772,-1.5536,0.32417
train19328,-1.4484,0.84355,-2.3974,-1.5023,0.4232
train19329,-1.5782,1.0285,-1.7493,1.4612,-0.11697
train19330,0.91309,-0.7128,-0.75448,0.59279,0.099791
train19331,0.29249,0.14822,-0.0086226,-0.016698,-0.22638
train19332,-0.031645,0.21976,-0.12057,-0.035194,0.042303
train19333,0.7801,-0.81837,-0.4688,0.43021,-0.92175
train19334,0.69216,0.74876,0.78522,-0.17142,-1.9942
train19335,-0.6522,-0.3487,-0.41355,0.19047,-0.10847
train19336,-2.9184,-2.8136,1.1615,-1.2444,0.85755
train19337,-2.2389,-2.9878,0.91271,-0.94778,-0.16568
train19338,-2.7922,-3.9864,1.5359,-0.95643,0.096935
train19339,-1.4762,0.96113,-1.634,1.4899,-0.046668
