SampleID,Auto PIT 20 10 1,Auto PIT 20 10 2,Auto PIT 20 10 3,Auto PIT 20 10 4,Auto PIT 20 10 5,Auto PIT 20 10 6,Auto PIT 20 10 7,Auto PIT 20 10 8,Auto PIT 20 10 9,Auto PIT 20 10 10
train20929,-2.7104,-1.5456,2.4002,-0.25784,-1.7461,3.3851,0.18811,1.604,-0.7598,0.57025
train20930,-2.5156,-1.8889,2.2889,-0.7887,-1.7715,3.1817,-0.13405,1.9292,-0.8775,0.54811
train20931,-2.2465,-1.561,2.0527,-0.7047,-2.1668,2.8507,0.6819,1.9589,-0.81085,0.34365
train20932,-2.5995,-1.4388,2.4493,-0.73401,-2.0857,2.6973,0.11107,1.6498,-0.88368,0.62704
train20933,-2.5828,-1.5449,2.6288,-0.41145,-1.7344,3.409,0.1241,1.8536,-0.87299,0.53995
train20934,-2.2211,-1.3693,2.5961,-0.517,-2.0199,3.0525,0.087443,1.8677,-0.64357,0.32834
train20935,-2.2899,-1.2245,2.1102,-0.49679,-2.2678,2.7329,0.49259,1.8499,-0.74024,0.45503
train20936,-2.5417,-1.4923,2.1032,-0.76276,-1.8535,3.1551,0.18452,1.5062,-0.35967,0.50683
train20937,-2.659,-1.1753,2.4835,-0.35831,-1.9451,2.9897,0.16076,1.661,-0.66547,0.48428
train20938,-2.6525,-1.3464,2.3907,-0.67042,-1.8177,2.9163,0.18353,1.7369,-0.67773,0.37797
train20939,-2.3355,-1.3269,2.0379,-0.60767,-2.0795,2.5622,0.10537,1.8511,-0.4954,0.3168
train20940,-2.4812,-0.9877,2.2432,-0.76735,-1.9128,3.0096,0.12835,1.8029,-0.70185,0.39107
train20941,-2.8691,-0.75681,2.3804,0.038736,-2.0266,2.9173,0.19347,1.5079,-0.46054,0.47251
train20942,-2.9408,-1.4592,2.5578,-0.54905,-1.7871,2.489,0.25388,1.5706,-0.7493,0.19515
train20943,-2.1851,-1.7001,1.9459,-0.6514,-2.1539,2.9197,0.76183,1.9553,-0.64554,0.29083
train20944,-2.8253,-1.7558,2.3528,-0.71946,-1.832,2.7008,0.077768,1.5358,-0.61248,0.47092
train20945,-2.6227,-2.0046,2.1829,-0.21158,-1.89,3.1285,0.41028,1.5814,-0.44503,0.39135
train20946,-2.897,-1.462,2.489,-0.3728,-1.7064,2.7353,-0.0046667,1.3636,-0.58453,0.26948
train20947,-2.9646,-1.5108,2.6177,-0.70448,-1.5836,2.8277,0.15394,1.6068,-0.73392,0.32826
train20948,-2.5375,-1.3093,2.4552,-0.15313,-2.1011,2.8051,0.044517,1.6145,-0.60893,0.49716
train20949,-2.5121,-1.4256,2.4224,-0.45859,-1.9285,3.1345,0.17063,1.7685,-0.79335,0.42677
train20950,-2.5223,-1.625,2.5231,-0.63636,-1.9064,3.1314,0.34745,1.4303,-0.84443,0.48095
train20951,-2.4532,-1.1149,2.4723,-0.33217,-2.0744,3.1943,0.15738,1.7959,-0.79998,0.5726
train20952,-3.0172,-1.251,2.3913,-0.38133,-1.7732,2.7803,0.30338,1.4428,-0.58905,0.30559
train20953,-2.5172,-1.9102,2.182,-0.64015,-1.7728,3.2124,-0.094123,1.9609,-0.8991,0.44454
train20954,-2.8497,-0.78117,2.4673,0.1748,-2.0028,3.0319,0.23051,1.5122,-0.51921,0.4147
train20955,-2.7242,-1.7114,2.3208,-0.77712,-1.7375,2.9029,0.10406,1.8075,-0.67689,0.42404
train20956,-2.7969,-1.1624,2.6851,-0.51875,-1.6485,3.0864,0.33373,1.9187,-0.64409,0.56384
train20957,-2.599,-1.5248,2.686,-0.44152,-1.8607,2.9754,0.084483,1.8312,-0.99678,0.59724
train20958,-2.8131,-1.2566,2.227,-0.77904,-1.7739,2.7388,0.18464,1.5453,-0.53782,0.2543
train20959,-2.6026,-1.5119,2.3998,-0.36793,-1.8674,3.1906,0.099836,1.7447,-0.64952,0.55933
train20960,-2.5555,-1.4303,2.4666,-0.5561,-1.8673,3.0948,0.13744,1.7585,-0.7365,0.44372
train20961,-2.5859,-1.3864,2.1723,-0.77154,-1.8268,3.198,-0.0010173,1.9175,-0.87089,0.5232
train20962,-2.5188,-1.5909,2.3502,-0.65928,-1.7873,3.068,-0.0074597,1.8298,-0.61526,0.44098
train20963,-2.312,-1.1989,2.4996,-0.18185,-2.1497,3.2543,0.1219,1.8813,-0.91097,0.66295
train20964,-2.4398,-1.9853,2.4587,-0.41697,-2.0613,3.1437,0.47664,1.4921,-0.89298,0.57922
train20965,-2.5744,-1.518,2.4751,-0.18478,-1.8645,3.3391,0.032103,1.6901,-0.94425,0.52559
train20966,-2.5083,-1.9796,2.1914,-0.75942,-1.6875,3.2383,0.039896,1.9758,-0.82585,0.38412
train20967,-2.6435,-1.6672,2.2937,-0.63798,-1.7407,3.1296,0.042168,1.8264,-0.74921,0.4427
train20968,-2.6934,-1.3041,2.5908,-0.70768,-1.6993,2.9466,0.22398,1.9202,-0.49066,0.52148
train20969,-2.5462,-1.4787,2.2869,-0.62457,-1.8909,2.9611,0.16581,1.8996,-0.6813,0.52356
train20970,-2.6852,-1.4751,2.5657,-0.19367,-1.8361,3.1904,0.11019,1.617,-0.70424,0.56037
train20971,-2.671,-1.4004,2.341,-0.69908,-1.7149,2.9695,0.052311,1.769,-0.68774,0.31487
train20972,-2.5871,-1.7632,2.3967,-0.58218,-1.9063,2.892,0.1585,1.6477,-0.72733,0.46493
train20973,-2.7307,-1.6202,2.4929,-0.72431,-1.9053,2.7371,0.072066,1.6566,-0.76581,0.61349
train20974,-2.6247,-2.0684,2.1484,-0.55959,-1.8579,3.0864,0.34646,1.7844,-0.58868,0.52634
train20975,-2.6457,-1.4123,2.5113,-0.49616,-1.8029,3.1098,0.099626,1.6797,-0.74445,0.4246
train20976,-2.6725,-1.8181,2.201,-0.81371,-1.729,2.9541,0.086331,1.5054,-0.56462,0.3087
train20977,-2.5943,-1.1546,2.2968,-0.46323,-2.0337,2.6503,0.26902,1.6097,-0.59355,0.26985
train20978,-2.3659,-1.5037,1.9878,-0.63079,-2.0251,3.4373,0.027901,1.5416,-0.48983,0.65473
train20979,-2.6083,-1.4253,2.4746,-0.90671,-1.8609,3.098,0.36892,1.5524,-1.0036,0.51532
train20980,-2.3293,-1.1623,2.2283,-0.65875,-1.9815,3.1727,0.14499,1.9983,-0.85799,0.43209
train20981,-2.7206,-1.6888,2.5564,-0.38331,-1.7174,2.7878,-0.0018015,1.5818,-0.76563,0.16406
train20982,-2.5355,-1.0628,2.2817,-0.57025,-2.0352,3.1129,0.26882,1.724,-0.74095,0.54695
train20983,-2.6861,-1.1588,2.4693,-0.28457,-1.9556,3.0383,0.11874,1.8001,-0.65299,0.63966
train20984,-2.5624,-1.3264,2.4025,-0.47502,-1.8294,3.064,0.055534,1.7209,-0.64158,0.30212
train20985,-2.282,-1.2203,2.0851,-0.30969,-2.344,2.644,0.32941,1.7907,-0.54339,0.48206
train20986,-2.7766,-1.2697,2.7197,-0.69479,-1.6137,2.9648,0.19057,1.8822,-0.42697,0.54028
train20987,-2.5045,-1.8787,2.24,-0.72127,-1.7626,3.1131,0.026558,2.0015,-0.85628,0.4199
train20988,-2.3415,-1.5184,2.199,-0.5353,-2.1016,3.1013,0.35932,1.908,-0.83705,0.54228
train20989,-2.5598,-1.665,2.5226,-0.68208,-2.0877,2.6862,0.036838,1.6524,-0.93488,0.71276
train20990,-2.4825,-1.5849,2.3374,-0.47394,-1.9687,3.2006,-0.00026581,1.8422,-0.87525,0.56388
train20991,-2.5044,-1.5367,2.4177,-0.61958,-1.8165,3.1719,0.11884,1.9485,-0.81322,0.47713
train20992,-2.6115,-1.3294,2.5855,-0.028333,-2.0791,2.9755,0.036575,1.4953,-0.75824,0.57659
train20993,-2.6518,-1.3546,2.4988,-0.47839,-1.9717,3.0808,0.4352,1.6542,-0.79369,0.58797
train20994,-2.5197,-1.5077,2.2396,-0.62561,-1.8864,3.1416,0.12906,1.5898,-0.50932,0.51211
train20995,-2.4103,-1.8395,2.1692,-0.84686,-1.7962,3.0852,-0.066167,1.9166,-0.75215,0.3627
train20996,-2.5016,-1.1319,2.2586,-0.70442,-1.8212,3.1144,0.2772,1.898,-0.71474,0.30183
train20997,-2.53,-1.7586,2.3628,-0.73,-1.798,3.0904,0.025431,1.8227,-0.73076,0.46299
train20998,-2.7823,-1.207,2.7828,-0.66095,-1.5676,3.0532,0.26072,2.0222,-0.52041,0.55927
train20999,-2.955,-1.3447,2.4982,-0.51524,-1.7647,2.7413,0.4265,1.6313,-0.6427,0.39097
train21000,-2.5387,-1.6292,2.0801,-0.55513,-2.006,3.2628,0.059095,1.6258,-0.73871,0.57113
train21001,-2.3529,-1.6131,2.2399,-0.75095,-1.9178,3.0472,-0.0046119,1.9419,-0.84873,0.39658
train21002,-2.3255,-1.3335,2.5955,-0.36009,-1.9316,3.2514,0.24536,2.0042,-1.0138,0.38343
train21003,-2.3689,-1.5947,2.4194,-0.81948,-1.7795,2.9052,0.17514,1.8306,-0.66828,0.062206
train21004,-2.4499,-1.5295,2.215,-0.55239,-2.0162,3.234,0.083321,1.6806,-0.68364,0.58972
train21005,-2.5735,-0.96212,2.5154,-0.032069,-2.1217,2.9164,0.19565,1.5829,-0.65076,0.41838
train21006,-2.6724,-1.8948,2.2271,-0.46605,-2.0126,2.6758,0.36407,1.6218,-0.54165,0.4248
train21007,-2.5681,-1.5108,2.465,-0.47991,-1.7809,3.223,0.10253,1.7018,-0.69238,0.30796
train21008,-2.8104,-1.583,2.3315,-0.60494,-1.9392,2.5876,0.51602,1.7064,-0.75676,0.31185
train21009,-2.6879,-1.2915,2.3174,-0.46483,-1.8532,3.1828,0.3776,1.5039,-0.5401,0.43044
train21010,-2.7123,-1.2301,2.2329,-0.34505,-1.9167,3.1233,0.31475,1.4775,-0.51038,0.35456
train21011,-2.6101,-1.0154,2.4629,-0.29368,-2.0826,2.9721,0.1999,1.5893,-0.70189,0.52375
train21012,-2.4499,-1.3942,2.2365,-0.55465,-2.1089,2.9223,0.50391,1.8461,-0.71222,0.51948
train21013,-2.5057,-1.7317,2.4897,-0.069436,-1.9923,3.1967,0.16068,1.6041,-0.72655,0.47305
train21014,-2.629,-1.9229,2.3522,-0.72717,-2.1354,2.9389,0.66757,1.7533,-1.0499,0.71065
train21015,-2.6332,-1.4242,2.4952,-0.39024,-1.6684,3.4803,0.033066,1.6689,-0.75934,0.26007
train21016,-2.5784,-1.6584,2.57,-0.29472,-2.1393,2.6272,-0.10203,1.6188,-0.79699,0.82714
train21017,-2.8107,-0.91623,2.5267,-0.84284,-1.653,3.0314,0.054734,1.6844,-0.8681,0.38965
train21018,-2.5041,-1.4299,2.3631,-0.39609,-1.8905,3.4108,0.12314,1.6903,-0.74785,0.46984
train21019,-2.5108,-1.7476,2.2485,-0.48997,-1.8842,3.0678,-0.069852,1.6304,-0.66307,0.34025
train21020,-2.6605,-1.4741,2.5362,-0.7468,-1.9436,2.821,0.11857,1.5788,-0.82469,0.56968
train21021,-2.4096,-1.0173,2.4312,-0.22652,-2.1258,2.9454,0.24047,1.7411,-0.65924,0.35444
train21022,-2.5684,-1.4978,2.4365,-0.71631,-1.7146,3.0367,0.18023,2.0997,-0.66182,0.50366
train21023,-3.0992,-1.3939,2.5955,-0.47594,-1.648,2.4816,0.38685,1.7095,-0.81754,0.19107
train21024,-2.5694,-1.6055,2.6578,-0.3035,-1.785,3.3377,-0.085357,1.6176,-0.90115,0.48284
train21025,-2.5473,-1.2514,2.5137,-0.74033,-1.7512,2.946,0.40883,2.074,-0.60527,0.4134
train21026,-2.5494,-1.4244,2.4581,-0.66447,-2.0881,2.7219,0.083024,1.671,-0.85093,0.62446
train21027,-2.8352,-0.84824,2.2741,-0.33335,-1.946,2.7686,-0.011345,1.6513,-0.46697,0.49225
train21028,-2.712,-1.2771,2.5969,-0.70858,-1.6355,2.9779,0.37772,1.9993,-0.95224,0.23938
train21029,-2.4252,-1.1944,2.2658,-0.30475,-2.1687,3.1011,0.028017,1.7756,-0.88,0.57987
train21030,-2.226,-1.7279,1.9635,-0.68941,-2.209,2.698,0.6557,1.9228,-0.63531,0.30092
train21031,-2.4772,-1.7003,2.2003,-0.83969,-1.6558,3.0671,0.12339,1.9418,-0.61306,0.19719
train21032,-2.5768,-1.0761,2.3126,-0.22329,-2.1324,2.9289,0.34917,1.6646,-0.67943,0.44558
train21033,-2.4744,-1.6607,2.5627,-0.84597,-2.0717,2.8103,0.26993,1.5881,-1.0119,0.6538
train21034,-2.5046,-0.99175,2.277,-0.42213,-2.0382,3.0153,0.26705,1.6832,-0.65179,0.38738
train21035,-2.5556,-1.8738,2.2908,-0.93698,-1.6585,3.0134,-0.00052267,1.9674,-0.7274,0.41017
train21036,-2.3573,-1.1199,2.634,-0.44461,-1.9814,3.0222,0.14888,1.7924,-0.59718,0.35523
train21037,-2.8412,-1.2222,2.798,-0.65962,-1.5267,3.0569,0.34806,2.0238,-0.50463,0.56383
train21038,-2.4414,-1.663,2.3829,-0.61519,-1.9692,3.0564,0.40033,1.5347,-0.82367,0.43231
train21039,-2.4394,-1.9029,2.2629,-0.46057,-1.831,3.246,-0.17616,1.8431,-0.79152,0.39794
train21040,-2.7129,-0.67571,2.2637,-0.35933,-2.0022,2.9902,0.27777,1.8113,-0.62776,0.53462
train21041,-2.5786,-1.7178,2.5348,-0.48382,-2.147,2.5141,-0.12984,1.6709,-0.83854,0.82797
train21042,-2.5399,-1.4947,2.4879,-0.51778,-1.9535,2.9715,0.3403,1.747,-0.84008,0.4323
train21043,-2.6084,-1.4827,2.5276,-0.31692,-1.82,3.0339,0.065576,1.6066,-0.66724,0.38566
train21044,-2.5622,-1.3731,2.2757,-0.24549,-2.0592,2.7746,0.12537,1.4645,-0.6363,0.25016
train21045,-2.6053,-1.2895,2.3556,-0.84881,-1.8163,3.0245,0.073582,1.9587,-0.93732,0.53385
train21046,-2.6116,-1.1674,2.4713,-0.26782,-2.0162,2.849,0.15251,1.5325,-0.61076,0.45214
train21047,-2.5552,-1.6256,2.386,-0.58924,-1.8305,3.1003,0.084547,1.7632,-0.74721,0.48014
train21048,-2.4084,-1.238,2.577,-0.65544,-1.9068,2.9097,0.20795,1.8299,-0.62679,0.26734
train21049,-2.6258,-1.6707,2.4772,-0.75236,-1.9934,2.7355,0.016488,1.6945,-0.84207,0.65581
train21050,-2.6002,-1.6573,2.6154,-0.60474,-1.9848,2.6482,0.052068,1.6176,-0.86878,0.52629
train21051,-2.5264,-1.1316,2.4054,-0.58433,-1.8901,3.1935,-0.022645,1.8154,-0.84237,0.48479
train21052,-2.727,-1.2709,2.5478,-0.45802,-1.9686,2.7863,0.12261,1.5708,-0.77699,0.49524
train21053,-2.7229,-0.88676,2.4465,-0.16913,-2.035,3.0256,0.34371,1.5751,-0.60716,0.50866
train21054,-2.7137,-1.4641,2.492,-0.64236,-1.7083,3.1218,0.49795,1.9417,-0.7482,0.4413
train21055,-2.4233,-1.8471,2.3217,-0.75196,-1.819,3.3037,0.070966,1.8976,-0.84506,0.53491
train21056,-2.5944,-1.4723,2.3701,-0.54507,-1.9784,3.1482,0.52419,1.4728,-0.77433,0.45286
train21057,-2.3612,-1.7573,2.2825,-0.50417,-1.9497,3.2504,-0.07599,1.9234,-0.92461,0.52156
train21058,-2.6263,-1.1084,2.4085,-0.6702,-1.8357,2.9791,0.090126,1.8025,-0.74693,0.44971
train21059,-2.8874,-1.5145,2.1744,-0.78263,-1.7844,2.7912,0.35029,1.3055,-0.46881,0.31672
train21060,-2.3453,-1.3345,2.1874,-0.57655,-2.1045,3.2363,0.003572,1.8484,-0.9016,0.563
train21061,-2.7025,-1.1826,2.427,-0.39296,-1.9665,2.9558,0.24963,1.6093,-0.62218,0.51458
train21062,-2.6497,-1.4779,2.6531,-0.73534,-1.6083,3.1285,0.23046,2.0956,-0.69252,0.5373
train21063,-2.4958,-1.641,2.5088,-0.6217,-1.914,3.1375,0.2931,1.4797,-0.85363,0.47607
train21064,-2.8646,-1.1622,2.4628,-0.27399,-1.948,2.5205,0.16287,1.4144,-0.51295,0.318
train21065,-2.4063,-1.1575,2.2666,-0.57013,-1.9657,2.9006,0.10709,1.9404,-0.66201,0.39631
train21066,-2.6198,-1.6322,2.5128,-0.72142,-2.0615,2.6228,0.045208,1.5863,-0.89161,0.67712
train21067,-2.6628,-1.5485,2.4514,-0.3766,-1.6602,3.5303,0.06959,1.6923,-0.75641,0.32843
train21068,-2.7984,-0.9671,2.3166,-0.13202,-2.0334,2.853,-0.036852,1.4818,-0.38086,0.57931
train21069,-2.3784,-1.4955,2.5406,-0.40612,-1.9353,2.875,-0.11412,1.7168,-0.76006,0.25802
train21070,-2.6433,-1.5694,2.3946,-0.64503,-1.6355,3.0448,-0.035408,1.7349,-0.71069,0.23412
train21071,-2.6963,-1.5721,2.1627,-0.73657,-1.9262,2.7244,0.3023,1.4758,-0.43867,0.38431
train21072,-2.6142,-1.6225,2.3633,-0.45751,-1.7661,3.1566,0.012544,1.723,-0.6536,0.39882
train21073,-2.1981,-1.404,2.4266,-0.64111,-2.0914,2.8947,0.31645,1.9132,-0.65775,0.27641
train21074,-2.7755,-1.2707,2.7261,-0.69499,-1.6147,2.9631,0.1893,1.8849,-0.42853,0.5444
train21075,-2.7844,-1.5401,2.5247,-0.80294,-1.4905,2.9225,0.40483,1.9133,-0.8248,0.12412
train21076,-2.3457,-1.765,1.9428,-0.66412,-2.0614,3.2674,0.51714,1.8361,-0.76445,0.44854
train21077,-2.601,-1.4423,2.4059,-0.60253,-1.8068,3.1367,0.17067,1.6846,-0.67738,0.4409
train21078,-2.6009,-1.5717,2.3666,-0.44026,-1.8027,3.1989,0.062745,1.6717,-0.64517,0.35953
train21079,-2.6347,-1.6205,2.4532,-0.45602,-1.8135,3.0469,0.10442,1.5419,-0.5357,0.43363
train21080,-2.6246,-1.4962,2.5658,-0.4116,-2.0602,2.7391,0.090557,1.5776,-0.75899,0.67754
train21081,-2.5339,-1.5175,2.2729,-0.70166,-1.9291,3.0216,0.43737,1.7502,-0.71931,0.44794
train21082,-2.3909,-1.224,2.2407,-0.43749,-2.0948,3.071,0.024212,1.9734,-0.96626,0.58978
train21083,-2.5257,-1.4393,2.4081,-0.50397,-1.9329,3.0686,0.10106,1.6998,-0.69572,0.44871
train21084,-2.6024,-2.1293,2.0168,-0.85426,-1.587,3.1255,0.0067579,1.953,-0.76606,0.26067
train21085,-2.637,-0.74372,2.1188,-0.56739,-2.087,2.8604,0.2831,1.7229,-0.71897,0.47372
train21086,-2.5544,-1.6414,2.3049,-0.71261,-2.044,3.0874,0.83251,1.4803,-0.78377,0.49938
train21087,-2.6476,-1.3899,2.3172,-0.91873,-1.7494,3.1551,0.054237,1.8653,-0.8777,0.49778
train21088,-2.6449,-1.3538,2.5977,-0.52461,-1.7512,3.1209,0.22344,1.9424,-0.67589,0.55539
train21089,-2.4383,-1.9537,2.3446,-0.7578,-1.673,3.1865,0.080562,1.9825,-0.84767,0.28385
train21090,-2.5388,-1.8402,2.4411,-0.77196,-1.9952,2.9727,0.44911,1.4331,-0.85498,0.59448
train21091,-2.4982,-1.9032,2.4665,-0.93214,-1.9844,2.9276,0.1574,1.5857,-0.97693,0.63249
train21092,-2.8305,-1.1986,2.3473,-0.77864,-1.8139,2.6446,0.20722,1.6043,-0.64536,0.26123
train21093,-2.4624,-1.9862,2.2175,-0.82208,-1.8073,3.0289,0.059454,1.9139,-0.82642,0.38109
train21094,-2.6919,-1.5373,2.3349,-0.71745,-1.6773,3.3249,0.25847,1.845,-0.85182,0.50947
train21095,-2.5489,-1.1404,2.4056,-0.59696,-1.7785,2.971,0.22427,1.9891,-0.53848,0.39448
train21096,-2.5012,-1.7557,2.417,-0.70405,-1.9733,3.1522,0.58815,1.4889,-0.85837,0.47439
train21097,-2.8995,-1.5877,2.5157,-0.66769,-1.8457,2.6388,0.051235,1.471,-0.66195,0.56529
train21098,-2.4245,-1.806,2.2664,-0.67492,-2.0217,3.142,0.50139,1.6176,-0.82776,0.39012
train21099,-2.5189,-1.4598,2.3683,-0.53576,-2.048,2.9492,0.040115,1.685,-0.72736,0.59276
train21100,-2.4705,-1.0881,2.4781,-0.2584,-1.9949,3.2337,0.13732,1.7114,-0.75414,0.46926
train21101,-2.5181,-1.6516,2.4981,-0.62843,-1.9064,3.1287,0.33546,1.4305,-0.83984,0.45293
train21102,-2.3388,-1.7123,2.3948,-0.30816,-1.9509,3.4406,0.25769,1.9474,-0.97727,0.44772
train21103,-2.5156,-1.4515,2.6228,-0.60504,-2.0443,2.8362,0.17092,1.7793,-0.92133,0.6647
train21104,-2.5298,-1.5125,2.7305,-0.24656,-1.7704,3.0419,0.41082,1.9022,-0.89537,0.19837
train21105,-2.8784,-0.7219,2.4163,-0.067763,-1.9889,2.9498,0.3281,1.5518,-0.53101,0.44503
train21106,-2.4435,-1.0978,2.1534,-0.61853,-1.9996,2.7652,0.15332,1.934,-0.63392,0.39091
train21107,-2.3752,-1.5577,2.1737,-0.42472,-2.0157,3.3949,-0.043602,1.563,-0.61617,0.58783
train21108,-2.312,-1.6245,2.245,-0.56824,-2.0735,3.202,0.2838,1.9602,-0.89471,0.53092
train21109,-2.5109,-1.4235,1.9613,-0.62027,-1.9224,3.3419,0.038437,1.3844,-0.23698,0.65701
train21110,-2.7979,-0.71614,2.3318,0.049751,-2.0779,2.9809,0.22617,1.6055,-0.53104,0.53139
train21111,-2.2202,-1.4843,2.5529,-0.56998,-2.0032,2.9423,0.11084,1.7974,-0.72013,0.15326
train21112,-2.4563,-1.1973,2.2695,-0.63827,-1.9776,2.8845,0.15303,1.8913,-0.72156,0.45188
train21113,-2.5574,-1.6515,2.4659,-0.68249,-1.9288,3.1099,0.50134,1.4452,-0.78777,0.47053
train21114,-2.8008,-1.5154,2.5259,-0.52042,-1.7176,2.919,0.23574,1.7362,-0.71519,0.33871
train21115,-2.4366,-2.0269,2.4957,-0.42029,-2.0586,2.9792,0.43975,1.5609,-0.85883,0.63671
train21116,-2.6062,-1.5165,2.2345,-0.75679,-1.8175,2.9973,0.11446,1.6474,-0.57402,0.3972
train21117,-2.5381,-1.1339,2.2171,-0.58523,-1.8984,3.3932,-0.025736,1.8504,-0.87946,0.54806
train21118,-2.494,-1.4538,2.25,-0.70219,-2.0668,2.931,0.56502,1.8025,-0.80733,0.48815
train21119,-2.7089,-1.2658,2.7487,-0.71454,-1.6614,3.0592,0.29935,1.8789,-0.69376,0.5918
train21120,-2.6014,-1.4794,2.5315,-0.7238,-2.0612,2.691,0.039787,1.6426,-0.92714,0.64998
train21121,-2.6006,-1.5177,2.3895,-0.44472,-1.8575,3.1126,0.09893,1.6325,-0.64929,0.47783
train21122,-2.5819,-1.32,2.3701,-0.32644,-2.0117,3.2038,0.075233,1.6864,-0.72839,0.57271
train21123,-2.6434,-1.1324,2.4139,-0.32592,-1.9971,2.8519,0.24782,1.4173,-0.53799,0.3047
train21124,-2.5521,-1.2794,2.4298,-0.50287,-1.859,3.0615,0.063448,1.7963,-0.73864,0.38886
train21125,-2.6163,-1.5666,2.0683,-0.75185,-1.7858,3.2009,0.1324,1.3486,-0.2982,0.53419
train21126,-2.3585,-1.5631,2.1724,-0.77118,-1.9082,3.1397,-0.083992,2.0331,-0.85646,0.42701
train21127,-2.6554,-1.2733,2.3059,-0.56682,-1.9808,2.8646,0.31384,1.5766,-0.66587,0.38299
train21128,-2.4892,-1.2925,2.1093,-0.75923,-1.785,3.196,0.01165,1.9362,-0.72716,0.38653
train21129,-2.5902,-1.3505,2.3147,-0.39179,-2.0581,3.1712,0.54165,1.6414,-0.78202,0.43394
train21130,-2.4734,-1.4533,2.3494,-0.52041,-1.7443,3.5098,0.12181,1.9099,-0.78055,0.36812
train21131,-2.8369,-0.93996,2.1767,-0.24772,-2.0067,3.0419,0.5789,1.5835,-0.52242,0.46166
train21132,-2.5577,-1.3916,2.5069,-0.20127,-1.9514,2.9606,0.050536,1.5722,-0.69914,0.43967
train21133,-2.4969,-1.7763,2.2527,-0.62488,-1.8178,3.1835,-0.071449,2.0713,-0.95025,0.52323
train21134,-2.6681,-1.5641,2.1641,-0.49641,-1.9435,3.093,0.0064195,1.4443,-0.70991,0.48723
train21135,-2.4412,-1.853,2.4603,-0.61785,-1.7737,3.1303,-0.026119,1.9536,-0.77915,0.41132
train21136,-2.5074,-1.3093,2.2761,-0.69202,-1.9435,2.9526,0.51354,1.907,-0.8674,0.26855
train21137,-2.5694,-1.901,2.2419,-0.751,-1.8811,3.0728,0.30152,1.8568,-0.79605,0.49908
train21138,-2.4611,-1.6033,2.345,-0.65491,-1.9668,2.9485,0.35954,1.9747,-0.89612,0.49386
train21139,-2.6344,-1.1672,2.4568,-0.56375,-1.8053,3.0881,0.057842,1.8424,-0.7991,0.48588
train21140,-2.7654,-1.2647,2.7257,-0.68257,-1.6192,2.9754,0.18838,1.8894,-0.42402,0.54248
train21141,-2.4464,-1.064,2.5053,-0.36978,-1.8153,3.2965,0.065272,2.0068,-0.87888,0.26013
train21142,-2.7756,-1.5393,2.2351,-0.82245,-1.7084,2.8365,0.27044,1.6832,-0.54927,0.27997
train21143,-2.6534,-1.3983,2.6711,-0.59765,-1.9137,2.8286,0.1718,1.8391,-0.7572,0.70366
train21144,-2.5143,-1.3779,2.2993,-0.72466,-1.9101,3.0325,0.43193,1.9237,-0.81032,0.41282
train21145,-2.5508,-1.4958,2.4933,-0.58312,-1.8998,3.0552,0.19338,1.7395,-0.7752,0.51117
train21146,-2.4533,-1.7888,2.3748,-0.87468,-2.1206,2.7141,0.17305,1.6925,-0.94344,0.59821
train21147,-2.8465,-1.3777,2.6348,-0.73615,-1.6464,2.8832,0.19311,1.8585,-0.54028,0.45729
train21148,-2.7609,-1.7942,2.4475,-0.73799,-1.7481,2.8522,-0.050654,1.784,-0.80648,0.54666
train21149,-2.2393,-1.297,2.4891,-0.50466,-2.0179,3.0654,0.21754,2.0405,-0.80802,0.39313
train21150,-2.4258,-1.2477,2.5052,-0.44358,-1.8227,3.3968,0.14314,2.0605,-0.93172,0.47239
train21151,-2.7358,-1.0866,2.6596,-0.35619,-1.8518,3.0501,0.29872,1.8257,-0.61413,0.58548
train21152,-2.5973,-1.2119,2.4983,-0.30721,-2.123,2.7391,0.059934,1.5497,-0.74356,0.58163
train21153,-2.669,-1.5668,2.4334,-0.74772,-1.9962,2.711,0.076595,1.5575,-0.77543,0.61485
train21154,-2.6725,-1.0844,2.7571,-0.29529,-1.7765,3.2451,0.25597,1.8906,-0.69736,0.62066
train21155,-2.5899,-1.3376,2.6477,-0.18919,-1.8361,3.2682,0.42083,2.0729,-1.1679,0.54629
train21156,-2.843,-1.544,2.3557,-0.65885,-1.7489,2.9359,0.23309,1.6206,-0.6138,0.46076
train21157,-2.5345,-1.0001,2.2703,-0.50829,-2.0113,2.919,0.29634,1.741,-0.72116,0.31858
train21158,-2.5752,-1.4831,2.455,-0.35736,-1.918,3.0796,0.071931,1.6347,-0.67691,0.48075
train21159,-2.3818,-1.1755,2.0809,-0.73716,-1.8936,2.8993,0.27187,2.0234,-0.61784,0.27926
train21160,-2.4889,-1.8266,2.4188,-0.72866,-1.9945,3.0662,0.43731,1.4422,-0.85062,0.54297
train21161,-2.4727,-1.111,2.2927,-0.31309,-2.0903,3.3691,0.4555,1.7055,-0.8007,0.51814
train21162,-2.4516,-1.4577,2.1369,-0.77452,-2.056,2.8372,0.49519,1.8381,-0.71518,0.37299
train21163,-2.7506,-1.7592,2.469,-0.55116,-1.4808,3.4424,-0.077685,1.8681,-0.82595,0.47323
train21164,-2.9969,-1.584,2.616,-0.40268,-1.7542,2.5729,0.060832,1.5266,-0.69193,0.44136
