SampleID,Auto 20 10 1,Auto 20 10 2,Auto 20 10 3,Auto 20 10 4,Auto 20 10 5,Auto 20 10 6,Auto 20 10 7,Auto 20 10 8,Auto 20 10 9,Auto 20 10 10
train18543,-1.8329,-2.8403,2.6586,-1.2807,-2.9209,3.5944,0.38022,1.8175,-0.57361,-0.82285
train18544,-1.9834,-2.6988,2.5474,-1.1975,-2.7858,3.6212,0.3862,1.8986,-0.52986,-0.98692
train18545,-1.8787,-2.8188,2.6176,-1.2559,-2.9484,3.6164,0.38733,1.8223,-0.54392,-0.78269
train18546,-1.9066,-2.8063,2.5909,-1.2722,-2.9062,3.6045,0.38484,1.8361,-0.54393,-0.82634
train18547,-1.8627,-2.8339,2.6363,-1.2674,-2.9026,3.5809,0.38135,1.8311,-0.56178,-0.84665
train18548,-1.7845,-2.9215,2.6868,-1.2977,-2.9455,3.6098,0.34929,1.822,-0.58559,-0.78252
train18549,-1.878,-2.7938,2.6291,-1.2449,-2.8813,3.6018,0.37589,1.8561,-0.56837,-0.8845
train18550,-2.4427,-2.3944,1.8523,-0.98626,-2.8423,3.6406,0.52799,1.7618,-0.22846,-0.8417
train18551,-1.8197,-2.9034,2.6396,-1.3328,-3.1338,3.6605,0.39542,1.7601,-0.62257,-0.56095
train18552,-1.9456,-2.7735,2.5388,-1.1782,-2.7462,3.5929,0.33265,1.8938,-0.45353,-1.0273
train18553,-1.8681,-2.8228,2.6301,-1.2663,-2.956,3.5896,0.39507,1.825,-0.56843,-0.78447
train18554,-1.7567,-2.8533,2.7778,-1.2606,-2.9298,3.6205,0.38311,1.8236,-0.61604,-0.81883
train18555,-2.3076,-2.5893,2.1074,-1.1132,-2.7983,3.5847,0.44883,1.8426,-0.34127,-0.95514
train18556,-1.8866,-2.8288,2.6208,-1.2449,-2.8862,3.5502,0.38416,1.837,-0.51011,-0.85694
train18557,-1.7774,-2.8723,2.7423,-1.2805,-2.9457,3.5975,0.37977,1.8262,-0.60768,-0.79687
train18558,-1.7833,-2.8765,2.7462,-1.2975,-2.9882,3.6045,0.40133,1.8072,-0.63011,-0.74539
train18559,-1.9942,-2.7688,2.5011,-1.2202,-2.8715,3.6585,0.37239,1.8763,-0.54243,-0.89455
train18560,-2.1363,-2.6933,2.3604,-1.1853,-2.7426,3.5685,0.39588,1.8735,-0.43296,-1.0362
train18561,-2.3436,-2.6339,2.1802,-1.176,-2.163,3.384,0.30764,1.99,-0.21414,-1.7225
train18562,-1.951,-2.9106,2.6894,-1.3142,-2.3664,3.4517,0.22928,1.9566,-0.44375,-1.5041
train18563,-2.5373,-2.3563,1.7756,-0.98091,-2.6164,3.5654,0.48617,1.82,-0.13976,-1.11
train18564,-1.9233,-2.7305,2.5769,-1.2185,-2.9015,3.6265,0.4138,1.8191,-0.5249,-0.83951
train18565,-1.9364,-2.7859,2.5254,-1.2203,-2.81,3.5797,0.37841,1.8192,-0.46381,-0.93306
train18566,-2.1822,-2.6508,2.3339,-1.1459,-2.4692,3.4712,0.35031,1.9609,-0.34948,-1.3674
train18567,-2.2726,-2.7325,2.2869,-1.2424,-2.2401,3.4417,0.28092,2.0064,-0.32411,-1.6679
train18568,-2.4295,-2.4483,1.8124,-0.9957,-2.994,3.6914,0.51882,1.7421,-0.26,-0.64728
train18569,-1.7214,-2.9038,2.8094,-1.3546,-2.7504,3.4851,0.34026,1.8244,-0.59489,-1.0172
train18570,-1.8894,-2.7109,2.5982,-1.2154,-3.0059,3.6654,0.44501,1.7828,-0.55829,-0.70401
train18571,-1.7839,-2.8726,2.7137,-1.2896,-2.923,3.5899,0.36515,1.8226,-0.58824,-0.82088
train18572,-1.8788,-2.7287,2.5979,-1.1843,-2.9588,3.6215,0.44246,1.7918,-0.52832,-0.75557
train18573,-2.5761,-2.4415,1.813,-1.0901,-2.3722,3.5132,0.40986,1.9154,-0.18539,-1.4581
train18574,-2.4482,-2.5377,1.9063,-1.1062,-2.5528,3.5225,0.40785,1.8747,-0.23555,-1.2494
train18575,-1.9867,-2.7293,2.4853,-1.2162,-2.8615,3.5553,0.40969,1.8217,-0.42715,-0.85076
train18576,-1.8929,-2.8323,2.5472,-1.3153,-2.9032,3.5238,0.40553,1.7826,-0.53829,-0.84091
train18577,-1.8171,-2.8312,2.6927,-1.2596,-2.9145,3.6028,0.38785,1.8247,-0.58326,-0.82886
train18578,-1.9238,-2.7401,2.4594,-1.238,-3.1441,3.6711,0.48015,1.7411,-0.58204,-0.5
train18579,-2.4893,-2.4379,1.7817,-0.99751,-2.7827,3.6425,0.48987,1.7929,-0.22596,-0.92038
train18580,-1.868,-2.7939,2.6102,-1.2888,-3.0297,3.6175,0.40511,1.7971,-0.5544,-0.67637
train18581,-1.8659,-2.8284,2.6004,-1.2742,-3.071,3.6581,0.42523,1.786,-0.60516,-0.62088
train18582,-1.9378,-2.7182,2.5259,-1.2311,-2.8772,3.617,0.41638,1.8215,-0.52921,-0.85797
train18583,-1.9164,-2.8027,2.5387,-1.2581,-2.9407,3.5935,0.40194,1.7941,-0.49438,-0.77643
train18584,-2.2189,-2.5106,2.0944,-1.0614,-3.0413,3.6934,0.5162,1.7893,-0.43432,-0.61417
train18585,-1.997,-2.7818,2.586,-1.2185,-2.5108,3.4622,0.32912,1.9393,-0.44447,-1.3288
train18586,-2.4162,-2.4297,1.914,-1.0684,-2.7218,3.6264,0.46464,1.8439,-0.27716,-1.0067
train18587,-1.8277,-2.8195,2.6565,-1.2796,-2.9807,3.627,0.40051,1.7918,-0.5952,-0.74375
train18588,-1.8647,-2.8554,2.6345,-1.3032,-2.8602,3.5211,0.38131,1.8244,-0.52318,-0.88985
train18589,-1.9761,-2.8758,2.5754,-1.3063,-2.7066,3.5601,0.30657,1.9091,-0.54507,-1.1349
train18590,-1.8528,-2.8871,2.7012,-1.3149,-2.8677,3.5107,0.37725,1.8232,-0.55532,-0.89749
train18591,-2.2355,-2.5458,2.1323,-1.0748,-2.9861,3.6315,0.49901,1.7883,-0.35696,-0.68075
train18592,-1.8569,-2.8479,2.6828,-1.2566,-2.8737,3.6016,0.36378,1.8608,-0.55481,-0.88027
train18593,-2.1226,-2.6814,2.3954,-1.1735,-2.537,3.4593,0.369,1.9074,-0.35343,-1.2736
train18594,-2.029,-2.7898,2.4586,-1.2464,-2.863,3.5891,0.37843,1.8558,-0.49887,-0.89509
train18595,-1.9245,-2.6852,2.4718,-1.1587,-3.1264,3.6541,0.48763,1.7368,-0.51093,-0.54164
train18596,-2.051,-2.7707,2.471,-1.2557,-2.5813,3.4254,0.37225,1.8683,-0.36972,-1.2047
train18597,-2.4197,-2.6029,2.0783,-1.1686,-2.1338,3.4114,0.30388,2.015,-0.21285,-1.7712
train18598,-1.7366,-2.8676,2.7778,-1.2824,-2.9702,3.612,0.38163,1.8022,-0.60543,-0.75903
train18599,-1.8756,-2.7903,2.5914,-1.2446,-3.0006,3.6064,0.42537,1.7834,-0.54767,-0.70586
train18600,-2.0853,-2.6372,2.1832,-1.126,-3.2026,3.626,0.50553,1.7239,-0.45032,-0.42514
train18601,-1.8849,-2.8291,2.5607,-1.2689,-3.0693,3.7064,0.40476,1.7909,-0.60121,-0.62178
train18602,-1.8458,-2.8157,2.6391,-1.2593,-2.9613,3.5465,0.41588,1.7953,-0.55729,-0.78445
train18603,-2.0348,-2.6161,2.3557,-1.1146,-3.1448,3.6038,0.54895,1.7256,-0.47162,-0.51017
train18604,-1.8582,-2.8901,2.7533,-1.2433,-2.6216,3.5831,0.29145,1.9255,-0.53582,-1.2036
train18605,-1.9068,-2.9068,2.701,-1.3011,-2.5343,3.4992,0.26388,1.9308,-0.49165,-1.3268
train18606,-1.858,-2.8669,2.7435,-1.231,-2.6823,3.574,0.30224,1.9193,-0.51788,-1.1253
train18607,-2.2155,-2.6883,2.2861,-1.2338,-2.5366,3.4835,0.36405,1.9248,-0.36456,-1.2767
train18608,-2.0665,-2.7039,2.4754,-1.1953,-2.6227,3.5179,0.37335,1.9046,-0.44001,-1.1922
train18609,-2.2577,-2.6286,2.2429,-1.1635,-2.6903,3.6031,0.38772,1.9143,-0.40936,-1.1159
train18610,-1.8491,-2.846,2.6768,-1.2644,-2.9231,3.5938,0.39751,1.823,-0.57105,-0.80762
train18611,-1.8037,-2.8584,2.735,-1.2445,-2.8738,3.5832,0.36782,1.8417,-0.57527,-0.88216
train18612,-1.9296,-2.8227,2.6391,-1.2455,-2.7199,3.5111,0.36994,1.8767,-0.48249,-1.0473
train18613,-2.5162,-2.4749,1.8922,-1.1025,-2.3537,3.4778,0.39287,1.9385,-0.19232,-1.4794
train18614,-2.4493,-2.4336,1.8769,-1.1049,-2.6575,3.5628,0.4402,1.9015,-0.28961,-1.1039
train18615,-1.8657,-2.8378,2.6739,-1.2825,-2.8579,3.559,0.38034,1.8317,-0.53364,-0.88204
train18616,-1.8737,-2.8531,2.6368,-1.2738,-2.8611,3.5698,0.35582,1.8484,-0.52789,-0.8871
train18617,-2.3711,-2.646,2.0677,-1.1936,-2.5104,3.472,0.38528,1.9075,-0.3018,-1.321
train18618,-1.8857,-2.8235,2.5893,-1.2577,-2.9191,3.5873,0.37436,1.8276,-0.52496,-0.81406
train18619,-1.9136,-2.8579,2.6006,-1.292,-2.849,3.5886,0.35843,1.839,-0.52978,-0.90882
train18620,-1.9887,-2.7468,2.5657,-1.2166,-2.6715,3.5784,0.34295,1.8964,-0.44694,-1.1218
train18621,-2.2092,-2.5844,2.2343,-1.104,-2.8975,3.5589,0.50196,1.7949,-0.36579,-0.82497
train18622,-1.8105,-2.8708,2.6865,-1.2792,-2.9183,3.6024,0.36463,1.8325,-0.58702,-0.828
train18623,-1.7508,-2.8866,2.754,-1.2792,-2.9733,3.6175,0.37511,1.8153,-0.61624,-0.76402
train18624,-1.763,-2.8688,2.767,-1.2435,-2.8844,3.6229,0.36349,1.8287,-0.58015,-0.86426
train18625,-1.7474,-2.8821,2.7579,-1.3276,-2.9502,3.5107,0.41303,1.7903,-0.62805,-0.79853
train18626,-1.8434,-2.7831,2.6756,-1.2321,-2.8828,3.619,0.39558,1.8155,-0.54482,-0.86048
train18627,-2.2028,-2.5519,2.1408,-1.1112,-2.8909,3.6527,0.45674,1.8151,-0.38863,-0.80273
train18628,-2.252,-2.7004,2.2929,-1.2023,-2.2547,3.3999,0.30445,1.9931,-0.29727,-1.6344
train18629,-1.9884,-2.7635,2.5266,-1.2117,-2.8448,3.6452,0.36493,1.8725,-0.48108,-0.90045
train18630,-1.9735,-2.7002,2.5569,-1.1886,-2.8341,3.6449,0.39827,1.8647,-0.50915,-0.92142
train18631,-2.0468,-2.7991,2.4432,-1.2788,-2.7891,3.5753,0.35842,1.8684,-0.47717,-0.9915
train18632,-2.0621,-2.7712,2.5245,-1.2121,-2.383,3.4277,0.30311,1.9681,-0.38416,-1.4774
train18633,-2.0955,-2.6926,2.4433,-1.2283,-2.5656,3.4275,0.40957,1.8802,-0.3982,-1.2378
train18634,-2.081,-2.6331,2.2585,-1.1419,-3.1579,3.6282,0.51734,1.7343,-0.465,-0.48952
train18635,-1.9348,-2.7862,2.6544,-1.2329,-2.5504,3.4647,0.34222,1.9015,-0.46713,-1.2945
train18636,-2.2862,-2.597,2.2032,-1.1572,-2.3902,3.4927,0.34013,1.9673,-0.28475,-1.4352
train18637,-1.8687,-2.8806,2.7446,-1.2959,-2.5449,3.4562,0.29505,1.9034,-0.47324,-1.2829
train18638,-2.01,-2.6223,2.2632,-1.1327,-3.2673,3.592,0.55824,1.6749,-0.49847,-0.33359
train18639,-1.8874,-2.8186,2.5833,-1.2698,-2.9051,3.5804,0.38317,1.8262,-0.54198,-0.82924
train18640,-1.8195,-2.8665,2.7315,-1.2947,-2.8129,3.555,0.36934,1.8361,-0.56668,-0.95164
train18641,-2.251,-2.6801,2.1816,-1.1802,-2.6462,3.5338,0.39335,1.8526,-0.32165,-1.1248
train18642,-2.0532,-2.6925,2.4857,-1.142,-2.8187,3.559,0.42964,1.838,-0.41432,-0.94858
train18643,-1.9535,-2.7593,2.5167,-1.2545,-2.992,3.6612,0.40887,1.8346,-0.59475,-0.739
train18644,-1.9561,-2.8107,2.5475,-1.2467,-2.7377,3.5708,0.3534,1.8665,-0.49664,-1.0383
train18645,-2.2005,-2.6493,2.2297,-1.1866,-2.6736,3.5487,0.3806,1.8603,-0.3578,-1.1222
train18646,-1.8078,-2.8643,2.7189,-1.2689,-2.9221,3.6042,0.37326,1.8328,-0.58074,-0.82342
train18647,-1.9174,-2.7959,2.6027,-1.2419,-2.9129,3.5771,0.40031,1.8318,-0.5234,-0.83968
train18648,-1.8961,-2.815,2.5947,-1.2796,-2.8994,3.577,0.39294,1.8315,-0.56403,-0.85648
train18649,-2.2712,-2.5789,2.1926,-1.1681,-2.5304,3.5284,0.37707,1.9403,-0.3451,-1.2719
train18650,-1.7942,-2.9253,2.714,-1.2891,-2.927,3.5759,0.34219,1.8289,-0.56432,-0.82507
train18651,-1.8424,-2.8518,2.6463,-1.2987,-2.9248,3.5661,0.38537,1.8214,-0.58443,-0.82047
train18652,-1.9217,-2.9245,2.6981,-1.3223,-2.561,3.5325,0.25246,1.9449,-0.53405,-1.3014
train18653,-2.3231,-2.6545,2.124,-1.1972,-2.4105,3.4813,0.32456,1.9557,-0.29202,-1.4392
train18654,-1.8811,-2.8209,2.5882,-1.2655,-2.9334,3.566,0.39757,1.811,-0.53137,-0.79115
train18655,-2.2193,-2.5409,2.103,-1.0722,-3.083,3.7408,0.49156,1.7799,-0.41214,-0.57942
train18656,-1.8572,-2.8475,2.6747,-1.2626,-2.9057,3.6104,0.36003,1.8381,-0.54616,-0.84398
train18657,-2.3338,-2.568,2.0802,-1.1585,-2.5242,3.4911,0.40173,1.8931,-0.27929,-1.2818
train18658,-1.9029,-2.792,2.592,-1.2536,-2.8975,3.5957,0.39035,1.8401,-0.5459,-0.84226
train18659,-2.1462,-2.5691,2.1074,-1.0715,-3.2276,3.6172,0.55476,1.7029,-0.42528,-0.37906
train18660,-1.9833,-2.8136,2.5701,-1.2832,-2.7014,3.56,0.333,1.9176,-0.51979,-1.1071
train18661,-1.9837,-2.7657,2.4579,-1.2117,-2.9444,3.5989,0.41355,1.8138,-0.50799,-0.79438
train18662,-2.0773,-2.6794,2.4181,-1.1794,-2.6808,3.5868,0.35729,1.9106,-0.41313,-1.0879
train18663,-1.7683,-2.8944,2.7573,-1.3239,-2.9783,3.5691,0.40062,1.8034,-0.63767,-0.75933
train18664,-2.5601,-2.3529,1.7596,-1.0086,-2.5055,3.4735,0.46552,1.8909,-0.14998,-1.2539
train18665,-2.3304,-2.5766,2.0863,-1.156,-2.6314,3.5509,0.40569,1.8778,-0.32958,-1.1664
train18666,-1.8942,-2.7989,2.5927,-1.2666,-2.9302,3.616,0.38992,1.8214,-0.53962,-0.79104
train18667,-1.9175,-2.7386,2.5322,-1.2181,-3.0298,3.6324,0.43416,1.7784,-0.53081,-0.67707
train18668,-1.9433,-2.78,2.5667,-1.2453,-2.7613,3.5907,0.36373,1.8546,-0.50647,-1.0137
train18669,-2.0503,-2.737,2.4418,-1.2039,-2.8283,3.5542,0.41491,1.8509,-0.46776,-0.92743
train18670,-1.8417,-2.8348,2.6518,-1.2891,-2.9562,3.6075,0.39523,1.8039,-0.5741,-0.77314
train18671,-1.8159,-2.8393,2.6779,-1.2822,-2.9352,3.5949,0.38935,1.8109,-0.59916,-0.81572
train18672,-2.0107,-2.8184,2.617,-1.2398,-2.4109,3.4565,0.28928,1.9641,-0.44033,-1.4785
train18673,-1.8945,-2.7787,2.5899,-1.2469,-2.8635,3.58,0.3865,1.833,-0.52206,-0.88288
train18674,-1.881,-2.7306,2.4523,-1.216,-3.2471,3.5816,0.52056,1.6957,-0.57021,-0.36607
train18675,-1.9003,-2.8042,2.5746,-1.2611,-2.9151,3.5851,0.38953,1.8226,-0.53115,-0.81854
train18676,-2.594,-2.3802,1.6809,-0.99604,-2.6418,3.598,0.48612,1.8207,-0.17444,-1.1077
train18677,-1.8448,-2.896,2.613,-1.2885,-3.0301,3.7057,0.3635,1.815,-0.62339,-0.66642
train18678,-1.9044,-2.7832,2.5996,-1.2421,-2.8908,3.5862,0.40127,1.8311,-0.5313,-0.84366
train18679,-1.879,-2.8385,2.6593,-1.2735,-2.8358,3.5689,0.36311,1.8461,-0.5541,-0.94115
train18680,-1.7632,-2.8447,2.719,-1.292,-3.0344,3.6067,0.42169,1.7621,-0.61509,-0.67702
train18681,-1.9284,-2.8043,2.5879,-1.2545,-2.9266,3.5783,0.40074,1.8233,-0.51695,-0.81008
train18682,-2.2236,-2.6908,2.1981,-1.2115,-2.7542,3.4214,0.46555,1.8123,-0.34841,-0.97994
train18683,-2.1452,-2.6329,2.3191,-1.1641,-2.6511,3.5488,0.38834,1.9033,-0.41074,-1.1297
train18684,-2.5949,-2.3791,1.6946,-1.0047,-2.5889,3.5517,0.4896,1.8316,-0.15759,-1.172
train18685,-1.96,-2.7554,2.5372,-1.231,-2.8806,3.594,0.40235,1.8322,-0.50061,-0.8578
train18686,-2.2515,-2.6899,2.2802,-1.1963,-2.2316,3.4096,0.28863,1.9996,-0.27033,-1.6353
train18687,-2.0528,-2.6877,2.2816,-1.1818,-3.1297,3.6366,0.48506,1.733,-0.48796,-0.53637
train18688,-2.0684,-2.678,2.4436,-1.1936,-2.7327,3.5146,0.40952,1.8825,-0.43612,-1.0249
train18689,-1.8054,-2.8984,2.7081,-1.2631,-2.9188,3.5748,0.36031,1.8336,-0.56257,-0.82564
train18690,-1.8879,-2.9027,2.6336,-1.3114,-2.7695,3.6111,0.30995,1.8805,-0.57512,-1.021
train18691,-2.0513,-2.6714,2.3239,-1.1544,-3.0999,3.6132,0.48348,1.7731,-0.4735,-0.57336
train18692,-1.8555,-2.9077,2.6668,-1.299,-2.8958,3.6304,0.33126,1.8646,-0.58342,-0.85744
train18693,-1.7337,-2.8892,2.7631,-1.3104,-3.0155,3.605,0.4066,1.7653,-0.62506,-0.69694
train18694,-2.4789,-2.3966,1.8765,-1.0222,-2.6132,3.5429,0.47272,1.8471,-0.18101,-1.133
train18695,-1.9273,-2.7812,2.5381,-1.247,-2.9218,3.5771,0.40138,1.8073,-0.49262,-0.79812
train18696,-1.8517,-2.8211,2.6488,-1.2655,-2.9587,3.582,0.4012,1.8174,-0.56896,-0.77661
train18697,-2.671,-2.2586,1.6309,-0.96062,-2.5259,3.5323,0.52474,1.8428,-0.1242,-1.2413
train18698,-1.8007,-2.8451,2.7213,-1.2711,-2.8866,3.6134,0.36237,1.8333,-0.58841,-0.86701
train18699,-1.859,-2.8498,2.6207,-1.271,-2.9627,3.6334,0.37101,1.8218,-0.56792,-0.7668
train18700,-1.9804,-2.7754,2.5052,-1.2421,-2.9185,3.5855,0.41609,1.8243,-0.51348,-0.826
train18701,-1.8277,-2.7836,2.6945,-1.2422,-2.9337,3.6173,0.41374,1.7967,-0.56496,-0.7971
train18702,-2.0483,-2.7846,2.5263,-1.2661,-2.578,3.4815,0.33492,1.898,-0.42099,-1.2564
train18703,-1.9281,-2.6467,2.4758,-1.1601,-3.1415,3.6046,0.51843,1.7027,-0.51264,-0.52586
train18704,-2.1032,-2.8128,2.4995,-1.252,-2.4126,3.4534,0.29641,1.9636,-0.40023,-1.4616
train18705,-1.7903,-2.8948,2.7501,-1.3168,-2.945,3.5664,0.39115,1.8259,-0.64416,-0.808
train18706,-1.8276,-2.9496,2.6896,-1.3127,-2.8458,3.5965,0.3065,1.8772,-0.58879,-0.93435
train18707,-1.8547,-2.7975,2.6675,-1.2337,-2.8469,3.5461,0.39241,1.8424,-0.54765,-0.91359
train18708,-1.8398,-2.7763,2.6943,-1.2233,-2.884,3.6023,0.40545,1.8204,-0.54311,-0.85575
train18709,-2.0574,-2.8045,2.5658,-1.2393,-2.3347,3.411,0.27904,1.979,-0.37877,-1.543
train18710,-2.0679,-2.7488,2.3816,-1.2613,-2.8685,3.6151,0.40258,1.8412,-0.51061,-0.88174
train18711,-1.7751,-2.8888,2.7786,-1.279,-2.856,3.62,0.3247,1.8387,-0.54835,-0.89978
train18712,-2.1918,-2.717,2.3323,-1.2424,-2.2912,3.4323,0.27945,1.9543,-0.26339,-1.5702
train18713,-1.8545,-2.7994,2.6378,-1.2591,-2.942,3.5926,0.40341,1.8197,-0.57265,-0.7897
train18714,-1.932,-2.7989,2.6066,-1.2293,-2.7791,3.6265,0.34635,1.9039,-0.56371,-1.0135
train18715,-1.8279,-2.8081,2.6669,-1.2657,-2.9642,3.6003,0.40451,1.796,-0.56063,-0.75357
train18716,-2.5163,-2.4383,1.864,-1.0764,-2.3587,3.477,0.39593,1.9467,-0.18617,-1.4639
train18717,-1.8956,-2.8288,2.6343,-1.2472,-2.9217,3.6578,0.35902,1.8431,-0.54129,-0.81059
train18718,-1.8612,-2.8286,2.6455,-1.2627,-2.9398,3.6253,0.38353,1.819,-0.58395,-0.81019
train18719,-1.9584,-2.7707,2.5159,-1.2508,-2.974,3.6829,0.38953,1.8305,-0.55468,-0.74597
train18720,-1.9862,-2.7489,2.5011,-1.1918,-2.8823,3.6155,0.39949,1.8516,-0.51278,-0.85823
train18721,-1.7683,-2.8879,2.7408,-1.3096,-3.0449,3.592,0.41621,1.7532,-0.58382,-0.65336
train18722,-2.2785,-2.5338,2.1278,-1.1077,-2.7636,3.633,0.44307,1.8571,-0.37021,-0.97846
train18723,-1.8863,-2.7931,2.5799,-1.234,-2.9871,3.6032,0.41454,1.7999,-0.53741,-0.73013
train18724,-1.7185,-2.9072,2.7904,-1.3263,-2.9993,3.6037,0.38882,1.7748,-0.63244,-0.71834
train18725,-1.8173,-2.8668,2.7241,-1.2921,-2.9213,3.5612,0.4014,1.8158,-0.59769,-0.82092
train18726,-1.9739,-2.8928,2.6538,-1.2836,-2.3413,3.4061,0.25372,1.9765,-0.43745,-1.5496
train18727,-1.862,-2.722,2.647,-1.1584,-2.9445,3.6558,0.42695,1.8416,-0.57332,-0.78485
train18728,-1.7844,-2.8998,2.7142,-1.3243,-2.9539,3.5563,0.37856,1.8136,-0.61798,-0.78761
train18729,-1.8709,-2.7913,2.5924,-1.2622,-3.1049,3.6898,0.43234,1.7662,-0.60305,-0.58503
train18730,-1.8809,-2.8068,2.6226,-1.2737,-2.8771,3.6331,0.35725,1.8342,-0.51355,-0.84862
train18731,-2.2543,-2.6873,2.2042,-1.1793,-2.6721,3.5971,0.36647,1.9051,-0.39807,-1.1253
train18732,-2.0703,-2.7782,2.3704,-1.2185,-2.8875,3.6154,0.40037,1.8158,-0.45497,-0.86024
train18733,-1.9064,-2.7985,2.5967,-1.2495,-2.8816,3.5662,0.39301,1.8307,-0.50937,-0.85483
train18734,-1.8079,-2.9927,2.742,-1.3507,-2.7822,3.55,0.279,1.8898,-0.58602,-1.0128
train18735,-2.1427,-2.7517,2.3793,-1.2369,-2.5925,3.5209,0.33652,1.9286,-0.42344,-1.2476
train18736,-2.1951,-2.6225,2.1484,-1.1742,-2.9153,3.5849,0.48371,1.7952,-0.41884,-0.79236
train18737,-2.2101,-2.7793,2.3799,-1.2537,-2.2347,3.4184,0.27072,2.0003,-0.34007,-1.6795
train18738,-1.7413,-2.8674,2.7484,-1.3081,-3.0109,3.5912,0.41115,1.768,-0.63352,-0.71708
train18739,-1.8421,-2.8508,2.6617,-1.2804,-2.9302,3.5834,0.38162,1.8262,-0.5756,-0.80703
train18740,-1.7967,-2.9029,2.7327,-1.318,-2.9256,3.5727,0.37995,1.8153,-0.60449,-0.81961
train18741,-2.2766,-2.5031,2.0435,-1.0522,-3.0427,3.669,0.52215,1.7539,-0.33589,-0.60098
train18742,-1.8065,-2.8626,2.6874,-1.2807,-2.9226,3.6015,0.36849,1.8282,-0.58992,-0.82199
train18743,-2.0715,-2.7824,2.417,-1.2567,-2.7528,3.5687,0.35445,1.8749,-0.47552,-1.0431
train18744,-1.9232,-2.8376,2.5657,-1.2522,-2.9131,3.681,0.35207,1.8627,-0.57715,-0.83416
train18745,-1.7848,-2.9059,2.7297,-1.2839,-2.931,3.5753,0.35781,1.8309,-0.57909,-0.816
train18746,-1.7258,-2.9304,2.7854,-1.3553,-3.0005,3.5738,0.40129,1.7752,-0.65937,-0.72627
train18747,-2.0953,-2.7116,2.4082,-1.2125,-2.6232,3.5304,0.35078,1.9139,-0.43302,-1.1959
train18748,-1.7906,-2.8278,2.6849,-1.2909,-3.0466,3.6091,0.43072,1.7673,-0.61863,-0.6608
train18749,-1.8358,-2.9455,2.6724,-1.3237,-2.8841,3.6693,0.29467,1.8758,-0.63063,-0.89196
train18750,-1.9165,-2.977,2.6637,-1.317,-2.4767,3.5498,0.20222,1.976,-0.51919,-1.4109
train18751,-1.8441,-2.765,2.5855,-1.2304,-3.0717,3.6532,0.43847,1.755,-0.5572,-0.59464
train18752,-1.8497,-2.8273,2.6235,-1.2883,-3.0224,3.6225,0.40586,1.7865,-0.58609,-0.68997
train18753,-1.8502,-2.786,2.6783,-1.233,-2.8995,3.5959,0.40446,1.819,-0.54584,-0.83802
train18754,-1.8833,-2.772,2.6145,-1.2408,-2.9161,3.6022,0.4093,1.8125,-0.54444,-0.81987
train18755,-1.902,-2.931,2.6615,-1.3027,-2.7521,3.5678,0.29962,1.8721,-0.50022,-1.0392
train18756,-1.8149,-2.899,2.6981,-1.2578,-2.906,3.5552,0.36066,1.8399,-0.54601,-0.84011
train18757,-1.9647,-2.7254,2.5464,-1.1836,-2.759,3.5249,0.41329,1.8668,-0.47993,-0.99141
train18758,-1.8942,-2.837,2.6195,-1.2682,-2.9054,3.5444,0.39787,1.8094,-0.52063,-0.8292
train18759,-2.5062,-2.3852,1.7641,-0.99374,-2.7228,3.6112,0.48201,1.8107,-0.1975,-0.99304
train18760,-1.7179,-2.8419,2.815,-1.2709,-2.9461,3.5929,0.40172,1.7917,-0.60806,-0.78675
train18761,-2.0883,-2.7274,2.415,-1.2303,-2.6539,3.5403,0.34634,1.9265,-0.4267,-1.1158
train18762,-2.3699,-2.3781,1.846,-0.93378,-3.2077,3.7622,0.58614,1.6989,-0.30612,-0.37016
train18763,-1.9501,-2.7606,2.5473,-1.2348,-2.884,3.5942,0.40007,1.8321,-0.50353,-0.85237
train18764,-1.9037,-2.7715,2.5765,-1.2448,-2.9136,3.604,0.40138,1.8062,-0.52422,-0.82159
train18765,-1.8895,-2.8103,2.616,-1.2795,-2.8874,3.5736,0.39022,1.8233,-0.53711,-0.85516
train18766,-1.868,-2.8083,2.664,-1.2507,-2.9598,3.6392,0.39728,1.8372,-0.5818,-0.77692
train18767,-1.8201,-2.8739,2.6842,-1.3313,-2.8627,3.5994,0.34155,1.8573,-0.62008,-0.8933
train18768,-1.9116,-2.7718,2.4748,-1.2793,-3.1576,3.6624,0.46449,1.7525,-0.62031,-0.52158
train18769,-1.6988,-2.9068,2.8089,-1.3342,-3.0193,3.5899,0.4032,1.7604,-0.64884,-0.69843
train18770,-1.9585,-2.8359,2.5611,-1.2626,-2.7356,3.587,0.33012,1.8688,-0.48199,-1.0511
train18771,-2.1356,-2.7267,2.4153,-1.2331,-2.3776,3.4785,0.28935,1.9826,-0.3885,-1.493
train18772,-1.8751,-2.822,2.65,-1.2486,-2.9123,3.5987,0.38747,1.8353,-0.54684,-0.83239
train18773,-2.4919,-2.4318,1.9157,-1.0422,-2.4243,3.4397,0.44429,1.9476,-0.20638,-1.3971
train18774,-2.1752,-2.7292,2.3601,-1.2033,-2.4569,3.5051,0.32343,1.9591,-0.3837,-1.39
train18775,-2.0954,-2.711,2.4246,-1.2357,-2.5466,3.461,0.36773,1.9045,-0.42119,-1.2817
train18776,-2.407,-2.5753,1.9626,-1.1617,-2.5355,3.5213,0.3797,1.8961,-0.27211,-1.2745
