SampleID,Kendall tau,Kendall tau p
train15756,0.0869465886,1.826912405782823e-05
train6431,-0.1977472416,4.1096225862949802e-40
train15925,0.0184590241,0.1620931433
train13053,-0.046619836,0.057891673
train7056,0.1420530122,5.8413949912608776e-22
train11620,0.0053189414,0.5561337466
train2304,0.1872882326,8.4597781872172952e-53
train795,0.0039310796,0.8532889986
train4553,-0.0272219845,0.1035347063
train8299,-0.0982844114,5.2228947268696065e-07
train12105,-0.001278024,0.8811994123
train4203,-0.1192141854,3.5702705057531478e-15
train9448,0.162936276,3.9169492238219391e-74
train13133,-0.2584049074,7.8136448493246426e-92
train11287,0.1399834226,1.0472609924314691e-10
train13675,0.1180501251,5.579055234519535e-16
train9385,0.0145417477,0.5485390468
train9563,-0.0231951384,0.3919142041
train3540,0.0210400336,0.4565619866
train231,0.1927777025,3.240630231883179e-11
train5005,-0.000358217,0.9820129761
train12570,-0.1735778194,7.9508776604590507e-108
train13774,-0.0136722065,0.5394052928
train1904,-0.3017694658,1.9738953076047114e-50
train11627,-0.0169401631,0.3706103907
train11489,-0.045608606,0.0263826821
train13251,0.1788435967,8.5082803767076365e-11
train13892,-0.0082963313,0.5816252785
train12972,0.0029874618,0.8239883901
train4058,-0.0196687639,0.042221534
train15055,-0.4449631602,0
train1669,-0.0302413215,0.0001036166
train11641,-0.5788980798,0
train9424,0.0574908975,0.0536935705
train10555,-0.3788312692,0
train15105,-0.4544210172,1.5427546866296738e-275
train2817,0.3998177331,6.2421604179521732e-63
train7703,0.0100543871,0.6967940264
train9056,0.0914562354,0.0005326578
train12506,0.0180971635,0.4897174237
train15956,-0.0621358759,0.0133655994
train4438,-0.6249749185,0
train14198,-0.0118371085,0.4221787244
train12349,0.0944648946,1.7567805955698963e-34
train5336,-0.0602911063,2.6163515436174741e-13
train6655,-0.0003013909,0.9795510611
train7042,0.2804873072,3.1647163254186099e-24
train8806,0.6966690529,0
train1843,-0.3956454783,0
train11973,-0.3912404279,1.3638029217320705e-89
train9028,-0.0108158301,0.1679332168
train371,0.1330578597,0.0104596728
train6914,-0.3047706135,1.5932531899075713e-307
train9102,0.0318049739,0.0014149176
train15033,0.4162019607,0
train11968,-0.1337254511,1.8157921918321012e-07
train526,0.1806479571,1.9938595946873943e-32
train4714,0.1147613272,9.7395643685046616e-26
train8358,0.6603106862,9.3445490323369722e-198
train13763,0.0049340542,0.7527592571
train13801,0.2469160402,1.0269637297975444e-48
train6408,-0.6986381401,0
train583,-0.5223847702,0
train4122,0.0378863764,0.0117100381
train4173,-0.3000641276,4.9960444217546762e-266
train5938,0.3828491142,0
train842,-0.0044707209,0.8097721459
train3513,-0.0057024527,0.5546594619
train10194,-0.0181886296,0.3524605738
train8147,-0.0138323384,0.2171816554
train5219,0.0794047856,0.0045122194
train130,-0.0028653186,0.7776540432
train1693,0.3937127228,1.3463620666441656e-49
train3261,0.5520437482,0
train6933,-0.0078055817,0.5417019408
train9105,0.5517790962,0
train14472,-0.4674388723,0
train14116,-0.0039224893,0.7242725906
train8597,-0.0154608609,0.5953255932
train16153,0.4490796973,2.6393905015333155e-103
train5669,-0.3012138004,1.7763962172359276e-151
train8372,0.1609064133,3.7252534839053922e-42
train4006,-0.2823797195,8.3898954539018054e-14
train10315,0.215307014,8.2201787108580112e-28
train10678,0.0077799752,0.7064576612
train13001,0.0194763298,0.0906370044
train5498,0.6996258947,0
train589,0.0541857325,3.5212799289788152e-05
train10797,0.0583749679,2.7813254592162008e-05
train15306,0.01472919,0.4443460026
train4294,0.6656609143,0
train1950,-0.4945792838,0
train23,-0.0105248843,0.4270066708
train3268,0.0007332284,0.9738910302
train3641,0.3171038059,0
train14205,-0.0117904522,0.6762468366
train2148,-0.0839288941,6.0524156793862164e-15
train10272,0.543736344,3.4244743535244659e-229
train9993,-0.2483074043,3.3562418609295152e-121
train10251,0.010842132,0.5446529926
train10114,-0.3777781975,6.1204917839674589e-57
train929,-0.0866108543,0.0096814517
train7751,-0.5022113956,9.6045012807524989e-212
train9372,0.0096459716,0.2485995234
train11437,0.2709113761,7.1813538796367898e-76
train3746,0.100484077,4.1717990080123983e-08
train6687,0.1161338013,4.0401735601598153e-31
train14394,-0.1907531731,4.2761069801790314e-44
train3523,-0.0007753451,0.9624631851
train2153,0.0971704743,4.9065229053059374e-08
train8294,0.0077882467,0.4390897611
train706,-0.684569104,0
train4114,-0.0134270936,0.4101230423
train11958,0.2706457128,1.8367358781807162e-23
train3107,0.1539431718,3.334632830873571e-43
train647,0.034383393,0.0991065764
train2136,-0.0393995749,0.0016907151
train8506,-0.5209637753,0
train1029,0.4528907222,2.0466517290753643e-22
train14918,0.43903805,6.6549353763894687e-116
train15644,0.6996889615,3.9320295439031055e-157
train11990,0.0061587571,0.7589328533
train13032,0.0016700198,0.926597878
train2744,0.7314438402,0
train15342,-0.1508995343,6.2150848933049385e-24
train8486,-0.09726696,8.4639611440678989e-35
train7740,-0.1393661244,1.1306135150323497e-39
train4321,0.0915021773,1.0188924876293267e-14
train3250,-0.0092452231,0.7503252112
train4771,0.0850595178,7.3538953642652394e-05
train13956,0.0535524834,0.003769207
train4236,-0.1362572018,5.3359255437113034e-12
train3650,0.0382107964,0.0009658517
train7450,-0.0024867192,0.9102863435
train7482,0.5280380359,0
train14500,-0.7034194117,2.2196072448694588e-148
train9406,-0.2926400906,6.6594878378042044e-52
train4105,-0.0790259237,1.065042614025789e-16
train5913,0.2703758929,2.4196122745106405e-31
train5542,-0.0001088399,0.9891748234
train4979,0.1656698963,2.050261167816703e-12
train11722,0.0192795351,0.3620132149
train3277,-0.0949559362,0.0005261603
train9731,-0.1825078308,2.5620371997255162e-105
train6386,-0.3200576575,0
train13943,-0.0750631787,1.4318082638776088e-10
train2935,0.0093032568,0.3325021283
train6201,0.5687663093,0
train16109,0.0002052509,0.9900871215
train6415,0.2541773644,9.7442542750364384e-52
train5743,0.322118545,1.7477912006091522e-126
train3850,-0.0122673471,0.2937607622
train228,0.10205582,1.3494229956354445e-27
train16163,0.0758474266,0.0023073738
train8292,-0.0097024717,0.2417226605
train7090,-0.3904037655,2.7334160268921002e-84
train6921,-0.318713737,1.553839187174603e-42
train13013,-0.7744614274,0
train4088,-0.2859593433,1.7255515130648293e-164
train12371,-0.3919755312,2.1053196945944118e-156
train10449,0.0238753802,0.1858662917
train10056,0.4363582683,3.8927955881200118e-81
train9234,0.1487937709,1.8589948739312829e-85
train10762,-0.1375932659,6.0903264424814966e-16
train8901,-0.1968645898,1.0919829673232183e-143
train8551,-0.0056761039,0.6749212637
train3866,-0.0036384287,0.7407391817
train12739,-0.3309213923,1.1252274022136328e-69
train1284,0.0098866043,0.6168023168
train5622,-0.2687106347,1.6358197645587128e-37
train6388,0.0100108081,0.4870187878
train14748,-0.030206273,0.2148107913
train12115,0.0060431882,0.4477010152
train7130,0.0233652237,0.3067251419
train10213,0.1190890094,3.5681756696645704e-05
train9179,0.2949793372,7.4064247119168065e-47
train8241,-0.0630540758,0.010212347
train3284,0.1404225231,3.8000416077476345e-29
train11517,0.7070112929,0
train13986,-0.4187307653,3.1147421201582735e-271
train15458,0.4849554654,2.8842820414166396e-188
train13935,0.086069251,2.793527482973406e-18
train7403,-0.1694849378,1.9736480473681231e-10
train8374,-0.671550076,1.2850207226168419e-229
train6895,-0.4613455063,5.1443836672141533e-60
train7601,0.0024302018,0.8969024045
train2624,0.0421927093,0.0005777621
train8756,-0.6346318057,0
train11975,-0.8714494639,0
train14503,0.1928736255,1.899781707401654e-14
train7919,-0.1587703945,5.6999185681630676e-16
train7677,-0.4306292202,1.5845152637113107e-59
train176,0.2137890749,3.8251681310637891e-19
train5605,-0.0007227451,0.9640183493
train5645,-0.0450996375,6.0583215677882049e-07
train7660,-0.3019226174,1.6531486475970755e-26
train9052,-0.0104297747,0.6434287654
train7352,0.0432403896,0.0450833249
train6974,0.058262842,2.5129579540768193e-08
train518,-0.0799069932,0.0066046445
train1751,0.4533269634,1.5165405476799466e-76
train2894,-0.443204962,3.647696999269291e-268
train2655,0.0440364702,0.0033177504
train1620,0.1091819672,3.1869709917427702e-08
train623,0.0344879162,8.2426057578727485e-05
train10512,-0.5413829941,1.3618594083386535e-97
train6308,0.2237718384,2.4091838093068009e-91
train11545,0.2617842654,1.5619347852733618e-119
train6200,-0.2425248778,1.9984512309412739e-25
train9597,-0.1282860111,2.9282402122528346e-20
train15464,0.1030109477,9.4256293059406723e-16
train6691,0.2288693328,3.6717643097016597e-69
train14184,0.1374567601,2.415577675787066e-38
train9866,-0.0164589886,0.5317658009
train13650,0.0068711997,0.7665822308
train6194,-0.0273886607,0.2965808313
train15883,-0.0588093597,1.5649691004353247e-05
train8335,-0.0143972126,0.1428507928
train9581,0.0279134639,0.3206843965
train1147,-0.1790538157,2.9395976327500482e-12
train13380,0.3137152832,1.4760250703235008e-112
train12377,-0.016002891,0.0356201958
train2082,0.0111150166,0.5588094019
train10804,0.0583706923,0.0002792291
train136,0.4644558896,0
train11398,0.0128800768,0.2403928671
train13761,-0.0204079589,0.2860534453
train4766,-0.0499479927,5.0850809347987531e-05
train13768,-0.7156008215,0
train14425,-0.048194731,0.0352207889
train260,-0.2970275028,4.3968014352534891e-50
train7857,-0.1463438821,4.5260667085757546e-23
train7914,-0.0917453557,3.3732426972487948e-11
train3967,0.0331951074,0.1427235633
train8345,-0.7030581386,0
train9548,0.1563597668,1.7868273968705418e-08
train7065,-0.6143933701,1.9739160073146161e-121
train3031,0.0210252472,0.1221433487
train8189,-0.0136295833,0.6425120467
train2463,0.0738075562,0.0129816457
train3649,0.1222668389,2.3566860420269805e-31
train15400,-0.1398519388,1.4544786557006241e-38
train635,0.0503698279,0.0273818673
train15279,0.0287777979,0.2234109369
train14107,0.0719207858,1.4503361646038265e-06
train303,0.0101572612,0.6234333429
train1487,0.0246871267,0.3760111134
train10692,0.0629486183,4.5673831107458084e-09
train276,-0.1704953525,2.1084153727055878e-19
train15765,0.3262948632,1.8316294651408732e-49
train3857,0.4202434031,9.4934784147414089e-190
train7271,0.0079846758,0.3706819206
train12076,-0.2635822271,3.8304799111174942e-158
train14352,-0.3805184847,2.4454021321845063e-38
train13164,0.1738993429,3.1540674914721086e-22
train11867,0.3567798702,7.843090394386791e-254
train4488,0.3637542338,7.6018084428197294e-303
train4533,0.2346315326,7.4977671759156782e-102
train15590,-0.1857039738,2.8691745928404594e-131
train3037,-0.0585072207,0.0001324352
train4024,-0.1273112844,4.83751356085091e-55
train14977,-0.0018617469,0.9116544495
train5558,-0.7463846645,0
train16196,0.7999660483,0
train12380,0.1838309701,2.7824491438443085e-26
train8880,-0.5428267464,0
train5504,0.0701312341,0.000188922
train8413,-0.0457467849,0.0664279258
train1596,0.3669974989,2.7355782711144603e-287
train5642,-0.7093462547,0
train10069,-0.0226338884,0.2114773183
train11310,-0.015885274,0.5925049068
train9337,-0.0347935477,0.141016097
train14828,-0.0016603432,0.8751893684
train4267,-0.1119074907,1.017905752780013e-19
train7376,0.7623173847,0
train2756,-0.0024901362,0.7388740503
train8912,0.1329953979,2.1370238543625608e-17
train3248,0.232703363,1.0362148827898585e-63
train11603,-0.2475342148,6.6531988673331739e-43
train519,0.3860399147,1.8895475643945893e-164
train1137,-0.0394885425,0.0152350646
train11057,0.0245109541,0.1164106835
train15384,-0.0048416669,0.74940307
train11712,-0.314182972,0
train15130,0.022398484,0.0203108616
train6564,-0.0135878741,0.2262062999
train13714,0.3540595341,3.4626307291284401e-49
train1305,-0.5644670523,0
train12177,-0.0119873097,0.3854764405
train11198,-0.040455099,0.111061602
train14558,0.1800972733,2.080664625960927e-92
train13288,-0.6306135636,0
train7615,0.0117104837,0.1673630748
train14428,-0.4311670141,1.5677459112650028e-77
train1882,0.0168254282,0.4987167133
train274,-0.0914176752,3.738802761740544e-26
train13815,-0.0165123773,0.3807155007
train2279,0.2331260211,2.8900895633216817e-181
train12207,-0.0083149748,0.3890354373
train11056,0.0305897965,0.05467932
train7516,-0.0163518659,0.2708270215
train13769,-0.1358567692,3.8600108834336688e-10
train15260,0.023730171,0.1500028776
train6419,0.0224092162,0.1672052153
train4504,0.1656874221,5.0142298310211195e-20
train12703,0.2986096696,1.0763015154953541e-248
train13874,-0.0022483654,0.9009650923
train12913,0.6131345155,5.2619937878834855e-134
train8195,0.0739317375,0.0025634828
train2051,-0.0137999971,0.1466580696
train9754,-0.4180925881,0
train15005,0.5063914232,0
train6587,0.0866605119,2.5819793889923184e-08
train9330,-0.0906332307,1.4257841019219889e-24
train5085,-0.0447561984,0.0725296394
train13027,-0.3138351153,4.3975641865289545e-153
train11442,0.0084416295,0.6756974238
train12335,-0.0604953101,0.0209396286
train12113,-0.1939676048,1.9770446746144448e-17
train11910,-0.2099754415,3.6526151871128084e-43
train14989,-0.5679583086,0
train1350,-0.6256636825,0
train3674,0.1717134225,1.9155205173992527e-23
train4958,0.1486897467,5.7561689098605729e-26
train1422,0.4756962444,4.0468079465294237e-149
train858,0.1745478811,8.7398126764606248e-58
train7472,-0.2079567408,5.107547835548207e-34
train836,-0.0002213997,0.9932158763
train8689,-0.5080477932,0
train575,0.1730987875,1.63087454201397e-36
train1776,-0.0024739516,0.8550743044
train3925,0.0083972223,0.5587789135
train10348,-0.0118850421,0.5988940072
train6074,0.4654576694,1.6851702785127016e-214
train5053,0.0061610887,0.6614363575
train9648,0.1886801847,1.3781628675302095e-62
train790,0.1247766585,1.3031935622925519e-06
train6385,-0.1279045764,4.1266261187452885e-13
train7907,0.0034360104,0.8366400137
train5843,0.0098666207,0.737338531
train12434,0.2061112865,1.686362389407504e-37
train1303,-0.0026385818,0.7432622073
train11210,-0.5336050878,3.2550915602205826e-92
train4132,-0.0861658045,0.0026566544
train3387,0.505145927,7.2480546981112675e-264
train4518,0.1168889007,5.6220074829020574e-06
train10098,0.024263539,0.0018766824
train980,-0.2637236454,9.3637141686576085e-187
train8699,-0.0074745837,0.734706683
train6799,0.587986129,0
train10709,-0.0229611132,0.0822061968
train15604,-0.0040377075,0.8162196606
train3716,-0.1169999386,1.7517378269424613e-11
train6133,0.0936749262,2.6270911139749118e-07
train3719,-0.1833213131,5.6323130561133786e-05
train9328,-0.2081506738,2.8173277907648492e-41
train10689,-0.0980303365,2.233186100490546e-17
train3624,-0.0096583615,0.7357826595
train10067,0.0173288782,0.27790066
train15288,0.4772479623,4.2459303911171979e-196
train6980,0.7270720255,0
train5331,0.7019021674,5.6694604601072767e-242
train16056,0.0740279037,0.0390102024
train12226,-0.0087458481,0.2611542685
train1084,0.006373322,0.6590970052
train3797,-0.1611755901,4.3289152815609523e-23
train14670,-0.0049042673,0.698705456
train10162,0.2011359037,3.8141474724383674e-18
train1384,0.2278975774,1.5121600310667375e-31
train13219,-0.005865378,0.7882970736
train15586,-0.0670747356,0.0034002989
train6742,-0.018934006,0.3478634301
train13017,0.2710491816,4.8111735907267682e-30
train11420,0.0717087209,5.2002215946394599e-06
train12150,0.0505408615,4.0657327316856581e-06
train13742,-0.3022974069,1.9575451748209724e-115
train3179,0.5070534693,0
train6763,0.3597623346,3.3675767520726103e-45
train12996,-0.0044329015,0.6495938241
train12941,0.0500467446,0.0110958714
train10505,-0.0138255229,0.2325724525
train3050,0.0189945589,0.3917654514
train4307,-0.4879378243,1.5704272722069819e-110
train14328,0.2009765252,4.7555264372853111e-13
train4543,-0.1326609698,1.1090130905301971e-09
train15059,-0.1215449011,8.8291083926948803e-11
train12595,0.0033122066,0.7519092803
train3718,0.4304013002,1.9226453306077577e-152
train4696,0.1296290558,9.4227016562528596e-14
train3393,-0.0137558096,0.1012434819
train14888,0.024622463,0.3077889052
train13959,-0.067344625,2.1877555014983337e-16
train2446,0.742170311,0
train7460,0.3597121556,6.1197239047645639e-149
train9512,0.0701852133,0.0032693005
train9802,0.0199455331,0.4903479487
train10907,0.0013248638,0.868982121
train9870,0.0160609413,0.482568839
train13646,-0.1821108527,1.1189570559357613e-10
train5632,-0.164617906,8.6695953647158951e-59
train12682,0.0035533208,0.793941008
train564,0.1710270384,6.9405705815868285e-54
train4642,-0.2600934275,3.3258618318569586e-120
train9698,-0.001381788,0.9417814468
train3249,0.0394030178,0.0107700028
train6924,0.3251448801,1.6833176430243951e-52
train10003,0.0882143166,1.3769832104907187e-17
train6694,0.0173041929,0.0496055835
train8081,-0.320368617,2.3633686182426736e-199
train7847,0.0029862393,0.8067126682
train12841,0.0050916006,0.5189499565
train358,0.0190691569,0.5116055497
train2095,0.0625346386,0.030889163
train1944,-0.243888538,3.8715593830955869e-54
train6850,0.0002313224,0.9929172387
train9242,0.4116109589,1.3792177809527792e-302
train2844,0.1051568767,1.1604777650963349e-09
train13452,0.1129883321,1.7468771355248891e-27
train2738,0.0049220553,0.5091665559
train6657,0.1116043398,5.2318848236131599e-11
train13544,0.0497515667,0.0198245891
train11658,0.1475255533,1.3760464954847157e-09
train10324,-0.5086286988,6.7076881373030056e-147
train7904,-0.0194105047,0.2693001123
train13814,0.0305334618,0.0224361934
train7108,0.617254605,4.134376514203591e-197
train15210,-0.3426569085,0
train13855,-0.1561498215,3.8894508354977882e-40
train9969,0.3451756165,1.2020804401942335e-58
train10058,-0.1023483587,7.9445166784799182e-11
train6318,0.2239191855,1.5219476714050937e-190
train10886,0.0308445156,8.1614222379301559e-05
train12376,0.0196426548,0.1975634545
train9609,-0.2598258191,1.0589905485926959e-99
train13329,0.5649294883,1.0277347047329645e-86
train4859,0.0343270587,0.0475665017
train702,-0.024729713,0.1813221159
train5273,-0.81217525,0
train7322,0.0252210945,0.2500206321
train13351,-0.6758912676,1.5469321680272932e-146
train3872,-0.0504914574,0.0410706734
train4193,-0.0036265768,0.7229718145
train9623,-0.0594861432,2.3972649353704203e-08
train1515,0.2555754404,1.8137782602334314e-54
train454,0.1677807344,7.7030214531164267e-09
train2507,0.0266801577,0.0374818772
train2340,-0.1562334994,1.7929256441178952e-72
train5819,-0.3650790818,2.0520126772914062e-57
train15822,-0.0182406832,0.3321098863
train10646,0.0166184592,0.161561032
train13877,0.0006664929,0.9344870089
train6522,0.0133396856,0.5727473492
train13185,0.0136438156,0.3324673568
train8618,-0.0018503565,0.8313527577
train7579,0.160432327,3.0891034354077868e-48
train10323,0.2606631396,1.1340650021391204e-166
train11743,-0.0023599584,0.8309372347
train6600,-0.0572329506,0.0024277249
train8016,-0.1182577338,2.5962074843074712e-23
train8530,0.454853422,2.5690547187806135e-178
train4839,0.0364684074,0.0036705536
train2179,-0.0096622601,0.2670402807
train10389,0.0034309498,0.7881031279
train5021,-0.4451257219,2.8952326156424469e-67
train11021,-0.0020885962,0.9431279465
train1369,0.0521616927,0.0725981098
train8287,0.0118139536,0.5167709213
train9345,-0.0135435316,0.3548123475
train15919,0.9838575882,0
train14200,-0.023992362,0.3782210079
train1158,-0.0438152573,0.0046064595
train557,-0.0164737336,0.1752990723
train175,0.0252113417,0.3011632786
train13140,-0.1074852519,3.5213221330037985e-31
train12792,0.0059439361,0.5285034947
train14726,0.1106144285,1.9303290807284261e-27
train2236,-0.0234314816,0.1674640791
train10356,0.0540444821,3.0364223817926225e-10
train5926,-0.0287006979,0.0052622554
train5488,-0.0870528463,1.5887400768214792e-28
train2976,0.36674991,2.0235685969850704e-61
train109,0.3107688215,2.0651231024914608e-30
train10431,0.1265799652,1.8264743016956758e-08
train7610,-0.1556286352,6.7723254725843416e-08
train10674,-0.4144216046,0
train9221,0.4132487219,0
train4490,-0.076251183,5.6103881202978816e-08
train7193,-0.2606449849,7.4563612435449688e-198
train1281,-0.0072394018,0.505807109
train15382,-0.4769834266,0
train10543,0.5393326759,0
train12283,0.0265431226,0.1552023772
train905,-0.0146916872,0.1389922552
train5264,-0.0172837551,0.2421316144
train14806,-0.2402486621,4.3059803778279648e-47
train7411,0.7029761693,0
train10106,0.1323824127,2.7948353763979809e-40
train11413,-0.0291238677,0.3240855296
train8367,0.0034742953,0.9034749175
train7917,0.1847738141,3.3830558789341815e-36
train11280,-0.2174294014,1.9516597705514977e-23
train15011,0.0289084667,0.0124773878
train6963,-0.1519092568,3.3978910616775382e-15
train4759,-0.000713183,0.935901734
train1120,-0.4331402602,0
train12667,0.375459129,0
train7342,0.0466127817,2.2651759241837069e-07
train6654,0.7429193692,0
train8411,-0.1975810612,3.911610864406359e-36
train6292,-0.0262534627,0.0392151692
train2403,-0.0637337034,0.0006301042
train15828,-0.1593824872,9.4491100644773457e-13
train215,-0.5406740996,0
train16116,0.7058575552,3.907475363448577e-90
train6857,0.1498888576,4.9451937256707511e-68
train3325,-0.0070546941,0.4384762566
train5597,-0.3000914077,2.8753620780548179e-89
train11172,-0.1719488836,7.3175797451245326e-21
train7776,-0.0039402783,0.7207213679
train7742,-0.1672893398,9.6689698140824143e-13
train15678,-0.5249948251,4.4407664151811278e-245
train10363,0.0020189758,0.9430450131
train9881,0.2930290048,1.7240534013099438e-151
train15894,0.0086214008,0.2641224926
train9160,-0.2844712839,1.1370950465572159e-25
train15663,0.0028573279,0.8068371553
train9496,0.0038156032,0.787671956
train13413,0.3217176036,1.4149315996067098e-60
train6853,-0.1551344072,8.8021654810845451e-38
train7285,-0.7025347344,0
train984,0.0875935291,0.0015763723
train5268,-0.6998631039,0
train11857,-0.0277171011,0.2667603041
train10536,0.0560705533,0.0003724339
train14564,0.0069603792,0.7919179201
train15159,-0.000802082,0.9343856714
train355,0.6484810383,3.344790702129027e-44
train15150,0.0034919596,0.6678652448
train10597,-0.06918355,0.0056717854
train12786,-0.2046309037,8.3439012093171529e-15
train3274,0.0144100956,0.6199085935
train3865,0.2250254362,3.9025283647463247e-61
train4841,0.5597713979,2.2642376744892379e-169
train4515,-0.3411247576,0
train12129,0.0123691579,0.6466388155
train10362,0.0920863045,8.427348050838937e-14
train3601,-0.3217550295,1.0405148169844729e-196
train9306,0.4647910076,5.5447049751030744e-77
train2086,-0.0597380963,0.00220033
train3763,0.3539343873,1.3874483858596785e-162
train15841,-0.0084298034,0.5094788971
train12232,-0.0011534056,0.9063722552
train4319,-0.2904085513,6.433212315886478e-276
train10956,0.3929177061,0
train9147,0.3309908233,2.1577927110138705e-44
train5071,-0.0392714524,0.000374155
train7642,-0.2518979883,2.360749600790278e-21
train6690,-0.0176111804,0.1178022568
train13789,-0.0450784745,0.0644993053
train9449,-0.1218972348,3.0731101648156808e-55
train12894,0.0008883674,0.9481723682
train10847,-0.4483643337,6.4053437674620939e-88
train5560,-0.0012574453,0.871438408
train11206,0.2151204917,1.7121323443121331e-64
train493,-0.0195817343,0.131651912
train12450,-0.0101327246,0.43271217
train6662,-0.0066271122,0.5413283516
train5684,-0.1972846932,6.5534304623888832e-93
train7570,-0.5776084046,3.7548703239745105e-135
train3392,0.2856466732,4.2916914881412078e-31
train4829,-0.0769426319,3.860964323441548e-10
train10184,0.0351101013,0.0338906865
train2458,0.3486298152,1.1225489618966771e-55
train14004,-0.1290809997,1.0334882500978221e-12
train12457,-0.0152395454,0.0892491511
train14940,-0.3066192517,8.3280646446495994e-297
train6143,-0.7185049047,0
train1443,-0.0214548863,0.1485125766
train1194,-0.5826624302,0
train15941,0.2944019447,1.0569179654954189e-182
train15482,-0.0042016235,0.8428476782
train15089,-0.329677593,0
train11985,-0.2117031066,2.3173336861453032e-15
train13196,-0.0979561216,2.4265208918018733e-14
train13303,0.0361977353,0.0041210596
train14011,0.0161076891,0.2115573595
train1782,-0.0429735203,0.0030702252
train15887,-0.4529423952,1.3379440885965322e-55
train11871,-0.4073193681,2.6448993326287493e-212
train15942,-0.0507733682,3.6628475783681796e-05
train11101,0.4231808399,8.7849614684341041e-114
train9730,-0.0317639889,0.1644254691
train5415,0.4671448023,0
train2015,0.0070771094,0.651667252
train10379,0.0141840605,0.2406464256
train12241,0.191722568,2.0689974484882948e-20
train10949,0.3088977863,4.3299267154568536e-47
train343,0.2141625261,3.1120154185375754e-24
train5327,-0.0141637741,0.419875294
train15906,0.0697061708,4.9709704013992463e-05
train7835,0.0931554772,7.9518272585051112e-10
train5721,0.0016997666,0.8502470063
train13508,-0.1664139259,9.3829809204857169e-12
train7808,0.0330071206,0.0790178809
train4241,-0.0587454558,0.0020630898
train10535,0.1632858626,4.9953795810826765e-38
train1697,0.2254746717,3.559414813207696e-89
train14819,0.027555255,0.1858418428
train11650,-0.2521942664,1.1915208591529813e-31
train307,-0.6182509168,0
train5208,0.0765614142,1.255125801276966e-05
train3647,-0.1662714592,3.5463237924914471e-32
train3500,0.0097424514,0.5280292425
train10549,-0.4585150066,1.7364954765774054e-149
train10190,0.1014997462,3.3416754448401251e-10
train8929,-0.0151959007,0.3649909834
train10879,0.4482216552,3.7451365992882065e-76
train9584,-0.009976311,0.7124724523
train4351,0.0978223021,1.0904319372785237e-08
train12882,-0.0807185507,0.0022349136
train9465,0.5193589122,0
train11035,-0.0818302729,2.2758936694681126e-17
train8061,-0.0618451161,1.6108868468746776e-05
train10460,0.2630940349,4.2938448124008055e-134
train81,0.0022525626,0.8253656209
train12165,-0.0746484012,1.7504934799505911e-19
train7223,-0.0028250315,0.7330063464
train12610,-0.69860337,0
train4275,-0.495645173,9.7890350001878316e-205
train762,-0.275008642,2.3747569699400673e-103
train11235,0.0052942486,0.6635073812
train3160,0.5048272875,0
train6361,0.2111012509,3.67380504497835e-174
train6213,0.0359179422,0.2212258491
train4234,-0.3852499302,0
train13089,0.4919073165,7.873296911256978e-112
train11948,-0.0058415129,0.7415653379
train10351,0.3655591823,5.8326166040908739e-37
train11414,0.4676259031,0
train4432,-0.0119694015,0.5757440599
train13420,0.310099084,2.2858717277634463e-39
train5115,-0.5926689658,2.0470385005262153e-177
train9739,-0.6368541605,0
train7051,0.2868769103,1.2619781405591336e-49
train9172,0.1025466216,5.8570190836527163e-14
train5753,0.0156413745,0.4491615228
train4192,0.0096265581,0.6658346152
train10232,-0.4824659256,0
train13293,0.0817327441,1.0766738919209256e-06
train11940,0.0313429198,0.0020608081
train1683,-0.6071029416,1.3818934895174457e-40
train12146,0.3320738855,7.8000009731137697e-45
train13077,-0.7107801803,3.0417446756905038e-234
train1235,0.0478075018,0.12505881
train10849,0.0081734689,0.7219416676
train14307,-0.325882555,8.7845839737716604e-53
train3708,0.7395762129,0
train5737,0.5065427519,0
train16191,0.2223723864,8.9707820531460757e-19
train2892,-0.0302123462,0.2898402884
train2626,-0.0049461137,0.8604455621
train11516,0.4491302311,2.5312107526063818e-180
train4339,0.4012644745,0
train6313,3.7750690513501009e-05,0.9966491416
train1239,-0.1346965615,3.5951213089937503e-25
train4735,-0.0020987287,0.9395906202
train8354,-0.1254983647,5.5865187094196709e-08
train7280,0.013195081,0.6399578897
train1777,0.3751420232,1.0191002357643334e-213
train12153,0.5098252047,1.066716111133906e-198
train13775,-0.0039598253,0.6523775475
train9655,0.0028051799,0.7688826296
train15016,-0.0365527989,2.3054436258741338e-05
train9538,0.0990545461,3.4158281823017956e-34
train495,0.0560523463,3.8552450505079455e-05
train704,0.4219301214,5.13697753182111e-73
train10918,0.0095499163,0.4900678705
train2378,-0.4558318921,3.214089089036507e-97
train5618,-0.0400034282,0.0175153321
train12126,0.059931632,0.0134746231
train1572,-0.1753367279,1.8149972648670674e-86
train8562,-0.1300251248,1.0778622523031902e-08
train11066,-0.4668811036,0
train2121,0.2979446204,1.518401678291983e-32
train14092,0.2534618378,1.9477936120467255e-42
train3506,-0.3351082863,4.6733643524333845e-167
train11259,0.0088037163,0.7116501741
train2500,-0.0379567571,2.3181077891180926e-05
train13949,0.1216419738,2.0601035233769872e-15
train2213,-0.1349928002,5.1783329469027204e-07
train12321,0.1222626501,3.7938931389191024e-09
train14001,0.0044386793,0.8156263258
train13939,-0.7481944435,0
train1682,-0.5008018131,7.962892724226416e-295
train10530,-0.1719766657,2.1110682750907147e-10
train11099,-0.4996732972,8.3665087696636439e-122
