SampleID,Moment 5 A,Moment 5 B,Moment 5 diff,Moment 5 ratio
train1457,0.6568341537,3.4758764062,-2.8190422525,0.188969364
train2819,-2.0490792492,-2072.1788306775,2070.1297514282,0.0009888525
train283,-11.0907996869,40.4372333282,-51.5280330151,-0.274271971
train15002,-0.2356359815,-6277.0806255536,6276.844989572,3.7539103858635533e-05
train16067,-3.3885806997,34.5971689435,-37.9857496432,-0.0979438724
train15259,-9.2282987983,-24.8190187122,15.5907199139,0.371823677
train15743,7.7435031857,0.5556694541,7.1878337315,13.9354487239
train10855,0.4949504722,-56.3805843694,56.8755348416,-0.0087787397
train15387,-0.7430703511,-4.8080685857,4.0649982346,0.1545465373
train3281,-5.1870641955,-3.3298395911,-1.8572246044,1.5577519738
train8640,31.1139880756,-57.4090146368,88.5230027124,-0.5419704252
train5414,2.7506846861,-0.050514978,2.8011996641,-54.4528532971
train15463,-2.1321156642,10.8189855686,-12.9511012327,-0.1970716802
train6368,-11497.827112293,778.2375676147,-12276.0646799076,-14.7741866889
train9378,-3559.0459473596,110.6485057576,-3669.6944531172,-32.1653322202
train15476,3.8271138669,0.388100696,3.4390131709,9.8611363133
train15027,-0.4312340075,-24261.5918704099,24261.1606364024,1.7774349260962419e-05
train14955,-1.3146737457,10.8007413142,-12.1154150599,-0.1217206956
train2047,-0.3996255186,-0.1527561419,-0.2468693767,2.6161011508
train7738,-102918.433280458,0.8020180977,-102919.235298556,-128324.327804125
train4248,121.8424728142,-1.8088498524,123.6513226666,-67.3590860245
train11260,-21.5666986014,0.3566454991,-21.9233441006,-60.4709681007
train11219,-2.9424651434,-183.2676247433,180.3251595999,0.0160555644
train308,2.855546132,-59.1441225877,61.9996687196,-0.0482811479
train13230,-1.0696341361,-1.6056713189,0.5360371828,0.6661600811
train4061,-3.4009117602,0.4494738075,-3.8503855678,-7.5664292407
train15111,1.1355964363,-2.2114061587,3.347002595,-0.5135178049
train9130,0.096126731,2.3971828032,-2.3010560722,0.0400998751
train6376,-20.6040403423,-2.034309579,-18.5697307634,10.1282718006
train514,-283.6463800606,-27185.9609008052,26902.3145207446,0.010433561
train13330,-2.8001215315,-1.2408096239,-1.5593119076,2.2566890823
train11471,1.4246363374,5.5312328438,-4.1065965064,0.2575621706
train13957,9.3672565431,-1.7155123275,11.0827688706,-5.4603259871
train5380,2460.6856270042,-226.145579122,2686.8312061262,-10.8809804576
train15692,0.5464847181,3.9926539832,-3.4461692652,0.1368725465
train10953,1.9805764128,1.2757658764,0.7048105364,1.5524607214
train14761,-2.339966025,-106.2100513458,103.8700853207,0.0220314932
train13691,-85.078401777,-0.3450207037,-84.7333810733,246.5892651471
train10244,207.8752596422,-4.3589919415,212.2342515837,-47.6888377938
train2479,-0.7768505801,-0.0269390808,-0.7499114993,28.8373083847
train6145,145.8139113979,-0.4270352937,146.2409466916,-341.4563469181
train12663,0.6690415905,0.616613515,0.0524280755,1.0850258294
train5536,41.8736483703,-2.301966714,44.1756150842,-18.1903796072
train10347,-17.0470026137,22.9234327853,-39.9704353991,-0.7436496433
train9765,18793.0200893257,-41.9757305564,18834.9958198821,-447.7115666648
train3440,2.3208907035,2468.6265100302,-2466.3056193267,0.0009401547
train8028,8.3412013231,1.4156491528,6.9255521703,5.892138816
train10501,1.1991178916,-1.9358920001,3.1350098916,-0.6194136303
train3775,-1.3458645789,15.0135323003,-16.3593968792,-0.0896434331
train2774,0.4090649956,5.0713231808,-4.6622581853,0.0806623796
train11736,-0.63672853,-1.0298288453,0.3931003153,0.6182857792
train4021,0.8867053062,-1.0804374377,1.9671427439,-0.8206910232
train12616,-0.2336774628,-0.2922284085,0.0585509457,0.7996397887
train13484,0.3850370985,0.3099851088,0.0750519897,1.2421148228
train15073,-17.4393856243,0.5744977456,-18.0138833699,-30.3558817376
train9747,26.2373168524,56.1440624224,-29.90674557,0.4673213109
train765,-56433.6462163545,2.9481296458,-56436.5943460003,-19142.1860622332
train6129,1261.3747614533,29.5563210048,1231.8184404485,42.6769881559
train9895,4502.2158608787,-1058.2466305078,5560.4624913866,-4.2544107688
train10632,-8.224046227,2.614118347,-10.838164574,-3.1460114407
train10057,109.2287026946,-9.1052784228,118.3339811175,-11.9961957913
train12974,-8.5351708884,-3.7543133904,-4.780857498,2.2734305853
train2437,-6.4245066155,-1.9820386537,-4.4424679618,3.2413629287
train12604,-12.9819927538,0.7980122682,-13.780005022,-16.2679112474
train4743,43.8049241257,-2.9452129868,46.7501371125,-14.8732619076
train6046,-14.5132434291,-18.2926465432,3.7794031141,0.7933922188
train12639,3.3997670261,4.130280013,-0.7305129869,0.8231323337
train5390,17.2029936072,-10.5432975978,27.7462912051,-1.6316520944
train10869,12.0143505711,-18.9379143832,30.9522649543,-0.6344072704
train6380,198.1426096587,-1.1397395644,199.2823492231,-173.8490229197
train2128,7.1959292108,-36.986732438,44.1826616488,-0.1945543371
train11512,17.9998702167,0.0564761257,17.943394091,318.716448665
train12405,30.4744039302,-3.2263954435,33.7007993738,-9.4453406173
train14653,-0.7294176956,-31.4853683955,30.7559506999,0.0231668782
train4486,9.2747975342,-0.935023376,10.2098209102,-9.9193215617
train3173,15.8674421212,175.3688855356,-159.5014434144,0.0904803727
train7598,22.5752352106,-208.2555347042,230.8307699148,-0.1084016098
train11869,26.7888464218,5295.7018939465,-5268.9130475246,0.0050586017
train3636,-4.4806913502,-4.2753394889,-0.2053518614,1.0480317088
train162,3.8336561496,-10.9274149913,14.7610711409,-0.3508291899
train10414,2.0484399433,107152.797776114,-107150.749336171,1.9116999143009588e-05
train4025,-10.7783473473,13.0229306546,-23.8012780019,-0.8276437642
train13873,0.4297105505,-6.3645354267,6.7942459772,-0.0675164048
train7625,13.4273490893,-2.7420802533,16.1694293426,-4.8967746561
train7709,-5.273808325,18.7537666317,-24.0275749567,-0.2812132852
train13610,-0.0090959004,11.3253595984,-11.3344554988,-0.0008031445
train4618,16.7796768731,-78.4570157505,95.2366926237,-0.2138709548
train7536,4.8633150382,-4.2645487708,9.1278638091,-1.1404055387
train10911,102.1311097072,25.8485060025,76.2826037048,3.9511416906
train14262,1.0804053953,-75.8462517486,76.9266571439,-0.0142446775
train1939,0.1640181054,-126.9078898138,127.0719079192,-0.0012924185
train11556,-24.0515198169,-27.3063905419,3.2548707249,0.8808018687
train7574,43.6052542836,-0.8947913935,44.500045677,-48.7323130311
train1778,1.8635060056,-5.389522547,7.2530285526,-0.3457645811
train15677,-4864.3457103045,6125.9179230167,-10990.2636333211,-0.7940598897
train11837,62.808343162,-116.8790414223,179.6873845843,-0.5373790065
train7933,909.893784849,1.6274193553,908.2663654937,559.1022264226
train15149,3.5513782857,3.083022919,0.4683553668,1.1519143318
train13598,-826.3085417302,-4.0869034238,-822.2216383065,202.1845040253
train9349,-2413.7823949688,621.5406435144,-3035.3230384833,-3.8835471504
train2134,-0.0880570474,-13.7772616859,13.6892046385,0.0063914767
train14126,0.4728202977,4.9111007353,-4.4382804376,0.0962758296
train1485,9.5732627386,97.3105359973,-87.7372732587,0.0983784812
train15253,0.8738547721,-27.5906688665,28.4645236386,-0.0316721126
train5234,6.2735611696,-1.4483378754,7.721899045,-4.3315591451
train10502,4.05864133,4.5750855406,-0.5164442106,0.8871181301
train7377,-0.1528004651,-2.6165662506,2.4637657855,0.0583973232
train5740,-12.3539719772,-9.4477894908,-2.9061824864,1.3076044919
train1017,59.1040169883,2.0040799811,57.0999370072,29.4918454087
train3945,121.4570292095,-22346.3962055555,22467.853234765,-0.0054351954
train7946,-3.4504070966,0.6854383929,-4.1358454895,-5.0338690279
train10111,1.5965233065,-0.5926755948,2.1891989013,-2.6937557758
train1663,-2.7987408528,-0.3078035596,-2.4909372932,9.0926201654
train11238,-0.199174927,-1.1639662758,0.9647913488,0.1711174379
train2540,180.8090446361,-56.8350126253,237.6440572614,-3.1812968148
train476,20.2132364099,-1.4894286914,21.7026651013,-13.5711340376
train14248,-0.8562079474,-4.2585481962,3.4023402487,0.2010563009
train4312,70.7772958371,101.218892489,-30.4415966519,0.6992498544
train6501,4.4294811198,-0.8808929111,5.3103740309,-5.0283990981
train13849,-2.0511650045,-185.3626820654,183.311517061,0.0110656848
train4574,-5.5013763732,27.3176692206,-32.8190455938,-0.2013852766
train9625,153.9869814652,10.2624556746,143.7245257906,15.0048863885
train13941,-3.2567553923,9.6173571156,-12.8741125079,-0.3386330936
train13210,-70.5063863243,3.6605349811,-74.1669213054,-19.2612245721
train1925,-12.1848979823,-0.1042502657,-12.0806477166,116.8812175045
train3747,-56.5080085858,11.0662830126,-67.5742915983,-5.1063223778
train12906,-3.08832995,184.463965961,-187.552295911,-0.0167421856
train10639,-3.4398171792,-3.6239422938,0.1841251146,0.9491920402
train13654,16.3653151605,6.0319174756,10.3333976849,2.7131198705
train9129,2.970060263,4.0207865299,-1.050726267,0.7386764358
train14623,5.2211691587,14.4356204515,-9.2144512928,0.3616865085
train7343,102.0743774248,1205.6337678757,-1103.5593904508,0.0846644977
train8774,-630.768123329,2.3304199068,-633.0985432358,-270.6671537934
train288,2.1229547769,-4.5981129881,6.721067765,-0.4617013071
train4505,2.0311811751,24483.1741217018,-24481.1429405267,8.2962330170943357e-05
train10169,-1.6241566336,1.1834193462,-2.8075759799,-1.3724269751
train8765,0.3931032045,-2.1054755491,2.4985787536,-0.1867051862
train6185,-1.7631557794,3049.6723692074,-3051.4355249869,-0.000578146
train11001,-0.3431910552,-5.8876284493,5.5444373941,0.0582902026
train11992,0.007661927,38.9512066383,-38.9435447113,0.0001967058
train5620,-10.0279722372,-7.8497027072,-2.17826953,1.2774970736
train8801,3.3489822748,5.4083493604,-2.0593670855,0.6192244716
train7815,28.9263247559,2.2054589283,26.7208658276,13.1157848305
train3009,0.2837688932,-11.0177498717,11.3015187649,-0.0257556122
train10402,-1.7994774466,8.9855858498,-10.7850632964,-0.2002626737
train11100,-1.8883693548,-24.0296105653,22.1412412105,0.0785851002
train12057,0.9500583613,7.2766033738,-6.3265450125,0.1305634391
train4657,27.971808711,2.9100753584,25.0617333526,9.6120564818
train347,-0.8130318828,-445.3605672546,444.5475353718,0.0018255588
train5909,-12.0354361706,22.5066992737,-34.5421354442,-0.5347490551
train14882,2.3240997625,-32.0189091461,34.3430089087,-0.0725852262
train1718,0.5908290222,-2.0350446211,2.6258736433,-0.2903273059
train1580,-11.3287325395,-35.3728712229,24.0441386834,0.320266129
train11376,34037.1376192283,1.6042191885,34035.5334000398,21217.2612465036
train11496,11.7138830893,-7.1491192746,18.8630023639,-1.6385071558
train10589,57.1895983184,-11.0144289659,68.2040272843,-5.1922436012
train6775,17.0092405579,3.4638787142,13.5453618437,4.9104607757
train15223,7.6541053785,-3.8027519341,11.4568573126,-2.0127806155
train6819,3.4447231994,-10.9656047928,14.4103279922,-0.3141389157
train3026,-30.3941622702,4.7891151248,-35.1832773951,-6.3465090059
train11653,2.585685257,-0.4705029331,3.0561881902,-5.4955773386
train8696,-25.6093065149,-3.0585559941,-22.5507505208,8.3730056157
train12737,-0.3396644917,1.8013945574,-2.1410590491,-0.1885564105
train15718,6.1262167393,-1.0555162946,7.1817330338,-5.8040001569
train5455,7.9505380642,3.4622904228,4.4882476414,2.2963232696
train9935,11756.1538261121,-1.0291647921,11757.1829909042,-11423.0042808577
train11730,15.4406981207,-0.0291259677,15.4698240884,-530.1351109226
train2184,17.8055613568,3.7898053212,14.0157560356,4.6982786311
train14554,-1.8832833971,0.5919586364,-2.4752420335,-3.1814442453
train4297,-15.8207028967,146.3303752413,-162.151078138,-0.1081163283
train7759,-54.3455812915,-6.4052206269,-47.9403606646,8.4845760134
train11428,1.0818296599,0.1349313815,0.9468982785,8.0176282812
train9838,-0.956339763,-1.7647060894,0.8083663265,0.5419258021
train5790,30.3078950845,-1.4606366089,31.7685316934,-20.7497846489
train11652,-9.1524559865,-3.7910162147,-5.3614397718,2.4142487049
train11422,-4.8422596304,-15.4246308181,10.5823711877,0.3139303422
train13460,29.5123432458,-0.6208265815,30.1331698273,-47.5371772467
train9829,0.5213164606,-5.4864935746,6.0078100351,-0.0950181484
train6134,-6551.3121403724,-4.1528317158,-6547.1593086566,1577.5530020598
train10283,13.4368666494,1.1174219553,12.319444694,12.0248815456
train975,-0.9866417663,162.0502699735,-163.0369117398,-0.006088492
train7389,17.21390509,21.548670083,-4.334764993,0.7988383981
train11842,-1.5302293472,0.2553668491,-1.7855961963,-5.9922787655
train9191,-358.2220740749,9.5053173655,-367.7273914404,-37.6864927599
train1553,0.7192490974,-2.7729625929,3.4922116903,-0.2593793004
train825,-7.2980248015,5.6454940253,-12.9435188268,-1.29271677
train10121,2.1632894554,-1.6772615229,3.8405509783,-1.2897746868
train6297,-444819.663793334,14.3319276759,-444833.99572101,-31036.9738008584
train3491,-456.0724063416,-2.1297580614,-453.9426482802,214.1428242974
train2994,12.2155527734,-0.3065820165,12.5221347899,-39.8443226143
train2940,25.1791519265,22.2816693368,2.8974825897,1.130038847
train11526,-24.5420675221,5898.7361999185,-5923.2782674405,-0.0041605637
train8569,-0.9989730166,1.7218421709,-2.7208151875,-0.5801768789
train15961,12.4162210418,2.9335261901,9.4826948518,4.2325243538
train5165,-5.3170956026,214.8554570335,-220.1725526361,-0.0247473147
train13634,-2.8087855232,-19.6957305901,16.8869450668,0.1426088517
train13254,7.0582980563,0.2497876141,6.8085104422,28.2571979418
train12641,3.0778655137,8.2805257298,-5.2026602161,0.3716992875
train7707,192.301229757,-6.5222579644,198.8234877214,-29.4838429893
train1050,0.4158457536,-2.0852948086,2.5011405622,-0.1994182079
train5146,27.9578201608,4.3386238443,23.6191963165,6.4439373322
train7429,-44.5628070577,24.3034737405,-68.8662807982,-1.8335982557
train14401,-9.8728565056,26.3889359736,-36.2617924792,-0.3741286316
train6236,0.3210143717,22.4413657937,-22.1203514221,0.0143045826
train28,8.0051068704,-22.0437100615,30.048816932,-0.3631469861
train13226,-7.5785222251,-0.5105030646,-7.0680191605,14.8452041736
train8829,-0.6449198777,29.048294976,-29.6932148537,-0.0222016431
train2147,-5.1491530927,75.5620801199,-80.7112332126,-0.068144671
train1758,0.8639272958,-323.5480189727,324.4119462684,-0.0026701672
train9536,-5.0870278295,-284.7507415682,279.6637137387,0.0178648449
train2497,-4.2046255129,-4.1284460315,-0.0761794814,1.0184523379
train8986,-3.02491587,1.5995675963,-4.6244834663,-1.8910834885
train9262,-7.1997991471,4.0196095491,-11.2194086962,-1.7911687837
train10577,7.6902685673,-8.4364568572,16.1267254245,-0.9115519344
train6816,30.6111313893,3.8293762713,26.781755118,7.9937643158
train2621,-3.3127510211,4.5263010276,-7.8390520487,-0.7318892404
train10344,4.926611861,-6.082918587,11.009530448,-0.8099092221
train14257,-2.1827757771,35.9638605719,-38.146636349,-0.0606935891
train8162,34.1873051717,0.7761963405,33.4111088312,44.0446616235
train8144,-2.5127322629,-13.0043236644,10.4915914015,0.1932228332
train165,2.5829326253,40.2966751468,-37.7137425214,0.0640979092
train13519,-940.5350554312,-4.0184966125,-936.5165588187,234.0514740027
train6652,4.6683806057,964.7665383656,-960.0981577599,0.0048388708
train12482,0.3403866983,-1.6815768083,2.0219635066,-0.2024211423
train13730,273.8815891955,145.9865384821,127.8950507134,1.876074274
train15634,-2.049726141,-0.3641039656,-1.6856221754,5.6295078732
train16107,-4.4003405537,-1.8208990331,-2.5794415207,2.4165758089
train5707,0.5450269798,70.4173988766,-69.8723718968,0.0077399476
train11440,40.096305549,-36.4954432266,76.5917487757,-1.09866608
train11007,24.7696302252,-448.2888388148,473.0584690401,-0.0552537295
train13608,-10.1089178583,20.5647203919,-30.6736382502,-0.491566025
train2656,130.09056455,40.4429946247,89.6475699253,3.2166402552
train16071,25.6303888088,-16.1122239874,41.7426127962,-1.5907418385
train10101,-8.5559777626,0.7601680141,-9.3161457766,-11.255377238
train9560,-7.9959708307,2.9774049098,-10.9733757404,-2.6855503611
train5615,40.4075688279,436599.678657946,-436559.271089118,9.255061513580159e-05
train8203,-12.5879610417,-0.1167977913,-12.4711632504,107.7756770742
train550,17.9400398592,3.7075631217,14.2324767375,4.8387685578
train11497,-3.4188481614,0.5762700551,-3.9951182165,-5.9327187508
train134,297.8733983308,-233.4778191138,531.3512174446,-1.2758102652
train7744,0.1257129798,7.3340984261,-7.2083854462,0.0171408907
train6803,7.4234455018,13.9265950785,-6.5031495767,0.5330409522
train2518,66.4565324612,-0.1219927989,66.5785252601,-544.7578304155
train10984,-1.3273806441,-0.992621738,-0.3347589061,1.3372472043
train5771,-18.291079725,-28.8197504765,10.5286707515,0.6346716895
train13398,-29.0616668042,-2.5008221575,-26.5608446467,11.6208450557
train9889,7.428691224,96.3248144835,-88.8961232594,0.0771212617
train13718,117.4736604758,-5.067630561,122.5412910369,-23.181180842
train7248,12.8629413056,0.6238097084,12.2391315973,20.6199761454
train3738,-1.0221890984,1.004606236,-2.0267953344,-1.017502243
train8693,-0.3412889629,76.6393862279,-76.9806751908,-0.0044531798
train4992,-348.1918009177,-23.0936292383,-325.0981716794,15.0773963384
train11773,1.8536569339,12.6525656322,-10.7989086983,0.1465044314
train1466,-2.1770962126,73.4293180982,-75.6064143108,-0.0296488687
train14521,-0.4356331422,264230.252251858,-264230.687885001,-1.648687606620208e-06
train13515,21.2438848471,21.4726397263,-0.2287548792,0.9893466811
train14471,9.0760354307,-10.7295170365,19.8055524672,-0.8458941255
train10241,2.4331903504,0.0140636134,2.419126737,173.0131712806
train12848,-1.6120803192,1118.2596979416,-1119.8717782609,-0.0014415974
train15878,68.3181735491,-6.6368219217,74.9549954708,-10.2938084455
train8653,0.3206549405,14.6391971977,-14.3185422573,0.021903861
train7060,18.2045485609,17.1027268764,1.1018216845,1.0644237432
train8939,9.741744458,6.2471442496,3.4946002084,1.5593916306
train6900,4.7846279259,-1.0711574864,5.8557854124,-4.4667828836
train4405,0.4879292954,-23.6993640924,24.1872933878,-0.0205882864
train1463,439.0602370008,183.4626126591,255.5976243417,2.3931864408
train3975,-2.7702907075,9.1520137121,-11.9223044196,-0.3026973948
train3947,215.4004225325,17.5976508183,197.8027717142,12.2402941595
train753,138829.913668544,-0.9620801435,138830.875748688,-144301.817889797
train11838,-2.0130710786,-0.5243678491,-1.4887032296,3.8390436833
train10838,-129.0793670362,3.116185382,-132.1955524183,-41.4222362315
train11567,-2341.9734840294,-2.1068214819,-2339.8666625475,1111.6145834848
train3644,13.4998403185,1.1057608148,12.3940795037,12.2086441642
train786,37948.0509482761,7335.1047528776,30612.9461953985,5.1734845277
train9072,-2.0661903454,8.453995416,-10.5201857614,-0.2444040059
train14698,0.8776241102,-4.8595076077,5.7371317179,-0.1805993901
train15580,-57.9255916549,68.8411549882,-126.7667466431,-0.841438405
train2927,-83.9906025775,-5.7796172136,-78.210985364,14.5322085311
train2412,0.0553435749,0.173902078,-0.1185585031,0.3182456215
train520,-2.6111323851,-7.9736190568,5.3624866718,0.3274714238
train4537,1599.6097762964,-125.067682062,1724.6774583584,-12.7899530072
train9804,5.9412467157,6.0750426121,-0.1337958964,0.9779761386
train9976,-0.2123166641,-1.2159239134,1.0036072493,0.1746134456
train2558,-31.0695393797,-1.1335378519,-29.9360015278,27.4093532268
train7351,-171.1407391533,-1.5602935765,-169.5804455768,109.6849603994
train5745,9.1588659881,3.955068872,5.2037971161,2.3157285712
train4195,1.4470562374,-10.4234881212,11.8705443586,-0.1388264869
train5100,-5.0021438842,2178.6316993512,-2183.6338432354,-0.0022960025
train16120,2334.3426968745,12.7621943205,2321.580502554,182.910762699
train12983,20.1335999335,-0.8453241386,20.978924072,-23.8176091456
train5143,-3.296272326,106.8916632964,-110.1879356223,-0.0308375062
train9138,-3.8995736145,53.8095525262,-57.7091261408,-0.0724699135
train3984,1.4027262044,-14.1946127173,15.5973389217,-0.0988210268
train13297,1089.6827781053,-1.662243141,1091.3450212462,-655.5495710865
train6101,0.1404439734,60.2283014731,-60.0878574997,0.0023318601
train14526,2.0636310721,-10.6535962045,12.7172272767,-0.1937027678
train6107,-44.2202531896,-1.4380900665,-42.7821631231,30.749293261
train639,-18.8919948101,-36.8683248921,17.9763300821,0.5124180408
train6918,2775.6431257732,-1138.0967496445,3913.7398754177,-2.4388463693
train10034,-1.4802795485,3.4611909709,-4.9414705195,-0.4276792471
train6310,-2.5581466921,0.5668520063,-3.1249986984,-4.512900481
train9772,9.5243203386,-0.2224738568,9.7467941954,-42.8109642869
train5534,2.2348755134,0.2702731554,1.964602358,8.2689511296
train13747,-0.9156352899,-15.9622746458,15.0466393559,0.0573624568
train8969,5.5821868156,6.9356820322,-1.3534952166,0.8048504516
train10268,-1.7091164843,3957.5910363231,-3959.3001528074,-0.0004318578
train9942,4.9112657042,-5.9707633978,10.8820291021,-0.8225523902
train12814,-1552.6804867804,3.4715055648,-1556.1519923453,-447.2642943465
train12565,1.6227097279,0.1869348827,1.4357748452,8.6806148983
train6543,-13987.8112559742,682.5085534169,-14670.3198093911,-20.4947046978
train16014,-45903.2213924546,1390.7174375437,-47293.9388299983,-33.0068640496
train13904,-1.1604688039,15.8985057635,-17.0589745674,-0.072992319
train5006,132.0894224155,-9.6181629624,141.7075853779,-13.7333317113
train5546,482.7958712217,-2.0487531358,484.8446243576,-235.6535117764
train10612,29.0131344348,0.0183264181,28.9948080167,1583.1317527782
train6549,-70.0412416638,19.281161505,-89.3224031688,-3.6326256406
train9658,-25.537971697,-23.8572037918,-1.6807679052,1.0704511694
train3417,45.5282385638,2.4397510044,43.0884875594,18.6610184736
train245,-0.6650729551,-0.0033812402,-0.6616917149,196.6949751039
train8069,99.0215549008,8.5951628122,90.4263920886,11.5206142181
train13236,9.7818341683,-15.5514954455,25.3333296138,-0.628996369
train3730,-3.1286463337,-3.0840772046,-0.0445691291,1.0144513662
train4864,-36.4560318749,7033.6244440006,-7070.0804758756,-0.0051831075
train2571,73.7317919085,-24.92642693,98.6582188385,-2.9579767736
train11344,-6518.7349007211,-35.5320938644,-6483.2028068566,183.4604773248
train3777,1.2139661376,20.2121642055,-18.9981980679,0.0600611654
train14746,4.1784423994,7.4668451955,-3.2884027961,0.5595994413
train14913,-3.1979736973,-2.3626036179,-0.8353700794,1.353580293
train13421,24.3815356131,-0.2571755128,24.6387111259,-94.8050432528
train12094,3.5270219651,-0.5794775919,4.106499557,-6.0865545355
train4453,5.2205841897,4.1925654539,1.0280187358,1.2452004023
train8788,4.8326040581,-1.0183177332,5.8509217913,-4.7456740665
train4230,68.9295129349,18.5186601945,50.4108527404,3.722165222
train1960,46.0309235423,-1.9605607354,47.9914842777,-23.4784481357
train2079,4.502912909,0.4426386837,4.0602742253,10.1728860919
train1566,-42.3858429415,0.1282816227,-42.5141245642,-330.4124321454
train15725,2.5021112161,14.2717891868,-11.7696779708,0.1753186782
train14152,3.292786527,13.1684622464,-9.8756757195,0.2500509524
train11436,2.007834581,2.285810151,-0.2779755701,0.8783907885
train13162,2249.4133810768,9.7573431142,2239.6560379627,230.5354392846
train15929,-0.9350705232,420.5465454602,-421.4816159834,-0.002223465
train12840,-5.7101195935,-10.8101724777,5.1000528842,0.5282172514
train4981,1072.502471432,9.6218273253,1062.8806441066,111.4655704334
train15729,-1.5076788642,11.0079074745,-12.5155863387,-0.1369632573
train730,-10.5985596203,-8.7618588793,-1.836700741,1.2096245519
train10259,-16.0255068987,6.8662135871,-22.8917204859,-2.3339656851
train15486,-7.27746775,-8.4335680755,1.1561003255,0.8629168206
train6280,1.5111475127,-2.011300288,3.5224478007,-0.7513286413
train7283,108.5206149611,11.8066308203,96.7139841408,9.1914972707
train14379,-0.3207607934,-8.1177584294,7.7969976361,0.0395134687
train9851,19.1050120714,-13.3285471544,32.4335592258,-1.4333904401
train5050,-3.0457943674,16.638629401,-19.6844237684,-0.1830556048
train12721,-13.0178831824,-0.302786515,-12.7150966674,42.9936028811
train6330,5.9094835267,5.5304107506,0.3790727761,1.0685433313
train11622,-0.0139620308,-3.9311902979,3.917228267,0.0035516039
train3069,-0.583655708,4.2066626026,-4.7903183106,-0.138745548
train7924,-1.5263632025,1.3863074159,-2.9126706184,-1.101027943
train13938,0.195354835,18.8117557382,-18.6164009032,0.010384721
train9367,222.31534381,-27.8378747759,250.1532185859,-7.9860745692
train4270,-0.5141054459,-0.5379120989,0.023806653,0.9557424846
train10671,0.4718392941,9.2117004728,-8.7398611786,0.0512217365
train8843,24.28623958,-491.7265037332,516.0127433133,-0.0493897307
train6509,-184.0346881003,-13.1061732284,-170.9285148719,14.0418324169
train3858,4455.0032638671,-118.6404193348,4573.643683202,-37.5504679505
train6258,-17.6856636636,38.769026086,-56.4546897495,-0.456180241
train7905,-13.3867381516,-0.3268728701,-13.0598652815,40.9539590989
train13917,31.9897913068,1.7637438018,30.2260475049,18.1374365558
train15180,-8.2054647898,-107.6311011118,99.425636322,0.0762369306
train11727,-895.3046422201,-3.5041563022,-891.8004859179,255.4979187604
train13867,-80.0252283586,28.4947113899,-108.5199397486,-2.8084238954
train3987,1.2484726995,10.8478740364,-9.5994013369,0.115089159
train15806,0.8134665839,416.6290658594,-415.8155992755,0.001952496
train7245,13.7827949595,-2.4592412778,16.2420362373,-5.6044907361
train12203,-2.2766823702,0.7682190745,-3.0449014447,-2.9635847974
train286,57.4577670349,0.1907655465,57.2670014885,301.1957248046
train15451,7.437012225,-2.7238280788,10.1608403038,-2.7303530216
train13312,-0.7376892041,19.2305900385,-19.9682792427,-0.0383601961
train5113,104.6935658965,8.2233759201,96.4701899764,12.7312148823
train707,2.1283950637,2.9415924819,-0.8131974182,0.7235519797
train8333,-3.0684575978,5.3763993112,-8.444856909,-0.5707272507
train5316,-17.900300794,38.7128156966,-56.6131164906,-0.4623869505
train8004,62.0000571339,13.1978527936,48.8022043402,4.697738193
train6274,-55.1123798078,-5.8158650651,-49.2965147428,9.4762136314
train8109,4.8534180114,-0.3396073021,5.1930253135,-14.2912651804
train15778,-1.9092710889,0.7876476224,-2.6969187112,-2.4240168251
train13171,3.2283419518,-6.5296575637,9.7579995156,-0.4944121373
train8215,1.8130884172,-7.2181756335,9.0312640507,-0.2511837491
train11261,10.998883685,-0.0020174211,11.0009011061,-5451.9522767275
train10105,37.5442469399,28.7187843943,8.8254625457,1.3073062712
train10728,-3.0811815925,967.3725814887,-970.4537630812,-0.0031851033
train15510,-2005.5746977032,-0.1684954726,-2005.4062022305,11902.8402734235
train11582,7.1205286482,5.9726998401,1.1478288081,1.1921792219
train2100,1.2624797876,-2.4332356055,3.6957153931,-0.518848148
train8235,16.0239411906,-0.0915518101,16.1154930007,-175.0259352216
train8466,-1643.4920460232,-0.1875729167,-1643.3044731065,8761.8835114448
train15245,3.6234253745,3.3837988637,0.2396265108,1.0708158258
train11275,-1.7367169982,-8.8276867164,7.0909697182,0.1967352325
train13208,45.9771961795,-4.8504163938,50.8276125733,-9.4790204484
train12280,-2.1782164332,0.5641104735,-2.7423269067,-3.8613295363
train2928,1.5867090736,-4.5574569718,6.1441660454,-0.3481566767
train12431,-0.7338285222,6.0437576277,-6.7775861499,-0.1214192506
train1179,15.1500808046,12.8028294888,2.3472513159,1.1833384814
train883,-101.4570416746,-3.6261766884,-97.8308649862,27.9790673185
train1836,50.9610805032,7.3650175619,43.5960629413,6.9193427001
train9058,-1.4992999181,-2.2789277276,0.7796278095,0.657897089
train11987,59.2586746183,-4.2986764378,63.5573510561,-13.7853303164
train6345,-9.1906310306,14.97485119,-24.1654822206,-0.6137377203
train6534,2792.2287363851,-10.3243929143,2802.5531292994,-270.4496777266
train13414,4.3631545853,-15.1730923599,19.5362469452,-0.2875586915
train11553,1.6068873272,11.919519459,-10.3126321318,0.1348114186
train5515,24.6405658731,-79.7567083182,104.3972741912,-0.3089466252
train10289,-26.6152375934,2.2252219038,-28.8404594972,-11.9607116702
