SampleID,Target [1 for A->B; -1 otherwise],Details [1 for A->B; 2 for A<-B; 3 for A-B; 4 for A|B]
train5038,0,4
train3279,0,3
train226,0,4
train5392,-1,2
train5683,0,3
train729,-1,2
train3053,0,3
train6875,0,3
train6781,0,3
train4160,0,4
train3131,1,1
train834,0,4
train2245,-1,2
train3089,0,4
train5137,0,3
train5732,0,3
train6537,1,1
train6028,0,3
train688,-1,2
train1590,0,4
train4208,0,4
train4906,0,3
train6955,0,3
train6634,1,1
train3580,0,3
train6881,0,4
train329,-1,2
train555,1,1
train5817,-1,2
train3356,0,4
train5576,-1,2
train7698,-1,2
train5765,0,3
train1395,-1,2
train5792,-1,2
train3828,0,3
train5976,0,3
train5024,0,3
train6437,0,4
train6765,0,4
train5899,-1,2
train6729,0,4
train939,0,4
train5822,-1,2
train4593,0,4
train5040,1,1
train919,-1,2
train2496,-1,2
train4671,0,3
train3452,0,4
train4509,-1,2
train6513,-1,2
train3624,0,4
train5740,1,1
train2835,0,4
train2564,0,4
train4061,0,3
train779,-1,2
train4660,0,4
train4568,0,3
train241,0,3
train1121,0,4
train7780,1,1
train349,0,4
train2863,0,4
train4530,0,4
train3045,0,4
train7308,0,3
train1122,-1,2
train4990,0,3
train5314,0,4
train6398,1,1
train3645,0,4
train3098,1,1
train267,-1,2
train412,0,4
train6155,0,4
train2130,-1,2
train945,1,1
train7759,-1,2
train462,1,1
train6011,1,1
train3029,0,3
train2248,0,4
train7000,1,1
train6384,1,1
train488,1,1
train1890,0,3
train3765,0,4
train1352,0,4
train2,0,3
train4882,1,1
train5931,0,4
train6327,1,1
train4359,0,3
train2889,1,1
train5882,-1,2
train3586,-1,2
train6141,0,3
train4453,-1,2
train3983,1,1
train1534,0,3
train6740,0,3
train5559,0,3
train7373,0,3
train7523,-1,2
train5995,-1,2
train5053,0,3
train4274,-1,2
train3743,0,3
train6713,0,3
train3763,0,3
train7218,0,4
train4890,1,1
train1110,0,4
train1198,1,1
train2465,0,3
train6293,1,1
train114,1,1
train304,1,1
train1679,0,4
train295,-1,2
train7506,0,3
train632,-1,2
train7525,-1,2
train6024,0,4
train5361,0,4
train4353,0,3
train6290,1,1
train5857,0,4
train1919,0,3
train1109,1,1
train265,0,3
train6113,0,3
train6719,0,3
train7195,0,3
train2544,0,3
train1636,-1,2
train4560,1,1
train1511,1,1
train5012,-1,2
train3730,0,3
train7823,-1,2
train2413,0,4
train6863,0,3
train3708,0,3
train6570,0,3
train5090,1,1
train3040,0,4
train1112,1,1
train7362,0,3
train7406,0,4
train1134,1,1
train4094,0,4
train2833,-1,2
train1484,0,3
train1097,0,3
train1619,-1,2
train7107,0,4
train316,-1,2
train1555,-1,2
train2985,1,1
train892,0,3
train5079,0,3
train7805,0,4
train6777,-1,2
train5269,0,3
train6483,-1,2
train480,0,3
train2692,1,1
train3239,0,3
train5837,0,4
train1960,0,3
train7426,0,3
train2768,0,3
train3179,0,3
train5105,0,4
train4397,0,3
train3673,-1,2
train3373,0,4
train3903,-1,2
train2962,0,4
train60,0,3
train461,0,3
train5642,1,1
train7734,0,4
train496,-1,2
train4809,1,1
train7336,-1,2
train2828,1,1
train4719,1,1
train6926,0,3
train6736,0,3
train5535,1,1
train2275,1,1
train3214,1,1
train5272,0,3
train3611,0,3
train2591,-1,2
train7359,0,3
train6340,0,3
train3574,0,4
train6853,-1,2
train750,1,1
train3129,1,1
train2479,1,1
train3042,0,3
train535,1,1
train3948,-1,2
train1356,0,4
train365,1,1
train1810,0,3
train3610,0,3
train2216,-1,2
train4143,-1,2
train2983,0,3
train2188,-1,2
train7420,-1,2
train1239,-1,2
train312,-1,2
train4691,0,3
train2558,-1,2
train5433,1,1
train5972,0,3
train2522,0,4
train1143,1,1
train68,0,3
train4443,0,4
train1573,1,1
train4072,1,1
train2820,0,3
train4846,1,1
train6835,0,3
train5394,1,1
train4964,0,3
train5312,1,1
train5675,1,1
train319,1,1
train6894,0,4
train7112,0,3
train7174,1,1
train4233,1,1
train5163,1,1
train309,1,1
train141,0,3
train2112,1,1
train6614,0,3
train2633,1,1
train4938,1,1
train3953,0,3
train1013,0,3
train6538,0,4
train6015,-1,2
train3440,0,3
train2086,0,3
train618,1,1
train3013,0,4
train6487,0,3
train762,1,1
train7435,0,3
train2128,1,1
train6640,-1,2
train4936,1,1
train904,1,1
train744,1,1
train4018,1,1
train6257,0,4
train18,-1,2
train5457,-1,2
train1625,1,1
train2406,1,1
train5164,0,4
train3059,0,3
train7512,0,4
train5524,0,3
train636,1,1
train4821,0,3
train7612,0,4
train1433,0,3
train6189,-1,2
train6667,-1,2
train6165,1,1
train3559,0,4
train2379,-1,2
train3771,-1,2
train6739,1,1
train5761,0,3
train4282,0,4
train3717,-1,2
train4025,-1,2
train1203,-1,2
train1978,0,4
train3399,1,1
train358,0,3
train5055,1,1
train3193,0,3
train5359,0,3
train3072,0,4
train3165,0,3
train4340,0,3
train6688,0,4
train2893,0,3
train4871,-1,2
train1830,0,3
train2556,0,3
train1471,1,1
train12,0,4
train4977,0,3
train7826,-1,2
train2968,0,4
train5474,-1,2
train4752,0,3
train4849,0,3
train7246,0,4
train2749,0,3
train7819,1,1
train2697,0,3
train7298,1,1
train1839,-1,2
train2152,0,4
train7719,-1,2
train2574,0,3
train5682,1,1
train96,0,4
train4296,-1,2
train1924,1,1
train6421,1,1
train2738,-1,2
train2388,-1,2
train3900,-1,2
train4365,1,1
train3144,0,4
train3618,-1,2
train1342,0,4
train3394,-1,2
train4580,-1,2
train1925,0,4
train2628,0,3
train6491,1,1
train5192,0,4
train446,0,4
train7424,0,3
train5167,-1,2
train1302,0,4
train7057,1,1
train6442,1,1
train5623,0,4
train2756,1,1
train1533,0,3
train7598,0,4
train776,0,4
train303,1,1
train3874,0,3
train1388,-1,2
train2695,0,4
train4978,0,4
train1700,-1,2
train2001,0,3
train782,0,3
train3277,0,3
train176,-1,2
train7215,0,3
train6167,0,3
train1622,-1,2
train955,0,4
train1426,0,4
train7405,1,1
train167,1,1
train281,0,3
train7558,1,1
train2854,-1,2
train3017,-1,2
train4442,0,4
train4677,-1,2
train4898,0,4
train206,0,4
train5251,-1,2
train4122,0,3
train7023,0,4
train4430,0,3
train350,1,1
train5387,0,3
train1131,-1,2
train777,1,1
train6302,0,4
train2569,0,3
train6139,0,4
train1704,-1,2
train906,-1,2
train5653,0,3
train1879,1,1
train6533,1,1
train4872,1,1
train3762,1,1
train4739,0,3
train638,1,1
train6137,-1,2
train7094,0,3
train7709,-1,2
train5109,1,1
train3487,0,3
train4487,0,3
train7353,0,3
train4567,0,4
train6931,0,3
train6579,1,1
train6287,0,3
train2136,-1,2
train5464,0,3
train3032,-1,2
train4190,-1,2
train7154,0,4
train6962,0,4
train6531,0,3
train7159,-1,2
train6799,0,4
train5876,-1,2
train697,0,4
train3697,-1,2
train5095,0,3
train4755,0,3
train1450,1,1
train1470,1,1
train2254,1,1
train4469,1,1
train2989,0,3
train4631,0,4
train3456,0,3
train4565,0,4
train4686,0,4
train7489,1,1
train4199,0,3
train6330,1,1
train4255,0,4
train5493,1,1
train4286,1,1
train848,0,3
train7254,0,3
train3951,0,3
train2490,-1,2
train626,-1,2
train3486,1,1
train6250,0,3
train7530,0,4
train1858,0,4
train4418,0,4
train1488,1,1
train6778,0,4
train2533,-1,2
train1900,0,3
train6758,0,3
train3845,-1,2
train9,0,3
train5207,-1,2
train6429,1,1
train3109,1,1
train5611,0,4
train110,0,3
train4279,0,3
train6278,0,3
train2032,-1,2
train6750,0,4
train3722,-1,2
train7542,1,1
train7125,0,3
train4768,0,3
train3389,0,4
train787,1,1
train3687,0,3
train5341,1,1
train7020,1,1
train5700,0,4
train2423,1,1
train7048,-1,2
train6331,1,1
train7680,1,1
train7110,1,1
train1958,0,3
train4834,-1,2
train5909,0,4
train2204,0,4
train3947,0,4
train7103,1,1
train4564,0,3
train3729,1,1
train2374,0,4
train6134,0,4
train3170,-1,2
train4002,-1,2
train2027,-1,2
train3293,0,4
train5935,-1,2
train6613,0,4
