SampleID,Number of samples,Max A,Max B,Min A,Min B,Mean A,Mean B,Sd A,Sd B
train1210,2205,70680,10,-22234,1,-0.0040816327,7.1977324263,9997.7316731874,2.4422387282
train15080,1350,42982,39223,-26575,-19853,0.0155555556,-0.0014814815,9996.2899000051,9996.28161142
train15675,1867,123243,29217,-12609,-15531,-0.0048205678,-0.0010712373,9997.3265608728,9997.3792277077
train2898,723,32786,31715,-35011,-31821,0.0069156293,0,9993.0872421527,9993.0893587632
train4842,3859,37557,2526,-61176,-553583,0.0046644208,0.0018139414,9998.7094410286,9998.7098200238
train11881,584,148513,1,-21725,0,-0.0034246575,0.3835616438,9991.4330065292,0.4862531329
train2108,700,13,45837,1,-70630,7.58,-0.2742857143,3.7333477891,9992.8097615476
train14034,2822,32,106729,1,-6282,12.6615875266,-0.0028348689,5.1112297014,9998.2329284579
train15541,2005,167529,1,-37729,0,-0.0004987531,0.8259351621,9997.4971168785,0.379165228
train15517,3898,1,10663,0,-25106,0.7609030272,-0.0579784505,0.4265320743,9999.1549513249
train11840,2001,10395,18128,-266339,-152885,0.0384807596,0.0074962519,9997.5532835385,9997.489335525
train13211,1308,35506,19965,-23473,-44201,0.001529052,0.0107033639,9996.1772359138,9996.1856056945
train7268,686,37175,28203,-32086,-33562,0.0218658892,-0.0102040816,9992.6697999005,9992.7172837384
train8005,1462,35462,34017,-11578,-46206,0.0082079343,0.0061559508,9996.5829528482,9996.5771093669
train11142,638,14,30230,1,-24435,7.7711598746,0.0031347962,3.9269563824,9992.1402764406
train3794,907,78141,29549,-39791,-31326,-0.0077177508,-0.0220507166,9994.4775649341,9994.4918956942
train2381,539,5,31174,1,-18318,2.3636363636,-0.0018552876,1.4900581308,9990.6968986819
train8547,574,88862,11651,-2335,-22313,-0.0243902439,-0.0104529617,9991.2852343205,9991.2802155098
train207,541,26074,30274,-27313,-26645,0.0018484288,-0.0166358595,9990.7567564957,9990.7666943135
train5432,2043,43689,29657,-44138,-77711,0.0058737151,0.0083210964,9997.5578556372,9997.5523844741
train2170,6709,39280,95693,-41408,-259403,0.0008943211,-0.0032791772,9999.2470770362,9999.2500707023
train11464,596,21604,1,-33984,0,-0.0151006711,0.3573825503,9991.5968120115,0.4792288212
train11607,2217,87925,76914,-15558,-18079,-0.00090212,-0.00045106,9997.7362338899,9997.7407088081
train8074,7004,17014,74333,-69328,-32842,0.0032838378,0.0005711022,9999.2832485918,9999.2894500986
train12751,4391,24236,10280,-77510,-90933,-0.0075153724,0.0056934639,9998.8676326391,9998.8600376303
train9149,7820,31083,33227,-26420,-45831,-0.0030690537,0.0003836317,9999.3647013027,9999.3671574883
train13813,661,35577,33639,-138316,-26276,0.0226928896,0.0090771558,9992.4509093103,9992.4374597597
train1728,3699,22567,1,-40041,0,0.0037848067,0.7383076507,9998.6354205207,0.4395559846
train5837,628,24829,9991,-48057,-67700,0.0238853503,0.0031847134,9992.0355964585,9992.039602941
train2137,582,43373,1,-30465,0,-0.0051546392,0.5481099656,9991.4017152434,0.497680049
train3014,597,52626,10933,-64199,-34625,0.0184254606,-0.0050251256,9991.6346414741,9991.6088724963
train15705,510,38616,11612,-31011,-64994,-0.0019607843,0.0019607843,9990.1900685562,9990.1621886183
train14469,2840,112764,75003,-29983,-39104,-0.0035211268,0.0309859155,9998.2371504273,9998.1912729265
train12080,7200,57650,1,-155313,0,-0.00125,0.7197222222,9999.3050864172,0.4491348852
train5109,3530,41821,481153,-58748,-5067,-0.0005665722,-0.0067988669,9998.5824922248,9998.5846547102
train2909,5143,9746,26284,-41332,-41201,0.0079720008,0.0011666343,9999.0359093176,9999.0253056387
train7967,2805,39140,146289,-28938,-20126,0.0049910873,-0.0039215686,9998.2080908957,9998.2185061439
train10352,4172,23502,29922,-6063,-32020,0.1049856184,-0.0004793864,9998.7387235274,9998.7942370623
train10513,659,5,17,1,1,2.1502276176,8.9772382398,1.4260355319,5.0952473576
train12669,4731,17331,7,-32053,1,0.0304375396,3.6231240752,9998.9019192884,1.730221152
train2593,3360,1,32639,0,-41207,0.5026785714,0.0017857143,0.4999928252,9998.5108050969
train13638,7945,82702,59671,-10322,-8567,0.0012586532,-0.0167400881,9999.3643398219,9999.3867072023
train8537,509,44883,30254,-18378,-26764,0,-0.0117878193,9990.1609148264,9990.1821311533
train5441,579,27467,17649,-20207,-30381,-0.0086355786,0.0051813472,9991.3408176774,9991.3731412993
train4860,4329,140774,69844,-9852,-15025,0.0071610072,-0.0002310002,9998.8449862514,9998.8473934155
train12486,2454,27673,14,-51890,1,-0.0044824776,8.2453137734,9997.9441562986,3.2820621554
train6666,1412,32499,30073,-24645,-35823,0.0014164306,0.0056657224,9996.4533064589,9996.4657454223
train944,1693,81091,4,-34964,1,0.0047253396,2.5209686946,9997.0469759128,0.6867687214
train13497,783,30609,53556,-34616,-19652,-0.0076628352,0.006385696,9993.6041000864,9993.6033018117
train5086,2361,42897,45170,-6487,-33236,-0.0033883947,-0.0067767895,9997.8778480123,9997.8886960925
train1691,2655,63437,31882,-13134,-39514,0.0015065913,-0.0048964218,9998.11492255,9998.1207576773
train9063,3482,8621,29904,-56295,-60572,-0.0028719127,0,9998.561616311,9998.567024641
train5851,1838,6246,110548,-53570,-19339,-0.0092491839,0.0048966268,9997.2721302988,9997.2772085629
train7897,728,30159,29243,-29855,-35944,0.0027472527,0.0013736264,9993.1544037309,9993.1285117285
train6445,2378,33740,10311,-31356,-61335,0.0058873003,0.0012615643,9997.8846335345,9997.8992974558
train5668,1171,36926,23025,-73942,-93618,-0.0017079419,-0.0025619129,9995.7240561823,9995.7246554563
train13104,4334,27159,362811,-21776,-7669,-0.0078449469,-0.0018458699,9998.8536127362,9998.8458678473
train14960,2904,33406,61247,-34975,-50867,0.0003443526,-0.0041322314,9998.276287615,9998.2845988402
train15615,2114,1,50552,0,-9318,0.4966887417,0.0108798486,0.4999890354,9997.6238579706
train12444,5195,40759,32565,-43744,-61202,0.0026948989,-0.0019249278,9999.0370495743,9999.0346396406
train3614,4616,41787,46736,-11076,-16598,-0.0073656846,-0.0058492201,9998.9243499018,9998.9163494831
train15413,1940,40324,39928,-33364,-25713,0.0103092784,-0.0041237113,9997.4266349152,9997.4180021274
train13341,4293,32046,14209,-46773,-33943,-0.0279524808,-0.0235266713,9998.8245452718,9998.7446289197
train8020,719,33192,53274,-26690,-19512,-0.0097357441,0.0097357441,9993.0286991812,9993.0447481869
train13076,1095,46871,27116,-30718,-28544,0.001826484,0.00456621,9995.4260784368,9995.4279638187
train4253,1539,151398,17132,-2303,-298358,0.0129954516,0.0019493177,9996.7426510219,9996.7557717672
train12015,5302,18317,30692,-17278,-32747,-0.0003772161,-0.0041493776,9999.0688065874,9999.0549688681
train1131,555,6,45474,1,-22670,3.6252252252,0.0288288288,1.7190227932,9990.988336211
train13649,6972,1,1,0,0,0.0565117613,0.2307802639,0.2309073021,0.4213320943
train3492,1999,1,16,0,1,0.8914457229,9.4747373687,0.3110791636,4.8404495757
train6958,1571,51710,79397,-3036,-25832,-0.0852959898,0.0050922979,9996.8366081317,9996.808901346
train63,4581,3,25587,1,-78558,2.4911591356,-0.0021829295,0.6535868066,9998.9038928633
train14090,2424,18517,1,-114020,0,-0.001650165,0.4364686469,9997.9361657421,0.4959473431
train8131,2604,27279,43367,-10368,-8397,0.0003840246,0.0111367127,9998.0768398231,9998.0831846219
train4200,3003,34533,9449,-41809,-15644,0.004995005,-0.0056610057,9998.3373892409,9998.3469791754
train9237,680,30062,37065,-28248,-28083,-0.0132352941,0.0029411765,9992.6207393021,9992.6562862871
train3779,3618,28357,83449,-147475,-53759,-0.0008291874,0.0035931454,9998.6108334859,9998.6068102611
train5303,3052,62518,49826,-39885,-29094,-0.004259502,0.000982962,9998.358976475,9998.3585679882
train5794,3734,30375,110400,-84441,-38270,-0.0115158007,-0.0045527584,9998.6537244348,9998.6543006829
train3029,1041,16821,1,-15949,0,-0.0057636888,0.2180595581,9995.1928789677,0.4129280654
train11551,2144,48676,33638,-17781,-34008,0.0013992537,-0.0890858209,9997.6688074981,9997.7171395204
train4683,1193,31781,30951,-36349,-31206,-0.0083822297,-0.0083822297,9995.7986154031,9995.8149827021
train7448,3468,192555,50815,-4116,-33697,0.0014417532,-0.0002883506,9998.5566789582,9998.5601506237
train15290,4028,58324,1,-69788,0,-0.0315292949,0.4784011917,9998.7407043607,0.4995332736
train6875,2090,33443,37146,-30632,-31813,0.0066985646,-0.0033492823,9997.6138718724,9997.6176577767
train11241,2468,135616,35437,-214830,-43868,-0.0008103728,0.3897893031,9997.9739956972,9997.9600476232
train9808,1683,44847,31330,-20769,-32025,0.0011883541,0.0023767083,9997.03178551,9997.0142871336
train5730,1884,80419,26206,-33965,-9586,-0.0010615711,0.0005307856,9997.3491835312,9997.3442879382
train630,657,13,47237,1,-28363,7.202435312,-0.0167427702,3.633531498,9992.3798978297
train6798,1202,77493,33254,-39250,-34576,-0.0008319468,0.0149750416,9995.8440806347,9995.8377172864
train2056,2312,33954,20945,-21305,-59413,-0.0160034602,-0.0160034602,9997.8348281969,9997.818296879
train1785,927,40791,24957,-30561,-33018,0.003236246,0.0064724919,9994.600169869,9994.6198572318
train8427,2508,58351,43069,-32266,-21438,-0.0015948963,0.0031897927,9998.0053820158,9998.0076796425
train9113,2387,15196,26999,-13827,-44945,0.0012568077,0.0008378718,9997.902468602,9997.9036981226
train7336,1442,211906,41121,-2020,-37431,0.0131761442,-0.0006934813,9996.5393895843,9996.5228866422
train10993,821,222768,1,-558,0,-0.2959805116,0.1583434836,9993.913194987,0.3650627683
train1247,530,23665,19391,-38412,-24579,0,-0.0169811321,9990.567249085,9990.5616807034
train15945,3200,4519,220992,-152809,-17863,-0.000625,0.009375,9998.4406996479,9998.4409746863
train8341,3173,39180,61131,-40282,-29853,0.004097069,-0.0088244564,9998.4270343877,9998.4182167789
train10137,572,1,22139,0,-40123,0.5437062937,-0.006993007,0.4980860969,9991.2724432335
train8384,533,28123,20572,-46422,-69826,0.0037523452,0,9990.5891137866,9990.6199718606
train385,762,51155,33372,-26598,-33610,-0.0078740157,0.0879265092,9993.4408824916,9993.4551974583
train177,1979,88034,1,-5484,0,-0.0055583628,0.6907529055,9997.4733870503,0.4621832202
train12794,578,123847,1,-20430,0,0,0.2439446367,9991.3404303505,0.4294597198
train889,1387,4,23618,1,-42811,3.10814708,-0.0007209805,0.3925935962,9996.3981631987
train14835,5568,1,1,0,0,0.2444324713,0.7893318966,0.4297502045,0.4077830963
train12181,725,1,10066,0,-41231,0.9048275862,-0.0386206897,0.2934529357,9993.0770649532
train9458,1562,21581,32598,-54058,-37979,-0.0102432778,-0.0006402049,9996.8024649036,9996.8038060866
train3416,951,6,28776,1,-24328,2.6782334385,0.2586750789,1.7634981702,9994.7090884498
train9861,4245,49733,29110,-7176,-36032,0,-0.0032979976,9998.8184529064,9998.8242172366
train6905,897,28495,29368,-15341,-29121,0.0011148272,-0.0100334448,9994.4395570279,9994.4158937814
train14378,645,28837,36690,-29024,-24890,0.0031007752,-0.0139534884,9992.2295929762,9992.2375953835
train9112,660,56701,32705,-20025,-35644,0.0075757576,-0.0015151515,9992.4046384759,9992.4164448633
train6207,563,25872,29906,-51271,-22375,0.0301953819,0.0088809947,9991.1186067076,9991.1202563492
train12089,1032,97984,25798,-34061,-15098,-0.0029069767,0.2325581395,9995.162300036,9995.1478061531
train9908,3551,22511,36382,-11219,-39040,-0.0025344973,0.0081667136,9998.5900842027,9998.594038516
train11493,604,25545,26816,-63937,-31882,0.0049668874,0.0016556291,9991.7050408901,9991.7202298033
train5213,847,24995,31672,-9427,-27413,-0.0059031877,-0.0035419126,9994.105291131,9994.1014252162
train8078,4620,4229,39860,-286755,-185602,0.0010822511,-0.003030303,9998.9167238689,9998.9173074923
train3545,4472,11767,31988,-20669,-31753,-0.0120751342,0.001118068,9998.8883966846,9998.8831957881
train1661,530,76091,23909,-22156,-26864,0.0188679245,0.0056603774,9990.5876877596,9990.5676871382
train9009,7355,118889,148829,-64421,-17471,0.0012236574,-0.0024473148,9999.3190106331,9999.3219860968
train10852,1926,7,60648,1,-22746,3.0799584631,0.0031152648,2.212924182,9997.4045584069
train6682,7867,23318,31054,-158266,-20498,0.0006355663,-0.0045760773,9999.3632159462,9999.3629309454
train4962,1246,25143,44674,-66378,-27120,-0.0104333868,-0.0080256822,9995.9919168624,9995.9820153389
train14984,1709,36598,39976,-36507,-121686,-0.00234055,0.0058513751,9997.0775910568,9997.0809480335
train5691,1098,21291,20649,-49854,-60462,-0.0054644809,-0.0118397086,9995.4387949238,9995.454707856
train15303,3071,117192,33168,-40613,-36832,0.0009768805,-0.0006512537,9998.3803311749,9998.3698317319
train12357,1877,1,29949,0,-22366,0.5599360682,-0.0458177944,0.4963946693,9997.292897673
train5724,985,84792,31692,-9001,-28267,0.0010152284,-0.0101522843,9994.9342474151,9994.924972809
train12719,2462,125321,25712,-2345,-53007,0.0024370431,0.0056864338,9997.9775263489,9997.9688031742
train7137,3679,31150,76341,-37441,-22865,0.0024463169,0.000271813,9998.6344269967,9998.6386776717
train15861,1297,37090,30835,-34036,-33940,-0.00077101,0.0061680802,9996.1441532684,9996.1564389136
train6058,3215,64023,23089,-2525,-100109,-0.0130637636,-0.001244168,9998.4438606548,9998.4498979306
train8949,687,19033,23709,-47486,-18818,0.0014556041,0.018922853,9992.7094063359,9992.7135879685
train5440,2606,4006,40833,-32665,-45604,0.0042210284,-0.0088257866,9998.0815929418,9998.0835585882
train1889,1379,48041,22012,-48785,-17401,0.0058013053,-0.0036258158,9996.3594361528,9996.3701043902
train7834,3850,34526,55641,-38694,-29107,-0.0106493506,0.0025974026,9998.7002474096,9998.6964337367
train15204,3823,1,1,0,0,0.3214752812,0.628563955,0.4670427441,0.4831886893
train15865,1487,37114,129642,-16499,-4696,-0.0746469401,0.0040349697,9996.6626503919,9996.6306092257
train9374,3153,26072,14013,-47383,-37972,-0.0041230574,-0.0079289565,9998.4077259916,9998.4256610523
train15813,1656,52157,33815,-30048,-32962,0.0006038647,-0.0072463768,9996.9778745879,9996.9827959687
train257,766,16973,28651,-21841,-16875,0.0026109661,-0.0117493473,9993.4922135059,9993.4564374768
train12587,790,125965,43474,-4944,-34391,-0.0025316456,0.0075949367,9993.6693759065,9993.645272388
train9250,1354,53080,53212,-49590,-67588,0.0051698671,0.0140324963,9996.3100843282,9996.3036720549
train3176,573,9769,85301,-49182,-14902,0.0017452007,-0.0017452007,9991.282497203,9991.2832498661
train131,6666,1,207715,0,-29871,0.002550255,-0.00210021,0.0504356146,9999.24043959
train8279,3310,23486,87661,-38144,-17854,0.0063444109,-0.0021148036,9998.4862310274,9998.4888000885
train12694,3680,30983,31340,-69996,-51297,0.0008152174,0.0019021739,9998.6426834688,9998.6406874367
train8478,4304,523703,30464,-924,-288905,-0.0717936803,0.0020910781,9998.8508554511,9998.8400313875
train13603,2338,1,1,0,0,0.50427716,0.5230966638,0.4999817056,0.4994662592
train15801,6889,32441,44703,-62604,-17556,-0.0002903179,-0.0013064305,9999.2696440069,9999.270094301
train15500,3695,43734,22729,-25068,-24068,-0.0035182679,-0.0043301759,9998.6513487181,9998.6552312298
train12106,579,79232,40350,-31479,-42074,-0.0051813472,-0.0034542314,9991.3753922911,9991.3792663577
train9872,5867,46110,121742,-91274,-6144,0.007329129,-0.0032384524,9999.1499504285,9999.1501150944
train5135,1033,40475,92924,-22283,-18948,0,-0.0038722168,9995.1460859643,9995.1529488277
train12558,2608,1,19414,0,-60380,0.4731595092,-0.0099693252,0.4992790683,9998.0984950142
train14309,1090,35552,14,-14692,1,0.0018348624,6.8880733945,9995.4139292233,4.0021032262
train3447,1000,1,17940,0,-14646,0.803,0.014,0.397732322,9994.998553867
train4051,536,27033,32152,-33810,-24010,0.0018656716,0,9990.6666333124,9990.6753260302
train6049,2282,55333,28830,-21233,-7536,-0.0061349693,0.0035056968,9997.8028344758,9997.8087793836
train13542,605,1,22534,0,-14512,0.5752066116,-0.0066115702,0.4943116078,9991.7293227679
train14744,794,44830,27141,-28221,-35630,-0.0012594458,-0.0075566751,9993.694894713,9993.6704586813
train14644,574,34403,45056,-48222,-17594,-0.0017421603,0.0017421603,9991.2921242372,9991.3180727573
train1574,4142,146874,3,-4815,1,0.0086914534,1.178416224,9998.7924229557,0.5276402673
train10245,1235,32717,44026,-39736,-26419,-0.0097165992,-0.0032388664,9995.9845636064,9995.9499485986
train13637,5583,4,29224,1,-30717,1.5977073258,-0.0121798316,0.6441362085,9999.1053675687
train13987,2048,27978,31974,-37194,-31437,-0.0043945313,0.0092773438,9997.5672708143,9997.5592277866
train11593,4156,11459,24119,-31224,-60990,-0.0038498556,0,9998.7887921197,9998.7957244061
train12347,3922,3,10,1,1,1.4344722081,7.7261601224,0.7973789543,2.606032697
train12395,1481,5,31087,1,-23063,2.5111411209,-0.0020256583,0.8555597934,9996.6289580359
train2631,1443,32813,24192,-35707,-249523,-0.0048510049,0.0103950104,9996.5408891485,9996.5462403355
train9595,2788,32397,36657,-46033,-32477,0.0050215208,-0.0025107604,9998.2042885546,9998.2039610756
train5260,3891,32918,114831,-100170,-30187,0.0030840401,0.0041120535,9998.7179939726,9998.7194341208
train6483,555,37030,15074,-59065,-20114,-0.0036036036,-0.0018018018,9990.9743688805,9990.9887134392
train2748,527,60655,17019,-16503,-143926,0.0037950664,0.0113851992,9990.481405111,9990.5277282181
train6423,828,18776,388,-21794,-286545,0.0024154589,-0.0060386473,9993.9644607386,9993.9750232054
train1847,631,1,12042,0,-10880,0.4294770206,-0.0380348653,0.4950015246,9992.0283485568
train10112,570,53289,21019,-41623,-99377,-0.001754386,0.0122807018,9991.2228293794,9991.2304910061
train4561,1312,48111,60479,-45751,-29055,-0.0022865854,-0.0083841463,9996.1936028152,9996.198334185
train4429,2354,36752,7670,-41701,-96904,-0.0046728972,0.0067969414,9997.8777869378,9997.8741012132
train6894,819,35967,27298,-52743,-20995,-0.0012210012,0.010989011,9993.90567269,9993.8819921682
train15405,1542,36139,10260,-36253,-36626,-0.0071335927,0.004539559,9996.7533259684,9996.7672915839
train14016,5166,7,35387,1,-41676,4.0468447542,-0.0118079752,1.7964920203,9999.0373355675
train9939,4653,19023,40003,-29669,-31517,-0.0010745755,-0.0049430475,9998.9231040929,9998.9208890883
train1841,674,49970,49730,-17358,-17468,0,0.0029673591,9992.5798332581,9992.5820711197
train3290,3797,52767,41809,-37030,-17596,-0.0013168291,0.0015801949,9998.6833614269,9998.6838189929
train4704,1031,58841,26899,-25028,-41814,-0.0019398642,0.0029097963,9995.1516816253,9995.153821314
train3317,1116,26452,26496,-39824,-47469,0.0071684588,0.0080645161,9995.5377977145,9995.5187918584
train10930,1152,32637,8398,-25295,-58201,0.0190972222,0.0052083333,9995.6704302578,9995.6465696551
train15551,1824,82267,95979,-18498,-47291,-0.0038377193,0.0038377193,9997.2504999449,9997.2577272035
train7175,1184,77379,61553,-22285,-17744,-0.0126689189,0.0033783784,9995.7782661459,9995.7780412696
train10498,665,37764,25379,-27004,-87986,-0.0586466165,-0.0105263158,9992.5396206492,9992.4741660556
train2220,5340,26938,281150,-59121,-4782,0.0018726592,-0.0102996255,9999.0651023094,9999.0587141488
train9219,2896,91071,23785,-42522,-53090,-0.010359116,0.0069060773,9998.2620402678,9998.2813005402
train8754,6489,622173,31466,-38899,-215650,-0.0040067807,-0.0013869626,9999.2262389497,9999.2297103619
train13606,2995,382100,70126,-10789,-28634,-0.0070116861,0.0016694491,9998.3317143779,9998.3272475239
train15826,1181,1,40444,0,-24707,0.784081287,0.0042337003,0.411458166,9995.7716907855
train226,6063,50611,39603,-48593,-36386,0.0024740228,0.025399967,9999.1776644479,9999.1119033491
train11144,4520,783,438310,-474759,-15990,-0.0460176991,-0.0022123894,9998.8825382988,9998.8945728615
train4216,508,28639,36777,-46223,-30989,-0.0039370079,-0.0177165354,9990.1786201343,9990.1598527523
train10929,567,30447,32657,-33542,-28748,-0.0388007055,-0.0052910053,9991.1346292677,9991.17776405
train15015,879,29853,28784,-49014,-9449,0.0113765643,0.0034129693,9994.3076782745,9994.3139796469
train6615,2032,24069,108106,-34704,-33284,0.0039370079,0,9997.5369729537,9997.5438771132
train3801,1256,33669,6,-49910,1,0.0031847134,3.3670382166,9996.0224053537,1.7255561695
train6020,4120,24915,34156,-35615,-33109,0.0031553398,0,9998.7848965519,9998.7823275142
train1835,973,27934,32085,-76244,-21639,-0.0030832477,-0.0010277492,9994.873921263,9994.8753968399
train2330,6851,30857,34267,-78307,-44385,-0.0043789228,0.0004378923,9999.2695248009,9999.2700660397
train7317,5438,4410,65983,-50126,-22304,-0.0014711291,-0.0045972784,9999.0852005623,9999.082196029
train716,604,18685,48365,-57443,-3687,-0.011589404,-0.1291390728,9991.7196955795,9991.768127702
train13298,669,10,116848,1,-6663,5.9267563528,-0.0029895366,3.272709793,9992.5284256693
train5739,558,50605,26522,-24935,-37968,0.0268817204,0.0035842294,9991.0133992006,9991.0287224033
train11714,1808,424971,34248,-236,-39702,0.0315265487,-0.0044247788,9997.2429911068,9997.2255895783
train14140,1378,28015,1,-49040,0,-0.0101596517,0.2510885341,9996.3947728258,0.4336393457
train2366,533,26387,7,-33671,1,-0.0168855535,4.6829268293,9990.6043495819,1.9751812011
train9117,2051,27371,54898,-50399,-15935,-0.000487567,0.0024378352,9997.568967961,9997.5695351391
train11649,4805,13,4,1,1,8.7069719043,2.7719042664,2.6158651647,0.9479708408
train2112,1614,5,147758,1,-24649,3.9950433705,-0.0012391574,0.1054886164,9996.8850151532
train10166,721,42004,9,-66999,1,0.0097087379,6.8626907074,9993.0501534235,2.152122579
train12049,1104,34066,105295,-16792,-9799,0.009057971,-0.0117753623,9995.4837057843,9995.4768078721
train2915,760,26724,19280,-32641,-74958,0.0092105263,0.0184210526,9993.4285253213,9993.4054709871
train1706,1427,32,4,1,1,18.576033637,1.7568325158,8.2294742795,0.8005870669
train9690,5085,101502,64392,-56949,-106548,0.0003933137,0.0055063913,9999.0202336942,9999.0185322868
train218,7829,35991,37859,-54972,-58640,-0.0054924001,-0.0037041768,9999.3636471353,9999.3646402125
train13531,7254,49638,37319,-44452,-43529,0.0023435346,0.0028949545,9999.310712479,9999.3133813143
train1541,1705,14,36722,1,-28774,5.7014662757,0.0017595308,3.7969772153,9997.0716011652
train14570,2581,34727,1,-30940,0,0.0046493607,0.8612940721,9998.0627591574,0.3456393981
train7643,525,15368,30860,-17028,-23145,0.0095238095,-0.0019047619,9990.4690865561,9990.4769079166
train7488,5415,89183,25615,-78248,-90444,-0.0020313943,-0.0029547553,9999.0754553678,9999.0794502421
train966,530,33561,28602,-15344,-31633,0.0094339623,-0.0075471698,9990.5780353813,9990.5662921418
train13170,567,27129,29105,-30509,-28234,0.0052910053,0.0105820106,9991.1729086188,9991.1686658033
train11400,528,27536,1,-32354,0,-0.0037878788,0.2462121212,9990.5186752991,0.4308035661
train9941,753,41369,29482,-12110,-79299,0.01062417,-0.0026560425,9993.3574981025,9993.3577887391
train416,1976,27101,62691,-60729,-18089,0.0030364372,-0.0025303644,9997.4716514755,9997.4605137091
train8758,2285,141925,13194,-65073,-79700,0.0004376368,-0.0008752735,9997.8171141137,9997.8076204613
train3127,3598,5,39301,1,-107208,2.5889382991,0.1200667037,0.975098482,9998.6039823806
train1048,6490,72398,29236,-629020,-21293,0.0320493066,-0.005238829,9999.2386936195,9999.23583453
train11272,7340,9736,72796,-70051,-22581,0.0072207084,0.0069482289,9999.3179389101,9999.3235233495
train4343,7536,25849,80083,-33154,-30635,-0.0013269639,0.0017250531,9999.3307753245,9999.334568392
train2034,592,31461,38751,-32027,-24779,-0.0253378378,-0.0067567568,9991.5409748308,9991.5446897423
train5106,582,10193,50991,-52536,-13955,-0.0017182131,0.0034364261,9991.3903912403,9991.3872675018
train11829,3323,61797,76265,-35767,-12970,0.0072223894,-0.0003009329,9998.50316486,9998.4960220364
train11912,2817,28288,60623,-31075,-33982,-0.0007099752,0.002484913,9998.2214615063,9998.2275046628
train936,7477,147497,38109,-67326,-40837,-0.0224689046,0.0016049218,9999.3379219787,9999.3269684841
train15534,2694,36237,110792,-32209,-56502,0.0081662955,0.0126206385,9998.1536477715,9998.1466197036
train2260,1520,13,53202,1,-26879,6.6723684211,-0.0144736842,4.3081043176,9996.7145440943
train12615,7962,1,1,0,0,0.1937955288,0.4982416478,0.3952705678,0.4999969082
train775,1046,80506,22168,-12191,-48971,0.034416826,-0.0095602294,9995.2183555874,9995.2159007394
train5289,613,31539,12085,-32753,-16605,0.0016313214,0.0032626427,9991.8429551047,9991.8472898791
train2453,756,36956,16337,-18748,-38294,0.0264550265,0.0304232804,9993.4185237238,9993.4387281933
train4403,5232,27795,25582,-79381,-106948,0.000382263,0.003058104,9999.0461804479,9999.0459731265
train8126,1707,21799,32515,-42228,-54013,-0.0011716462,-0.0011716462,9997.0767603726,9997.0768693675
train1972,2164,11,14,1,1,8.1931608133,7.3401109057,2.4198099156,3.9682006783
train6288,638,30721,45725,-23656,-4845,0.012539185,-0.0156739812,9992.1661547331,9992.1560500992
train5490,4856,125426,283522,-27220,-125246,-0.0014415157,0.0078253707,9998.9613719171,9998.9646838
train5781,937,28703,17930,-25158,-13302,0.0032017076,0.0010672359,9994.6696841353,9994.676823798
train12552,3665,41690,1,-25212,0,-0.0054570259,0.4919508868,9998.635988391,0.4999352076
train2187,7670,116403,23858,-51175,-271364,-0.0037809648,0.0485006519,9999.3487373906,9999.35756909
train13759,1319,22387,26007,-38877,-17398,-0.0053070508,0.0053070508,9996.2122043498,9996.2091485292
train11168,5815,1,20392,0,-168284,0.490627687,-0.0012037833,0.499912152,9999.1383714352
train10989,1192,107726,46324,-5946,-36581,0.0075503356,-0.0016778523,9995.7982197241,9995.8069896411
train11937,634,77288,1,-22418,0,0.0031545741,0.5331230284,9992.1081783861,0.4989016586
train11218,3352,34425,32281,-36731,-34815,-0.0065632458,-0.0038782816,9998.5040297483,9998.5069596774
train510,5993,38450,1,-73927,0,0.000500584,0.6440847656,9999.1636176429,0.4787897037
train10088,661,47553,19274,-31839,-37765,0.0015128593,-0.0181543116,9992.4240890532,9992.4262281003
train13184,616,11,9,1,1,5.4626623377,7.400974026,3.0448863972,2.2926900407
train10269,1544,37870,33148,-29114,-65339,0.0090673575,0.0051813472,9996.7690448817,9996.7564099652
train5769,4012,35508,62191,-44802,-41718,-0.0087238285,0.0007477567,9998.7548094977,9998.7554933104
train15318,3900,2938,140323,-211743,-90652,-0.0105128205,0.0415384615,9998.7171996515,9998.7160299719
train6681,524,48658,12842,-30285,-15816,-0.0152671756,-0.0057251908,9990.447094913,9990.4448482154
train15267,2178,30652,41847,-32846,-17744,-0.0073461892,0.0073461892,9997.7182061053,9997.7084781232
train6561,7328,30277,25032,-29401,-26573,-0.0060043668,-0.0053220524,9999.317583837,9999.3215353003
train11892,4830,43813,23844,-37858,-83457,-0.0010351967,-0.000621118,9998.9590568881,9998.962580774
train2522,168,24120,1,-31521,0,0.0714285714,0.5,9970.2510921308,0.5
train8410,1913,37402,34646,-23823,-33451,-0.0020909566,-0.006795609,9997.3906060767,9997.385486154
train8125,2062,36844,24556,-33817,-132199,-0.0004849661,0.0063045587,9997.5896258724,9997.5620030733
train4629,2330,77906,41319,-24121,-13797,0.0051502146,0.0004291845,9997.8498055701,9997.8585725385
train4856,4435,33644,35832,-45320,-41238,0.0051860203,0.001578354,9998.8683800855,9998.8739270037
train3223,7736,4,7,1,1,2.857549121,2.8781023785,1.024330382,1.527329901
train8173,864,31875,126783,-58714,-13434,0.0069444444,0.0046296296,9994.2149625443,9994.2102291349
train13247,1165,28993,25053,-33966,-29847,-0.0068669528,-0.0025751073,9995.6973934323,9995.7033945124
