SampleID,A->B,B->A,A-B or A|B
train5842,0.439007,0.169706,0.391287
train5843,0.027523,0.451316,0.521160
train5844,0.120966,0.122811,0.756223
train5845,0.843065,0.150801,0.006134
train5846,0.348472,0.136796,0.514732
train5847,0.107520,0.503225,0.389255
train5848,0.308582,0.508940,0.182478
train5849,0.873750,0.032494,0.093756
train5850,0.192981,0.485011,0.322009
train5851,0.377151,0.550940,0.071909
train5852,0.583574,0.275687,0.140738
train5853,0.006321,0.375869,0.617811
train5854,0.159630,0.747595,0.092775
train5855,0.351970,0.393177,0.254852
train5856,0.126038,0.018698,0.855264
train5857,0.562891,0.113712,0.323397
train5858,0.103557,0.538817,0.357626
train5859,0.041243,0.092796,0.865961
train5860,0.008398,0.139578,0.852024
train5861,0.206361,0.479373,0.314266
train5862,0.323782,0.127446,0.548771
train5863,0.625980,0.059478,0.314541
train5864,0.470520,0.428595,0.100885
train5865,0.280375,0.533509,0.186116
train5866,0.597251,0.042569,0.360181
train5867,0.063853,0.011443,0.924704
train5868,0.471227,0.001242,0.527531
train5869,0.253754,0.105119,0.641127
train5870,0.411614,0.267053,0.321333
train5871,0.155747,0.564538,0.279716
train5872,0.225724,0.426694,0.347582
train5873,0.615719,0.223894,0.160387
train5874,0.237939,0.713746,0.048315
train5875,0.763351,0.198938,0.037711
train5876,0.064569,0.088402,0.847028
train5877,0.656170,0.142143,0.201688
train5878,0.250726,0.594755,0.154519
train5879,0.694836,0.205392,0.099772
train5880,0.100089,0.372067,0.527844
train5881,0.243021,0.618887,0.138092
train5882,0.273117,0.501263,0.225620
train5883,0.824997,0.086930,0.088073
train5884,0.178311,0.381283,0.440407
train5885,0.351787,0.252336,0.395876
train5886,0.454806,0.536040,0.009154
train5887,0.594097,0.384999,0.020904
train5888,0.081277,0.091756,0.826967
train5889,0.040145,0.865551,0.094304
train5890,0.237644,0.550143,0.212213
train5891,0.306865,0.394022,0.299114
train5892,0.247622,0.717161,0.035217
train5893,0.007938,0.246626,0.745436
train5894,0.244833,0.315034,0.440133
train5895,0.153654,0.441524,0.404822
train5896,0.313485,0.055680,0.630834
train5897,0.405627,0.307810,0.286563
train5898,0.130313,0.370324,0.499363
train5899,0.156593,0.658982,0.184425
train5900,0.205630,0.539780,0.254590
train5901,0.806708,0.183449,0.009844
train5902,0.418458,0.018970,0.562572
train5903,0.076816,0.200565,0.722619
train5904,0.114065,0.067204,0.818731
train5905,0.635165,0.262279,0.102556
train5906,0.305157,0.305337,0.389506
train5907,0.476704,0.303887,0.219409
train5908,0.065398,0.731979,0.202623
train5909,0.116992,0.265249,0.617758
train5910,0.663094,0.184552,0.152354
train5911,0.707919,0.054642,0.237440
train5912,0.257905,0.630316,0.111779
train5913,0.328912,0.517702,0.153386
train5914,0.191950,0.667206,0.140844
train5915,0.445453,0.272509,0.282038
train5916,0.759772,0.080253,0.159975
train5917,0.749101,0.103932,0.146968
train5918,0.017724,0.952706,0.029569
train5919,0.604690,0.002689,0.392622
train5920,0.000275,0.771442,0.228282
train5921,0.125145,0.447147,0.427708
train5922,0.281909,0.059223,0.658867
train5923,0.571134,0.194878,0.233989
train5924,0.258036,0.537889,0.204074
train5925,0.075428,0.033164,0.891408
train5926,0.797549,0.051583,0.150868
train5927,0.209201,0.284746,0.506053
train5928,0.376450,0.525012,0.098538
train5929,0.679963,0.168263,0.151773
train5930,0.061292,0.071060,0.867648
train5931,0.086747,0.440101,0.473151
train5932,0.543234,0.433192,0.023574
train5933,0.443991,0.439225,0.116784
train5934,0.584700,0.185211,0.230089
train5935,0.649730,0.200160,0.150110
train5936,0.515350,0.215271,0.269379
train5937,0.166772,0.643009,0.190219
train5938,0.366308,0.105503,0.528189
train5939,0.771489,0.223972,0.004538
train5940,0.377343,0.004706,0.617951
train5941,0.016521,0.592997,0.390483
train5942,0.123535,0.361803,0.514663
train5943,0.260687,0.604365,0.134947
train5944,0.373985,0.279839,0.346176
train5945,0.278543,0.496605,0.224853
train5946,0.429279,0.084740,0.485981
train5947,0.230049,0.330329,0.439622
train5948,0.052079,0.324878,0.623043
train5949,0.117986,0.533526,0.348488
train5950,0.026702,0.647556,0.325742
train5951,0.231081,0.136219,0.632700
train5952,0.000897,0.072634,0.926469
train5953,0.525149,0.080260,0.394591
train5954,0.272143,0.189698,0.538159
train5955,0.285996,0.620606,0.093399
train5956,0.206905,0.670774,0.122322
train5957,0.008744,0.853675,0.137581
train5958,0.393418,0.038170,0.568412
train5959,0.214297,0.534396,0.251307
train5960,0.038871,0.304160,0.656969
train5961,0.537740,0.299561,0.162698
train5962,0.330906,0.155282,0.513813
train5963,0.325830,0.102344,0.571826
train5964,0.321098,0.337570,0.341332
train5965,0.022339,0.275931,0.701730
train5966,0.394292,0.393995,0.211713
train5967,0.688876,0.232106,0.079018
train5968,0.647298,0.203609,0.149093
train5969,0.914579,0.023568,0.061852
train5970,0.014055,0.918659,0.067286
train5971,0.526881,0.122034,0.351085
train5972,0.517867,0.309153,0.172980
train5973,0.665971,0.189186,0.144843
train5974,0.350550,0.315265,0.334185
train5975,0.225160,0.008122,0.766719
train5976,0.532119,0.179924,0.287956
train5977,0.152452,0.704984,0.142564
train5978,0.145418,0.360863,0.493719
train5979,0.223794,0.301909,0.474297
train5980,0.332346,0.663788,0.003866
train5981,0.283310,0.477001,0.239689
train5982,0.208689,0.409767,0.381543
train5983,0.146081,0.001660,0.852259
train5984,0.234828,0.730229,0.034942
train5985,0.206575,0.288758,0.504667
train5986,0.166000,0.209838,0.624162
train5987,0.485532,0.415287,0.099181
train5988,0.000472,0.279446,0.720082
train5989,0.262000,0.711496,0.026504
train5990,0.311717,0.524162,0.164122
train5991,0.001715,0.389443,0.608842
train5992,0.034642,0.043244,0.922113
train5993,0.248972,0.624638,0.126390
train5994,0.400220,0.369813,0.229966
train5995,0.182411,0.393554,0.424035
train5996,0.065613,0.817264,0.117123
train5997,0.899113,0.030836,0.070051
train5998,0.274810,0.631717,0.093473
train5999,0.689921,0.263048,0.047030
train6000,0.081236,0.445494,0.473270
train6001,0.025428,0.380630,0.593943
train6002,0.050854,0.179027,0.770119
train6003,0.255539,0.636209,0.108252
train6004,0.153261,0.801899,0.044840
train6005,0.387754,0.347477,0.264770
train6006,0.433669,0.502720,0.063611
train6007,0.591329,0.128245,0.280426
train6008,0.280222,0.649112,0.070666
train6009,0.003402,0.938136,0.058462
train6010,0.136562,0.578024,0.285414
train6011,0.337124,0.387288,0.275588
train6012,0.543706,0.343315,0.112979
train6013,0.276112,0.594781,0.129107
train6014,0.637389,0.338239,0.024372
train6015,0.582504,0.307643,0.109852
train6016,0.844598,0.123520,0.031881
train6017,0.374707,0.046582,0.578711
train6018,0.078845,0.466453,0.454701
train6019,0.039165,0.135999,0.824837
train6020,0.221363,0.689170,0.089467
train6021,0.814044,0.134471,0.051485
train6022,0.628368,0.081244,0.290388
train6023,0.225454,0.498203,0.276343
train6024,0.088624,0.807080,0.104296
train6025,0.011335,0.747492,0.241173
train6026,0.472932,0.314280,0.212788
train6027,0.014771,0.545855,0.439374
train6028,0.602149,0.079293,0.318558
train6029,0.068819,0.862200,0.068981
train6030,0.085313,0.005896,0.908791
train6031,0.392364,0.256978,0.350658
train6032,0.599382,0.098510,0.302108
train6033,0.132630,0.156527,0.710843
train6034,0.839266,0.036030,0.124704
train6035,0.037264,0.336038,0.626698
train6036,0.110959,0.462243,0.426798
train6037,0.639966,0.313637,0.046396
train6038,0.113553,0.064164,0.822284
train6039,0.137533,0.301639,0.560829
train6040,0.226877,0.371916,0.401207
train6041,0.502206,0.023174,0.474620
train6042,0.321056,0.508117,0.170827
train6043,0.223536,0.725601,0.050863
train6044,0.207558,0.444089,0.348353
train6045,0.007129,0.110078,0.882793
train6046,0.457778,0.481011,0.061211
train6047,0.328183,0.421745,0.250072
train6048,0.793087,0.016888,0.190025
train6049,0.371093,0.492687,0.136220
train6050,0.604583,0.098386,0.297031
train6051,0.627058,0.076318,0.296623
train6052,0.831618,0.134032,0.034350
train6053,0.023608,0.443524,0.532868
train6054,0.067295,0.893127,0.039578
train6055,0.535013,0.087278,0.377709
train6056,0.306654,0.462957,0.230389
train6057,0.085612,0.215923,0.698465
train6058,0.444871,0.551733,0.003396
train6059,0.012349,0.456255,0.531396
train6060,0.124832,0.036597,0.838571
train6061,0.154085,0.808970,0.036945
train6062,0.465703,0.395162,0.139135
train6063,0.572233,0.141911,0.285856
train6064,0.108077,0.539100,0.352823
train6065,0.482331,0.278171,0.239498
train6066,0.364998,0.498009,0.136994
train6067,0.298521,0.129927,0.571552
train6068,0.002019,0.498542,0.499439
train6069,0.280441,0.472704,0.246854
train6070,0.248820,0.417563,0.333617
train6071,0.102918,0.506222,0.390860
train6072,0.482485,0.085037,0.432478
train6073,0.112580,0.854825,0.032595
train6074,0.091378,0.225923,0.682699
train6075,0.219912,0.441577,0.338511
train6076,0.420587,0.417221,0.162192
train6077,0.183789,0.129344,0.686867
train6078,0.120150,0.612453,0.267398
train6079,0.627321,0.155576,0.217103
train6080,0.232360,0.641300,0.126340
train6081,0.593586,0.180707,0.225707
train6082,0.129381,0.360708,0.509910
train6083,0.684098,0.218035,0.097867
train6084,0.263362,0.175992,0.560646
train6085,0.144032,0.742475,0.113493
train6086,0.529723,0.131905,0.338372
train6087,0.119660,0.807631,0.072709
train6088,0.696671,0.130299,0.173031
train6089,0.719974,0.140092,0.139933
train6090,0.158491,0.351759,0.489749
train6091,0.154963,0.275238,0.569800
train6092,0.795330,0.002382,0.202288
train6093,0.286300,0.140412,0.573288
train6094,0.016286,0.667781,0.315933
train6095,0.265890,0.594014,0.140096
train6096,0.391637,0.285726,0.322637
train6097,0.192756,0.803903,0.003341
train6098,0.167775,0.336076,0.496149
train6099,0.410761,0.473775,0.115464
train6100,0.658405,0.058606,0.282990
train6101,0.439284,0.506671,0.054045
train6102,0.615910,0.271324,0.112766
train6103,0.366170,0.224858,0.408972
train6104,0.749088,0.014920,0.235992
train6105,0.120275,0.108689,0.771036
train6106,0.265215,0.722329,0.012456
train6107,0.024814,0.208665,0.766521
train6108,0.453519,0.274511,0.271970
train6109,0.249804,0.305329,0.444867
train6110,0.423388,0.418358,0.158254
train6111,0.031353,0.862054,0.106593
train6112,0.050130,0.514253,0.435618
train6113,0.821491,0.074943,0.103566
train6114,0.155351,0.820811,0.023838
train6115,0.009484,0.653983,0.336533
train6116,0.064836,0.843355,0.091808
train6117,0.082458,0.632178,0.285364
train6118,0.028134,0.911409,0.060457
train6119,0.609688,0.353393,0.036920
train6120,0.244114,0.417785,0.338100
train6121,0.679061,0.239675,0.081264
train6122,0.000981,0.658191,0.340828
train6123,0.368854,0.001645,0.629501
train6124,0.546947,0.159463,0.293590
train6125,0.055389,0.876643,0.067968
train6126,0.322066,0.112201,0.565733
train6127,0.396903,0.356424,0.246673
train6128,0.542653,0.071108,0.386239
train6129,0.105703,0.497098,0.397199
train6130,0.049994,0.918079,0.031927
train6131,0.296531,0.098258,0.605212
train6132,0.334915,0.212293,0.452792
train6133,0.269336,0.332125,0.398539
train6134,0.324028,0.613999,0.061973
train6135,0.048964,0.230051,0.720985
train6136,0.234159,0.352389,0.413452
train6137,0.443294,0.313665,0.243041
train6138,0.113369,0.737426,0.149205
train6139,0.252977,0.285357,0.461665
train6140,0.033590,0.261754,0.704656
train6141,0.080890,0.104294,0.814816
train6142,0.100360,0.274303,0.625336
train6143,0.605544,0.226274,0.168182
train6144,0.550701,0.330658,0.118641
train6145,0.180621,0.660620,0.158758
train6146,0.389914,0.371163,0.238922
train6147,0.113494,0.570922,0.315583
train6148,0.450713,0.098767,0.450520
train6149,0.195867,0.008167,0.795966
train6150,0.330582,0.310289,0.359129
train6151,0.128693,0.148144,0.723163
train6152,0.146182,0.120631,0.733188
train6153,0.116261,0.156883,0.726856
train6154,0.053201,0.786486,0.160313
train6155,0.672837,0.187436,0.139728
train6156,0.322318,0.156564,0.521118
train6157,0.701008,0.183984,0.115008
train6158,0.094103,0.725262,0.180635
train6159,0.642727,0.065355,0.291918
train6160,0.608564,0.347906,0.043530
train6161,0.189178,0.079967,0.730855
train6162,0.636869,0.183837,0.179294
train6163,0.334269,0.042957,0.622774
train6164,0.424066,0.335688,0.240246
train6165,0.128319,0.281797,0.589884
train6166,0.780734,0.103978,0.115288
train6167,0.051938,0.081542,0.866520
train6168,0.838376,0.086910,0.074714
train6169,0.452868,0.155506,0.391626
train6170,0.403724,0.036697,0.559579
train6171,0.242066,0.210073,0.547860
train6172,0.015231,0.830156,0.154613
train6173,0.033837,0.323372,0.642791
train6174,0.098249,0.288790,0.612961
train6175,0.097023,0.753168,0.149809
train6176,0.390246,0.409304,0.200450
train6177,0.234555,0.289670,0.475775
train6178,0.166902,0.669000,0.164098
train6179,0.410380,0.419078,0.170542
train6180,0.024546,0.206480,0.768975
train6181,0.214367,0.049013,0.736620
train6182,0.504135,0.296022,0.199844
train6183,0.557917,0.396123,0.045960
train6184,0.405799,0.523919,0.070282
train6185,0.089011,0.478121,0.432868
train6186,0.731334,0.012541,0.256125
train6187,0.195921,0.452438,0.351641
train6188,0.089085,0.023862,0.887053
train6189,0.178693,0.741588,0.079719
train6190,0.029950,0.933601,0.036449
train6191,0.535115,0.289340,0.175545
train6192,0.765133,0.099492,0.135376
train6193,0.213049,0.048195,0.738755
train6194,0.104836,0.192638,0.702526
train6195,0.385125,0.572928,0.041947
train6196,0.121808,0.669602,0.208590
train6197,0.190449,0.150904,0.658647
train6198,0.067924,0.218237,0.713839
train6199,0.134831,0.688960,0.176209
train6200,0.253585,0.642413,0.104002
train6201,0.339384,0.137438,0.523178
train6202,0.328710,0.531645,0.139646
train6203,0.658864,0.127262,0.213874
train6204,0.128642,0.120463,0.750895
train6205,0.133590,0.057643,0.808766
train6206,0.302956,0.192604,0.504440
train6207,0.846188,0.072238,0.081575
train6208,0.086274,0.906501,0.007225
train6209,0.546363,0.394764,0.058873
train6210,0.474680,0.154743,0.370578
train6211,0.528966,0.047947,0.423087
train6212,0.220790,0.488405,0.290805
train6213,0.159046,0.679052,0.161902
train6214,0.226252,0.716221,0.057527
train6215,0.627642,0.228282,0.144076
train6216,0.219258,0.050481,0.730261
train6217,0.545663,0.105391,0.348946
train6218,0.171237,0.426513,0.402250
train6219,0.095093,0.772116,0.132792
train6220,0.011416,0.511857,0.476727
train6221,0.678043,0.186017,0.135940
train6222,0.151299,0.599639,0.249062
train6223,0.387678,0.097153,0.515168
train6224,0.168299,0.044708,0.786993
train6225,0.273417,0.504294,0.222289
train6226,0.816838,0.107027,0.076135
train6227,0.270960,0.236492,0.492548
train6228,0.786913,0.099841,0.113246
train6229,0.035246,0.087016,0.877738
train6230,0.346654,0.484150,0.169196
train6231,0.108300,0.089811,0.801889
train6232,0.496163,0.225374,0.278463
train6233,0.394163,0.568390,0.037447
train6234,0.328879,0.211353,0.459768
train6235,0.271643,0.604784,0.123574
train6236,0.451974,0.188323,0.359703
train6237,0.180836,0.083977,0.735188
train6238,0.237806,0.285996,0.476198
train6239,0.055405,0.029912,0.914683
train6240,0.211096,0.516354,0.272550
train6241,0.319272,0.449501,0.231227
train6242,0.888331,0.012881,0.098788
train6243,0.238033,0.345602,0.416364
train6244,0.039981,0.863205,0.096815
train6245,0.567951,0.292934,0.139115
train6246,0.826860,0.001944,0.171197
train6247,0.627903,0.327793,0.044303
train6248,0.016792,0.670741,0.312468
train6249,0.642559,0.019469,0.337972
train6250,0.199776,0.469546,0.330678
train6251,0.629467,0.248151,0.122381
train6252,0.171300,0.434185,0.394514
train6253,0.181788,0.373211,0.445002
train6254,0.034519,0.336561,0.628921
train6255,0.841491,0.103218,0.055291
train6256,0.669044,0.262239,0.068718
train6257,0.707651,0.233274,0.059075
train6258,0.150231,0.339439,0.510331
train6259,0.157795,0.219880,0.622326
train6260,0.448039,0.501342,0.050619
train6261,0.200887,0.304548,0.494565
train6262,0.774119,0.220780,0.005101
train6263,0.452765,0.275520,0.271715
train6264,0.285707,0.543667,0.170626
train6265,0.296318,0.685894,0.017787
train6266,0.582065,0.107760,0.310175
train6267,0.030247,0.394499,0.575255
train6268,0.111462,0.878716,0.009822
train6269,0.802689,0.027854,0.169457
train6270,0.092865,0.573133,0.334002
train6271,0.314142,0.650772,0.035086
train6272,0.121765,0.653469,0.224766
train6273,0.238524,0.443904,0.317571
train6274,0.069265,0.866188,0.064547
train6275,0.508997,0.468129,0.022875
train6276,0.715819,0.230311,0.053870
train6277,0.560529,0.159185,0.280286
train6278,0.066153,0.276514,0.657333
train6279,0.442219,0.129689,0.428091
train6280,0.259407,0.176694,0.563899
train6281,0.466475,0.140767,0.392758
train6282,0.424632,0.321965,0.253403
train6283,0.827023,0.054213,0.118764
train6284,0.049589,0.483889,0.466521
train6285,0.180671,0.338443,0.480886
train6286,0.613927,0.170797,0.215276
train6287,0.408967,0.141625,0.449408
train6288,0.439271,0.517541,0.043188
train6289,0.673447,0.257831,0.068722
train6290,0.730229,0.152656,0.117115
train6291,0.596143,0.179728,0.224129
train6292,0.189491,0.079242,0.731267
train6293,0.182078,0.494586,0.323336
train6294,0.201505,0.533169,0.265327
train6295,0.716002,0.260802,0.023196
train6296,0.166950,0.738674,0.094376
train6297,0.696888,0.185213,0.117899
train6298,0.108279,0.164851,0.726870
train6299,0.011651,0.103153,0.885196
train6300,0.199248,0.158528,0.642225
train6301,0.130255,0.213201,0.656543
train6302,0.077369,0.333999,0.588633
train6303,0.139671,0.696151,0.164178
train6304,0.081645,0.322036,0.596318
train6305,0.020814,0.317538,0.661649
train6306,0.066335,0.097365,0.836300
train6307,0.195967,0.342712,0.461321
train6308,0.262193,0.317361,0.420445
train6309,0.183835,0.357468,0.458697
train6310,0.225244,0.007997,0.766759
train6311,0.429928,0.227673,0.342399
train6312,0.346417,0.617177,0.036406
train6313,0.289828,0.430015,0.280157
train6314,0.051138,0.314071,0.634791
train6315,0.542582,0.375712,0.081706
train6316,0.598591,0.099731,0.301678
train6317,0.190346,0.476683,0.332971
train6318,0.106585,0.746402,0.147013
train6319,0.385882,0.014424,0.599694
train6320,0.810516,0.030104,0.159381
train6321,0.224300,0.634994,0.140706
train6322,0.126922,0.167327,0.705751
train6323,0.314524,0.065798,0.619679
train6324,0.850399,0.131953,0.017649
train6325,0.416975,0.400235,0.182790
train6326,0.293110,0.138618,0.568272
train6327,0.307383,0.178707,0.513909
train6328,0.025278,0.716206,0.258516
train6329,0.301695,0.514417,0.183888
train6330,0.415009,0.221152,0.363839
train6331,0.810091,0.136030,0.053879
train6332,0.289151,0.324981,0.385868
train6333,0.260792,0.737442,0.001766
train6334,0.131488,0.317991,0.550520
train6335,0.150718,0.777726,0.071556
train6336,0.449195,0.242645,0.308160
train6337,0.510250,0.407922,0.081827
train6338,0.772273,0.137756,0.089971
train6339,0.002528,0.759363,0.238109
train6340,0.480040,0.074058,0.445901
train6341,0.341750,0.278887,0.379363
train6342,0.114206,0.214313,0.671481
train6343,0.307635,0.322112,0.370252
train6344,0.503177,0.362078,0.134745
train6345,0.250536,0.458205,0.291260
train6346,0.200629,0.639791,0.159581
train6347,0.169861,0.409100,0.421039
train6348,0.481087,0.008614,0.510299
train6349,0.266132,0.732455,0.001412
train6350,0.655937,0.200035,0.144027
train6351,0.217667,0.398909,0.383424
train6352,0.024088,0.135170,0.840741
train6353,0.131740,0.612688,0.255572
train6354,0.215337,0.385966,0.398696
train6355,0.735593,0.083674,0.180734
train6356,0.218014,0.543525,0.238461
train6357,0.500973,0.003981,0.495046
train6358,0.812174,0.123825,0.064001
train6359,0.526230,0.328656,0.145114
train6360,0.163366,0.430379,0.406255
train6361,0.600825,0.215935,0.183240
train6362,0.051865,0.061166,0.886968
train6363,0.128236,0.575245,0.296519
train6364,0.051694,0.089244,0.859062
train6365,0.357284,0.063103,0.579613
train6366,0.512199,0.444545,0.043256
train6367,0.578402,0.366317,0.055280
train6368,0.276681,0.019560,0.703759
train6369,0.217377,0.710527,0.072095
train6370,0.845287,0.086776,0.067937
train6371,0.118129,0.271805,0.610066
train6372,0.033356,0.140852,0.825792
train6373,0.259616,0.567914,0.172469
train6374,0.515606,0.114779,0.369616
train6375,0.225575,0.245099,0.529327
train6376,0.826685,0.035486,0.137829
train6377,0.415565,0.053731,0.530704
train6378,0.425028,0.010161,0.564811
train6379,0.101415,0.251069,0.647516
train6380,0.615275,0.357099,0.027626
train6381,0.163599,0.264810,0.571591
train6382,0.003870,0.674659,0.321471
train6383,0.223769,0.668249,0.107982
train6384,0.507296,0.388371,0.104333
train6385,0.123052,0.515665,0.361283
train6386,0.252626,0.452498,0.294876
train6387,0.313323,0.206234,0.480443
train6388,0.149851,0.163140,0.687009
train6389,0.187849,0.305151,0.507000
train6390,0.350885,0.508917,0.140198
train6391,0.582701,0.409281,0.008018
train6392,0.745781,0.252246,0.001973
train6393,0.102926,0.474828,0.422246
train6394,0.423228,0.498655,0.078117
train6395,0.115854,0.726163,0.157983
train6396,0.221698,0.714991,0.063310
train6397,0.234275,0.050735,0.714990
train6398,0.383474,0.099021,0.517506
train6399,0.149585,0.036290,0.814125
train6400,0.512137,0.088394,0.399469
train6401,0.085811,0.118330,0.795859
train6402,0.475118,0.194123,0.330759
train6403,0.527001,0.363744,0.109254
train6404,0.086667,0.612332,0.301002
train6405,0.892929,0.025558,0.081513
train6406,0.134243,0.637383,0.228374
train6407,0.418260,0.331430,0.250311
train6408,0.290283,0.018490,0.691227
train6409,0.078511,0.390349,0.531140
train6410,0.200492,0.347067,0.452441
train6411,0.045306,0.465961,0.488733
train6412,0.461630,0.422992,0.115378
train6413,0.493418,0.226499,0.280082
train6414,0.608367,0.319561,0.072072
train6415,0.509171,0.279258,0.211571
train6416,0.268396,0.324874,0.406730
train6417,0.079356,0.049384,0.871260
train6418,0.647000,0.263002,0.089998
train6419,0.196734,0.316519,0.486748
train6420,0.559908,0.278345,0.161747
train6421,0.336254,0.283064,0.380682
train6422,0.081928,0.432978,0.485094
train6423,0.165773,0.592161,0.242067
train6424,0.152691,0.147536,0.699773
train6425,0.468354,0.050171,0.481475
train6426,0.271438,0.420398,0.308164
train6427,0.124997,0.084602,0.790401
train6428,0.424178,0.046169,0.529653
train6429,0.551381,0.039707,0.408912
train6430,0.083354,0.651231,0.265415
train6431,0.015471,0.447475,0.537054
train6432,0.102518,0.080255,0.817227
train6433,0.147986,0.560156,0.291858
train6434,0.027984,0.477319,0.494697
train6435,0.071248,0.814393,0.114359
train6436,0.462965,0.317339,0.219696
train6437,0.728818,0.140517,0.130665
train6438,0.277698,0.349119,0.373182
train6439,0.361033,0.370837,0.268130
train6440,0.296098,0.228492,0.475410
train6441,0.237021,0.385799,0.377180
train6442,0.351419,0.207251,0.441329
train6443,0.744203,0.006294,0.249502
train6444,0.186745,0.684567,0.128688
train6445,0.152078,0.813384,0.034538
train6446,0.517949,0.442149,0.039902
train6447,0.171233,0.264411,0.564357
train6448,0.223196,0.156240,0.620564
train6449,0.302017,0.288895,0.409088
train6450,0.486723,0.290680,0.222598
train6451,0.813588,0.053476,0.132936
train6452,0.176149,0.664768,0.159083
train6453,0.354057,0.555030,0.090914
train6454,0.131801,0.847344,0.020855
train6455,0.745917,0.035397,0.218686
train6456,0.344064,0.202951,0.452985
train6457,0.319922,0.533077,0.147001
train6458,0.337865,0.335439,0.326696
train6459,0.298144,0.500607,0.201249
train6460,0.075517,0.447121,0.477362
train6461,0.109761,0.652522,0.237717
train6462,0.634614,0.326935,0.038452
train6463,0.500214,0.423378,0.076407
train6464,0.143839,0.440543,0.415619
train6465,0.732414,0.046919,0.220667
train6466,0.318388,0.421802,0.259809
train6467,0.059503,0.000148,0.940349
train6468,0.125466,0.014660,0.859873
train6469,0.233071,0.207465,0.559464
train6470,0.080325,0.416013,0.503661
train6471,0.793469,0.058571,0.147960
train6472,0.053287,0.688451,0.258262
train6473,0.657282,0.020287,0.322431
train6474,0.044446,0.321611,0.633942
train6475,0.093629,0.228706,0.677665
train6476,0.130110,0.092606,0.777284
train6477,0.737957,0.185264,0.076778
train6478,0.208734,0.041156,0.750110
train6479,0.154819,0.809340,0.035842
train6480,0.699271,0.177994,0.122735
train6481,0.661137,0.334391,0.004472
train6482,0.325271,0.049680,0.625049
train6483,0.009650,0.454560,0.535790
train6484,0.036539,0.528203,0.435258
train6485,0.507054,0.114857,0.378088
train6486,0.044607,0.026840,0.928553
train6487,0.185305,0.253045,0.561650
train6488,0.123219,0.056609,0.820173
train6489,0.239584,0.653307,0.107109
train6490,0.535213,0.027975,0.436812
train6491,0.330737,0.440822,0.228441
train6492,0.650612,0.058525,0.290863
train6493,0.100495,0.463406,0.436099
train6494,0.792694,0.096255,0.111051
train6495,0.250833,0.377801,0.371366
train6496,0.041741,0.104702,0.853557
train6497,0.533581,0.459316,0.007103
train6498,0.069677,0.867502,0.062821
train6499,0.045624,0.529562,0.424814
train6500,0.339948,0.211597,0.448456
train6501,0.056975,0.590169,0.352855
train6502,0.539802,0.363992,0.096207
train6503,0.420570,0.440043,0.139387
train6504,0.673209,0.049576,0.277215
train6505,0.664327,0.132402,0.203271
train6506,0.238567,0.195749,0.565685
train6507,0.247335,0.313247,0.439419
train6508,0.221689,0.626244,0.152066
train6509,0.214533,0.543873,0.241593
train6510,0.376206,0.495462,0.128332
train6511,0.183262,0.050055,0.766683
train6512,0.149016,0.254764,0.596220
train6513,0.309471,0.481038,0.209491
train6514,0.465117,0.119258,0.415625
train6515,0.077632,0.507091,0.415276
train6516,0.213121,0.306013,0.480866
train6517,0.231977,0.165747,0.602275
train6518,0.804393,0.082732,0.112875
train6519,0.559562,0.206810,0.233628
train6520,0.189900,0.351774,0.458326
train6521,0.345140,0.309592,0.345268
train6522,0.198120,0.026519,0.775361
train6523,0.081809,0.117876,0.800314
train6524,0.741208,0.151681,0.107110
train6525,0.894407,0.035482,0.070110
train6526,0.782579,0.163396,0.054025
train6527,0.354100,0.372626,0.273274
train6528,0.132810,0.363962,0.503228
train6529,0.001621,0.008372,0.990007
train6530,0.300209,0.174127,0.525664
train6531,0.110873,0.154898,0.734229
train6532,0.005159,0.808820,0.186020
train6533,0.453505,0.047903,0.498591
train6534,0.060863,0.927739,0.011397
train6535,0.187005,0.214611,0.598384
train6536,0.125012,0.523836,0.351152
train6537,0.206919,0.435852,0.357229
train6538,0.111339,0.496568,0.392093
train6539,0.232390,0.382441,0.385169
train6540,0.387897,0.419783,0.192320
train6541,0.591260,0.330733,0.078007
train6542,0.680538,0.169320,0.150141
train6543,0.819450,0.012178,0.168372
train6544,0.130906,0.733044,0.136050
train6545,0.373848,0.365266,0.260886
train6546,0.408153,0.334510,0.257337
train6547,0.446517,0.400343,0.153140
train6548,0.297729,0.326666,0.375605
train6549,0.759048,0.003096,0.237856
train6550,0.224749,0.085725,0.689526
train6551,0.088989,0.731571,0.179439
train6552,0.196531,0.701915,0.101554
train6553,0.097656,0.209475,0.692869
train6554,0.011827,0.645186,0.342987
train6555,0.830964,0.147649,0.021387
train6556,0.115755,0.405132,0.479112
train6557,0.022494,0.156748,0.820758
train6558,0.528175,0.388200,0.083624
train6559,0.362556,0.623687,0.013756
train6560,0.183878,0.635050,0.181073
train6561,0.439236,0.485426,0.075338
train6562,0.116851,0.725289,0.157860
train6563,0.006002,0.090123,0.903875
train6564,0.037018,0.844532,0.118451
train6565,0.195333,0.098171,0.706496
train6566,0.191903,0.535959,0.272138
train6567,0.540476,0.026652,0.432872
train6568,0.051487,0.647849,0.300664
train6569,0.319588,0.588422,0.091990
train6570,0.106490,0.872918,0.020592
train6571,0.593355,0.246201,0.160444
train6572,0.170658,0.651989,0.177353
train6573,0.863119,0.000468,0.136413
train6574,0.807476,0.133264,0.059261
train6575,0.406126,0.092813,0.501061
train6576,0.434337,0.159024,0.406639
