SampleID,A->B,B->A,A-B,A|B
train5984,0.147382,0.205823,0.328343,0.318452
train5985,0.015787,0.118865,0.704854,0.160494
train5986,0.395265,0.271265,0.233957,0.099513
train5987,0.002092,0.461917,0.352635,0.183357
train5988,0.579307,0.049108,0.036833,0.334752
train5989,0.191230,0.019054,0.387233,0.402483
train5990,0.594569,0.199695,0.021184,0.184551
train5991,0.030383,0.546749,0.131804,0.291065
train5992,0.113678,0.484365,0.173730,0.228228
train5993,0.114224,0.363380,0.447227,0.075169
train5994,0.062388,0.195312,0.656443,0.085857
train5995,0.282986,0.070686,0.533236,0.113092
train5996,0.148765,0.103628,0.611079,0.136527
train5997,0.104542,0.126811,0.419742,0.348905
train5998,0.281029,0.120056,0.447818,0.151098
train5999,0.080115,0.236266,0.640857,0.042763
train6000,0.167669,0.427789,0.129800,0.274742
train6001,0.190375,0.188163,0.432518,0.188944
train6002,0.053365,0.789218,0.129152,0.028266
train6003,0.105493,0.256173,0.605907,0.032427
train6004,0.184607,0.114109,0.656557,0.044728
train6005,0.329938,0.525270,0.094540,0.050252
train6006,0.088218,0.289382,0.493335,0.129064
train6007,0.275349,0.131356,0.163975,0.429320
train6008,0.026710,0.422962,0.406624,0.143703
train6009,0.094341,0.047276,0.269660,0.588723
train6010,0.473025,0.287778,0.085887,0.153309
train6011,0.094889,0.252000,0.553023,0.100088
train6012,0.572653,0.111626,0.064694,0.251027
train6013,0.213025,0.331405,0.453358,0.002212
train6014,0.485709,0.400783,0.098531,0.014977
train6015,0.306209,0.556021,0.063059,0.074710
train6016,0.462313,0.260196,0.248150,0.029342
train6017,0.031282,0.013044,0.040943,0.914730
train6018,0.330311,0.242790,0.271219,0.155679
train6019,0.200632,0.225470,0.031020,0.542878
train6020,0.087095,0.429321,0.375341,0.108243
train6021,0.143524,0.057910,0.647158,0.151408
train6022,0.034866,0.654907,0.112220,0.198006
train6023,0.317406,0.213664,0.189463,0.279467
train6024,0.240210,0.000666,0.287161,0.471962
train6025,0.342867,0.092975,0.210982,0.353175
train6026,0.248606,0.102600,0.473503,0.175290
train6027,0.333111,0.280272,0.206426,0.180191
train6028,0.150011,0.536040,0.253576,0.060373
train6029,0.403465,0.260596,0.323687,0.012252
train6030,0.351656,0.203447,0.114245,0.330651
train6031,0.248534,0.241613,0.468356,0.041497
train6032,0.065915,0.278782,0.370446,0.284857
train6033,0.623663,0.073116,0.232925,0.070296
train6034,0.033929,0.699549,0.024373,0.242149
train6035,0.664512,0.111141,0.059278,0.165069
train6036,0.534762,0.051300,0.286613,0.127325
train6037,0.525661,0.364380,0.050839,0.059120
train6038,0.598065,0.147325,0.132514,0.122096
train6039,0.152586,0.440198,0.063656,0.343559
train6040,0.664347,0.003348,0.180645,0.151661
train6041,0.112925,0.015791,0.357281,0.514002
train6042,0.354799,0.048137,0.222607,0.374457
train6043,0.081742,0.058457,0.495895,0.363905
train6044,0.265734,0.154703,0.255364,0.324200
train6045,0.058359,0.583659,0.310314,0.047669
train6046,0.029469,0.370626,0.323918,0.275987
train6047,0.138979,0.268194,0.372173,0.220655
train6048,0.277116,0.098530,0.473073,0.151281
train6049,0.059932,0.611187,0.079758,0.249123
train6050,0.028822,0.791567,0.024583,0.155028
train6051,0.040158,0.049219,0.338961,0.571662
train6052,0.076123,0.584007,0.002158,0.337712
train6053,0.691918,0.103034,0.053342,0.151706
train6054,0.023673,0.019893,0.037009,0.919426
train6055,0.503382,0.053574,0.070601,0.372443
train6056,0.032222,0.458453,0.204775,0.304549
train6057,0.510180,0.399868,0.076966,0.012986
train6058,0.354400,0.313152,0.104328,0.228120
train6059,0.675596,0.013127,0.138821,0.172457
train6060,0.661823,0.222338,0.072777,0.043062
train6061,0.105842,0.181350,0.329477,0.383332
train6062,0.037002,0.507042,0.401032,0.054924
train6063,0.106283,0.392149,0.158438,0.343130
train6064,0.011319,0.053494,0.123663,0.811524
train6065,0.397583,0.124285,0.419977,0.058155
train6066,0.167252,0.210847,0.103472,0.518429
train6067,0.584316,0.214839,0.089282,0.111564
train6068,0.244398,0.373594,0.209646,0.172362
train6069,0.133603,0.293370,0.508691,0.064335
train6070,0.574110,0.052236,0.365725,0.007929
train6071,0.071886,0.325543,0.033455,0.569116
train6072,0.162316,0.294438,0.445522,0.097724
train6073,0.521392,0.023220,0.159340,0.296048
train6074,0.651149,0.215997,0.013715,0.119138
train6075,0.375409,0.179990,0.302151,0.142450
train6076,0.387683,0.180983,0.017721,0.413613
train6077,0.099541,0.709985,0.037988,0.152485
train6078,0.212501,0.729801,0.055748,0.001950
train6079,0.204815,0.346937,0.220191,0.228058
train6080,0.108958,0.409416,0.296408,0.185218
train6081,0.104559,0.466704,0.217019,0.211718
train6082,0.020231,0.154437,0.169739,0.655593
train6083,0.128957,0.405149,0.101034,0.364861
train6084,0.341346,0.161967,0.022956,0.473732
train6085,0.252970,0.040325,0.160923,0.545782
train6086,0.062559,0.408067,0.484980,0.044394
train6087,0.381411,0.365897,0.035608,0.217085
train6088,0.015044,0.633291,0.257070,0.094596
train6089,0.039983,0.151986,0.390751,0.417280
train6090,0.205216,0.033552,0.480723,0.280509
train6091,0.139975,0.152613,0.235150,0.472263
train6092,0.097044,0.555490,0.119530,0.227937
train6093,0.438448,0.120621,0.419073,0.021858
train6094,0.542331,0.291364,0.025315,0.140991
train6095,0.281806,0.104105,0.548087,0.066002
train6096,0.144776,0.131751,0.047944,0.675530
train6097,0.476845,0.136019,0.024977,0.362159
train6098,0.235609,0.116272,0.454696,0.193423
train6099,0.037793,0.353891,0.478885,0.129431
train6100,0.699375,0.155078,0.056187,0.089360
train6101,0.108867,0.018324,0.700685,0.172124
train6102,0.228715,0.317210,0.115308,0.338767
train6103,0.484105,0.177274,0.266702,0.071919
train6104,0.613890,0.227770,0.074901,0.083439
train6105,0.080711,0.013220,0.199639,0.706431
train6106,0.545433,0.135386,0.007027,0.312154
train6107,0.032397,0.121875,0.572377,0.273350
train6108,0.492639,0.134353,0.310708,0.062300
train6109,0.389999,0.035195,0.271759,0.303048
train6110,0.893275,0.026959,0.079396,0.000370
train6111,0.545068,0.327037,0.000712,0.127182
train6112,0.091470,0.236212,0.647547,0.024771
train6113,0.316488,0.106927,0.485436,0.091149
train6114,0.039395,0.288702,0.074962,0.596942
train6115,0.727295,0.015298,0.075465,0.181942
train6116,0.204368,0.227827,0.363098,0.204707
train6117,0.035547,0.365637,0.008390,0.590426
train6118,0.703883,0.216144,0.022850,0.057122
train6119,0.261373,0.239616,0.485761,0.013250
train6120,0.432374,0.446514,0.008241,0.112871
train6121,0.094501,0.273915,0.289111,0.342473
train6122,0.363270,0.520840,0.080109,0.035781
train6123,0.062157,0.054761,0.227214,0.655867
train6124,0.272214,0.302512,0.191713,0.233562
train6125,0.146078,0.077446,0.614521,0.161955
train6126,0.036890,0.127351,0.753392,0.082366
train6127,0.354580,0.109768,0.045565,0.490087
train6128,0.102962,0.766449,0.090391,0.040198
train6129,0.440930,0.111352,0.092150,0.355567
train6130,0.228335,0.194272,0.020976,0.556417
train6131,0.231729,0.256472,0.426369,0.085429
train6132,0.459507,0.164948,0.048722,0.326823
train6133,0.249577,0.079662,0.024680,0.646081
train6134,0.337227,0.080483,0.044927,0.537362
train6135,0.691178,0.049254,0.117108,0.142460
train6136,0.019211,0.557104,0.270769,0.152916
train6137,0.105387,0.129906,0.626991,0.137716
train6138,0.280228,0.068440,0.454042,0.197291
train6139,0.440959,0.162739,0.329355,0.066947
train6140,0.348437,0.362393,0.051632,0.237537
train6141,0.238868,0.437932,0.269283,0.053917
train6142,0.208966,0.194529,0.046070,0.550434
train6143,0.455390,0.022346,0.504986,0.017278
train6144,0.373069,0.311907,0.309819,0.005204
train6145,0.093676,0.167926,0.015276,0.723121
train6146,0.023892,0.362109,0.230147,0.383853
train6147,0.326320,0.062122,0.007316,0.604243
train6148,0.219868,0.627894,0.037551,0.114687
train6149,0.017244,0.393495,0.276616,0.312645
train6150,0.097813,0.321629,0.042582,0.537976
train6151,0.320922,0.110358,0.372862,0.195859
train6152,0.295138,0.625555,0.021884,0.057423
train6153,0.330175,0.191748,0.307567,0.170509
train6154,0.073997,0.208034,0.641041,0.076929
train6155,0.261172,0.122433,0.100052,0.516342
train6156,0.298217,0.064709,0.131401,0.505674
train6157,0.177571,0.142823,0.458325,0.221281
train6158,0.061195,0.355589,0.051250,0.531967
train6159,0.337560,0.021795,0.235323,0.405321
train6160,0.081388,0.010908,0.028447,0.879257
train6161,0.027724,0.641923,0.144092,0.186261
train6162,0.357867,0.333416,0.305185,0.003532
train6163,0.203255,0.257607,0.079928,0.459209
train6164,0.592410,0.189548,0.097107,0.120935
train6165,0.604687,0.008772,0.364018,0.022523
train6166,0.279192,0.202676,0.252564,0.265569
train6167,0.036095,0.608964,0.061770,0.293170
train6168,0.033767,0.206144,0.298101,0.461989
train6169,0.138825,0.288469,0.571768,0.000938
train6170,0.164520,0.187537,0.347952,0.299991
train6171,0.297110,0.505760,0.074429,0.122700
train6172,0.204477,0.198606,0.111374,0.485542
train6173,0.308957,0.097569,0.160657,0.432817
train6174,0.511775,0.067910,0.066079,0.354236
train6175,0.395333,0.261920,0.194040,0.148708
train6176,0.035785,0.139288,0.506671,0.318257
train6177,0.796884,0.151532,0.035776,0.015807
train6178,0.017414,0.028289,0.310559,0.643738
train6179,0.205418,0.311657,0.411374,0.071550
train6180,0.124064,0.108166,0.464850,0.302920
train6181,0.060666,0.101321,0.388378,0.449636
train6182,0.163263,0.129607,0.276117,0.431013
train6183,0.246055,0.220788,0.050601,0.482556
train6184,0.380842,0.058202,0.038397,0.522559
train6185,0.325135,0.462158,0.040910,0.171797
train6186,0.095761,0.084899,0.480757,0.338584
train6187,0.656509,0.004170,0.315904,0.023417
train6188,0.183474,0.142237,0.177562,0.496727
train6189,0.064913,0.230885,0.383465,0.320737
train6190,0.530688,0.029599,0.304450,0.135262
train6191,0.445408,0.045088,0.283137,0.226367
train6192,0.188462,0.280708,0.064632,0.466198
train6193,0.106719,0.241310,0.554285,0.097686
train6194,0.153208,0.482865,0.300274,0.063653
train6195,0.493489,0.191970,0.001726,0.312814
train6196,0.171177,0.013903,0.658975,0.155945
train6197,0.330155,0.268932,0.184106,0.216808
train6198,0.042403,0.732174,0.024638,0.200784
train6199,0.021817,0.079321,0.172802,0.726060
train6200,0.381090,0.183979,0.143007,0.291924
train6201,0.139542,0.751140,0.047208,0.062110
train6202,0.144263,0.424802,0.333237,0.097698
train6203,0.343412,0.124532,0.484084,0.047972
train6204,0.230777,0.738715,0.009371,0.021136
train6205,0.248772,0.186030,0.043293,0.521904
train6206,0.823926,0.050059,0.116608,0.009407
train6207,0.181950,0.580857,0.155280,0.081913
train6208,0.424707,0.088358,0.407602,0.079333
train6209,0.871617,0.094695,0.022471,0.011217
train6210,0.103282,0.410546,0.205663,0.280508
train6211,0.365974,0.150299,0.416101,0.067627
train6212,0.015410,0.345899,0.436624,0.202067
train6213,0.184204,0.028082,0.156356,0.631358
train6214,0.095474,0.206846,0.297417,0.400264
train6215,0.326791,0.452766,0.163255,0.057189
train6216,0.009766,0.551339,0.296195,0.142699
train6217,0.048978,0.460182,0.473628,0.017212
train6218,0.726585,0.113321,0.157502,0.002592
train6219,0.070587,0.075428,0.352637,0.501347
train6220,0.622241,0.003471,0.260601,0.113687
train6221,0.002095,0.242146,0.667963,0.087795
train6222,0.223755,0.216120,0.257571,0.302554
train6223,0.149474,0.050136,0.012077,0.788312
train6224,0.316404,0.213428,0.354318,0.115850
train6225,0.138898,0.081717,0.253784,0.525601
train6226,0.748702,0.036168,0.079660,0.135469
train6227,0.239991,0.153454,0.344618,0.261937
train6228,0.246368,0.022911,0.229344,0.501377
train6229,0.038892,0.870729,0.013813,0.076565
train6230,0.515538,0.234712,0.018383,0.231367
train6231,0.091808,0.144460,0.143208,0.620524
train6232,0.029668,0.332481,0.368405,0.269447
train6233,0.136860,0.348948,0.157354,0.356839
train6234,0.033599,0.152788,0.557360,0.256253
train6235,0.096251,0.210334,0.201816,0.491599
train6236,0.345661,0.130903,0.354811,0.168625
train6237,0.356688,0.381623,0.000469,0.261220
train6238,0.175694,0.278525,0.174571,0.371210
train6239,0.197259,0.008745,0.058457,0.735540
train6240,0.055996,0.644496,0.156417,0.143091
train6241,0.144936,0.143119,0.519894,0.192051
train6242,0.208668,0.097098,0.584480,0.109754
train6243,0.411758,0.326512,0.153160,0.108569
train6244,0.125797,0.628896,0.122819,0.122488
train6245,0.159796,0.319126,0.045452,0.475627
train6246,0.066292,0.279740,0.231446,0.422522
train6247,0.044733,0.239505,0.636358,0.079404
train6248,0.379202,0.459887,0.147540,0.013371
train6249,0.241063,0.615086,0.134003,0.009848
train6250,0.253944,0.470660,0.089031,0.186365
train6251,0.424912,0.431108,0.083700,0.060280
train6252,0.106895,0.120560,0.589548,0.182998
train6253,0.436036,0.272998,0.126748,0.164218
train6254,0.108470,0.322974,0.190132,0.378424
train6255,0.033917,0.131609,0.383583,0.450890
train6256,0.544298,0.026264,0.187937,0.241501
train6257,0.047519,0.591116,0.018547,0.342818
train6258,0.160322,0.131543,0.448164,0.259971
train6259,0.125958,0.180416,0.325780,0.367847
train6260,0.197468,0.056897,0.089482,0.656153
train6261,0.022065,0.066011,0.388419,0.523505
train6262,0.090769,0.661401,0.224106,0.023723
train6263,0.430137,0.201869,0.153456,0.214538
train6264,0.293842,0.507053,0.170500,0.028605
train6265,0.058168,0.187311,0.153028,0.601493
train6266,0.402645,0.155084,0.245015,0.197255
train6267,0.006211,0.207403,0.189441,0.596945
train6268,0.489602,0.039941,0.327349,0.143108
train6269,0.358147,0.086431,0.248452,0.306970
train6270,0.147308,0.395629,0.075272,0.381791
train6271,0.651506,0.308894,0.022087,0.017513
train6272,0.066986,0.388455,0.084492,0.460067
train6273,0.044873,0.651137,0.205620,0.098370
train6274,0.006765,0.125208,0.630643,0.237384
train6275,0.058577,0.180931,0.165749,0.594743
train6276,0.217337,0.090188,0.619992,0.072483
train6277,0.160371,0.213559,0.538390,0.087681
train6278,0.109137,0.080565,0.001550,0.808747
train6279,0.080363,0.821290,0.042099,0.056248
train6280,0.338874,0.114653,0.179093,0.367380
train6281,0.174490,0.006765,0.704209,0.114535
train6282,0.492700,0.378875,0.109810,0.018615
train6283,0.321431,0.209707,0.434472,0.034391
train6284,0.019766,0.338315,0.386289,0.255629
train6285,0.378468,0.252840,0.094287,0.274405
train6286,0.138328,0.160016,0.264225,0.437431
train6287,0.009738,0.811391,0.163734,0.015137
train6288,0.044673,0.372388,0.269207,0.313732
train6289,0.333165,0.054373,0.519435,0.093028
train6290,0.272909,0.343778,0.305157,0.078157
train6291,0.074081,0.413757,0.217247,0.294915
train6292,0.677666,0.093839,0.210981,0.017514
train6293,0.158921,0.528767,0.155068,0.157244
train6294,0.396157,0.001196,0.288761,0.313885
train6295,0.490030,0.304995,0.200873,0.004102
train6296,0.630372,0.008369,0.146045,0.215214
train6297,0.010195,0.261281,0.019638,0.708886
train6298,0.553401,0.049696,0.237003,0.159900
train6299,0.358800,0.565556,0.014433,0.061210
train6300,0.543716,0.155511,0.232079,0.068694
train6301,0.104988,0.499758,0.270138,0.125115
train6302,0.418739,0.261172,0.209749,0.110340
train6303,0.277797,0.143601,0.546603,0.031999
train6304,0.233669,0.026877,0.119867,0.619587
train6305,0.114400,0.506561,0.022176,0.356862
train6306,0.135718,0.179098,0.382340,0.302844
train6307,0.277636,0.042337,0.604194,0.075833
train6308,0.028808,0.006892,0.928477,0.035823
train6309,0.637434,0.046783,0.086827,0.228955
train6310,0.723833,0.092094,0.009306,0.174768
train6311,0.002060,0.333499,0.362343,0.302098
train6312,0.302990,0.318007,0.311079,0.067924
train6313,0.272685,0.408134,0.003113,0.316067
train6314,0.629217,0.068719,0.143386,0.158677
train6315,0.001052,0.050609,0.175486,0.772853
train6316,0.124306,0.136816,0.475428,0.263450
train6317,0.437750,0.204450,0.126384,0.231416
train6318,0.422982,0.055456,0.193710,0.327852
train6319,0.208424,0.542586,0.096829,0.152161
train6320,0.290906,0.051665,0.142338,0.515091
train6321,0.535596,0.292518,0.060209,0.111677
train6322,0.805281,0.080480,0.029678,0.084561
train6323,0.272621,0.483075,0.161785,0.082519
train6324,0.295759,0.201337,0.435506,0.067398
train6325,0.015763,0.126458,0.521890,0.335889
train6326,0.087479,0.103283,0.155874,0.653364
train6327,0.219533,0.173437,0.195090,0.411939
train6328,0.070715,0.260617,0.637185,0.031484
train6329,0.204358,0.272955,0.189064,0.333623
train6330,0.267180,0.244002,0.409903,0.078915
train6331,0.111434,0.743538,0.032664,0.112364
train6332,0.323206,0.101455,0.287243,0.288096
train6333,0.216106,0.254943,0.398849,0.130102
train6334,0.000572,0.199702,0.045776,0.753950
train6335,0.368526,0.553197,0.052103,0.026173
train6336,0.072418,0.194534,0.133082,0.599966
train6337,0.493346,0.211626,0.117559,0.177469
train6338,0.174054,0.081860,0.608355,0.135731
train6339,0.080624,0.147290,0.327589,0.444497
train6340,0.355744,0.315220,0.171736,0.157300
train6341,0.149289,0.056985,0.402706,0.391020
train6342,0.289253,0.277930,0.125719,0.307099
train6343,0.118789,0.033638,0.281374,0.566198
train6344,0.130136,0.240336,0.504281,0.125246
train6345,0.528282,0.233830,0.100880,0.137007
train6346,0.629772,0.197282,0.131973,0.040973
train6347,0.208914,0.415965,0.345137,0.029984
train6348,0.145352,0.234433,0.471965,0.148250
train6349,0.163060,0.012290,0.164944,0.659706
train6350,0.170936,0.093808,0.229060,0.506196
train6351,0.517640,0.222307,0.173296,0.086757
train6352,0.569600,0.086247,0.011810,0.332344
train6353,0.128203,0.213165,0.543715,0.114918
train6354,0.204820,0.024150,0.632950,0.138080
train6355,0.110444,0.720699,0.094081,0.074775
train6356,0.456651,0.300907,0.198015,0.044427
train6357,0.686122,0.050359,0.091963,0.171556
train6358,0.148302,0.221034,0.058933,0.571731
train6359,0.178208,0.449748,0.097955,0.274088
train6360,0.148618,0.196180,0.417140,0.238062
train6361,0.048936,0.864307,0.030202,0.056554
train6362,0.140429,0.388614,0.053057,0.417900
train6363,0.043713,0.506042,0.206665,0.243580
train6364,0.144328,0.700616,0.032614,0.122442
train6365,0.125727,0.083903,0.286073,0.504296
train6366,0.172245,0.045817,0.188683,0.593255
train6367,0.235760,0.261576,0.127819,0.374845
train6368,0.026596,0.445999,0.279925,0.247480
train6369,0.570586,0.381817,0.032566,0.015032
train6370,0.104536,0.338806,0.548593,0.008064
train6371,0.022249,0.547865,0.190876,0.239010
train6372,0.109884,0.157445,0.688185,0.044485
train6373,0.523203,0.053712,0.266738,0.156347
train6374,0.363836,0.273640,0.200694,0.161830
train6375,0.063208,0.099618,0.271135,0.566039
train6376,0.469139,0.225035,0.273460,0.032366
train6377,0.254676,0.157053,0.228723,0.359548
train6378,0.224068,0.490700,0.202412,0.082819
train6379,0.009185,0.015833,0.370063,0.604919
train6380,0.022053,0.042715,0.091013,0.844219
train6381,0.199884,0.229015,0.191160,0.379940
train6382,0.007064,0.126876,0.591224,0.274836
train6383,0.156582,0.039682,0.121493,0.682244
train6384,0.033135,0.069063,0.860925,0.036877
train6385,0.524930,0.273388,0.023776,0.177906
train6386,0.254717,0.098953,0.079429,0.566902
train6387,0.106983,0.305942,0.404222,0.182853
train6388,0.134262,0.375852,0.290132,0.199755
train6389,0.275462,0.550319,0.078086,0.096133
train6390,0.586378,0.011428,0.363121,0.039073
train6391,0.577711,0.196136,0.009673,0.216479
train6392,0.262226,0.544966,0.184345,0.008463
train6393,0.021672,0.301644,0.657016,0.019668
train6394,0.328280,0.309503,0.210405,0.151813
train6395,0.472284,0.218215,0.019001,0.290500
train6396,0.214532,0.045759,0.640983,0.098727
train6397,0.127508,0.468945,0.390310,0.013237
train6398,0.573316,0.005406,0.025082,0.396196
train6399,0.060567,0.460862,0.188890,0.289680
train6400,0.208441,0.539870,0.225729,0.025960
train6401,0.009432,0.488367,0.052996,0.449205
train6402,0.247265,0.128387,0.031692,0.592656
train6403,0.140247,0.736542,0.023235,0.099976
train6404,0.281590,0.054680,0.613396,0.050334
train6405,0.280562,0.101273,0.469236,0.148930
train6406,0.467473,0.439921,0.046453,0.046153
train6407,0.508894,0.130787,0.050541,0.309778
train6408,0.432462,0.030823,0.468545,0.068170
train6409,0.143663,0.168567,0.228208,0.459563
train6410,0.261071,0.038233,0.610042,0.090654
train6411,0.715519,0.098003,0.054739,0.131739
train6412,0.192700,0.329763,0.420113,0.057424
train6413,0.097292,0.130635,0.524394,0.247679
train6414,0.288774,0.159434,0.268674,0.283118
train6415,0.072311,0.249476,0.157404,0.520808
train6416,0.004970,0.061393,0.360639,0.572998
train6417,0.305171,0.319358,0.160385,0.215087
train6418,0.375465,0.037110,0.379438,0.207986
train6419,0.082057,0.108398,0.213559,0.595986
train6420,0.318933,0.170013,0.370419,0.140635
train6421,0.687457,0.030096,0.185333,0.097113
train6422,0.118357,0.161201,0.160078,0.560365
train6423,0.367713,0.438003,0.129998,0.064286
train6424,0.173494,0.200751,0.500707,0.125048
train6425,0.165145,0.407437,0.377672,0.049746
train6426,0.441135,0.006654,0.272510,0.279701
train6427,0.148155,0.293007,0.359737,0.199102
train6428,0.773935,0.110607,0.057753,0.057705
train6429,0.147118,0.455220,0.326347,0.071316
train6430,0.252008,0.218459,0.509342,0.020191
train6431,0.026555,0.621971,0.185224,0.166250
train6432,0.062253,0.065009,0.539690,0.333048
train6433,0.161724,0.245373,0.194344,0.398559
train6434,0.058793,0.092784,0.813011,0.035412
train6435,0.501045,0.258511,0.030299,0.210144
train6436,0.066307,0.527422,0.314272,0.091999
train6437,0.033775,0.143903,0.437151,0.385170
train6438,0.537210,0.038741,0.381995,0.042054
train6439,0.220640,0.018895,0.567301,0.193164
train6440,0.511544,0.255234,0.079074,0.154147
train6441,0.018049,0.418539,0.217815,0.345597
train6442,0.279859,0.057858,0.522150,0.140134
train6443,0.142803,0.100185,0.024070,0.732942
train6444,0.152945,0.368419,0.126016,0.352620
train6445,0.069663,0.409255,0.250885,0.270197
train6446,0.530015,0.249412,0.158251,0.062322
train6447,0.099622,0.029232,0.280734,0.590412
train6448,0.178937,0.039090,0.387051,0.394923
train6449,0.096959,0.105218,0.631927,0.165896
train6450,0.031881,0.213497,0.124122,0.630500
train6451,0.100640,0.010576,0.598273,0.290512
train6452,0.200055,0.065442,0.548849,0.185653
train6453,0.015409,0.027874,0.584771,0.371947
train6454,0.542688,0.018959,0.431587,0.006766
train6455,0.306264,0.476910,0.063075,0.153750
train6456,0.208359,0.048215,0.063577,0.679849
train6457,0.110596,0.199242,0.332611,0.357551
train6458,0.049275,0.017721,0.306413,0.626592
train6459,0.315292,0.309229,0.203327,0.172152
train6460,0.363000,0.389348,0.114413,0.133239
train6461,0.328841,0.494021,0.109771,0.067366
train6462,0.005876,0.314899,0.350351,0.328875
train6463,0.356977,0.549045,0.080140,0.013837
train6464,0.525918,0.254712,0.169081,0.050288
train6465,0.000060,0.399991,0.513220,0.086730
train6466,0.378858,0.261765,0.172047,0.187330
train6467,0.198910,0.122586,0.298629,0.379876
train6468,0.106093,0.325460,0.235154,0.333293
train6469,0.212752,0.101840,0.028949,0.656459
train6470,0.504249,0.118982,0.222575,0.154194
train6471,0.699092,0.092881,0.171901,0.036126
train6472,0.043691,0.039158,0.285644,0.631508
train6473,0.620121,0.002305,0.275285,0.102289
train6474,0.199848,0.243650,0.427307,0.129195
train6475,0.454178,0.249493,0.111685,0.184643
train6476,0.075590,0.489551,0.258596,0.176263
train6477,0.261158,0.527091,0.067755,0.143995
train6478,0.604556,0.054439,0.015983,0.325022
train6479,0.138803,0.425908,0.394526,0.040763
train6480,0.171207,0.000719,0.645068,0.183007
train6481,0.072495,0.112954,0.805432,0.009120
train6482,0.404912,0.222933,0.317611,0.054544
train6483,0.507140,0.055189,0.228184,0.209487
train6484,0.359732,0.185889,0.005448,0.448931
train6485,0.043778,0.131774,0.375555,0.448893
train6486,0.198666,0.484235,0.035376,0.281723
train6487,0.012664,0.035864,0.894545,0.056927
train6488,0.201787,0.529200,0.166848,0.102166
train6489,0.418193,0.056609,0.478351,0.046847
train6490,0.271687,0.618489,0.056054,0.053769
train6491,0.098675,0.010884,0.214941,0.675501
train6492,0.169399,0.033550,0.687485,0.109566
train6493,0.195440,0.593373,0.033633,0.177554
train6494,0.446121,0.439050,0.000116,0.114713
train6495,0.365911,0.549803,0.024977,0.059309
train6496,0.002987,0.142673,0.106076,0.748264
train6497,0.164929,0.617360,0.213419,0.004292
train6498,0.492401,0.052910,0.260242,0.194448
train6499,0.465037,0.229439,0.279591,0.025933
train6500,0.144266,0.006711,0.290739,0.558284
train6501,0.722143,0.069301,0.052187,0.156370
train6502,0.059285,0.042062,0.054548,0.844105
train6503,0.465806,0.254447,0.057702,0.222045
train6504,0.197628,0.068630,0.283993,0.449748
train6505,0.291921,0.468107,0.206504,0.033467
train6506,0.127296,0.115417,0.309303,0.447984
train6507,0.244379,0.495886,0.111283,0.148452
train6508,0.206168,0.066469,0.448826,0.278537
train6509,0.323516,0.114770,0.141032,0.420681
train6510,0.049668,0.224273,0.596785,0.129274
train6511,0.031325,0.000274,0.342959,0.625442
train6512,0.052277,0.489049,0.368127,0.090548
train6513,0.182257,0.219689,0.026195,0.571859
train6514,0.306272,0.196481,0.331411,0.165837
train6515,0.205875,0.413774,0.332579,0.047772
train6516,0.454068,0.224855,0.051070,0.270007
train6517,0.161472,0.589538,0.022238,0.226753
train6518,0.018198,0.242381,0.148252,0.591169
train6519,0.174579,0.356697,0.435058,0.033667
train6520,0.649684,0.128064,0.182812,0.039440
train6521,0.081731,0.071185,0.446260,0.400823
train6522,0.417629,0.383797,0.144224,0.054349
train6523,0.428467,0.003789,0.105942,0.461802
train6524,0.357636,0.135490,0.443229,0.063645
train6525,0.143536,0.080763,0.559753,0.215948
train6526,0.058787,0.146939,0.394108,0.400167
train6527,0.135559,0.460361,0.130512,0.273569
train6528,0.462765,0.172558,0.158171,0.206506
train6529,0.199779,0.052729,0.306833,0.440658
train6530,0.144166,0.632176,0.220691,0.002967
train6531,0.272510,0.166949,0.145311,0.415230
train6532,0.173496,0.297090,0.303500,0.225913
train6533,0.088605,0.069665,0.359475,0.482255
train6534,0.112357,0.111815,0.129905,0.645924
train6535,0.092403,0.091112,0.169180,0.647305
train6536,0.583511,0.098032,0.009989,0.308468
train6537,0.201109,0.105592,0.330833,0.362466
train6538,0.181875,0.452831,0.239473,0.125821
train6539,0.007458,0.868296,0.058841,0.065405
train6540,0.065770,0.302573,0.177792,0.453866
train6541,0.122377,0.640952,0.215758,0.020913
train6542,0.079835,0.475753,0.106210,0.338201
train6543,0.263603,0.143937,0.391642,0.200818
train6544,0.261018,0.190268,0.024826,0.523888
train6545,0.079444,0.480080,0.193720,0.246757
train6546,0.302500,0.162945,0.161093,0.373461
train6547,0.199974,0.294534,0.031959,0.473534
train6548,0.357318,0.051838,0.061604,0.529239
train6549,0.026623,0.259570,0.045955,0.667853
train6550,0.022202,0.378676,0.173400,0.425722
train6551,0.185272,0.486107,0.187255,0.141366
train6552,0.640496,0.003016,0.296704,0.059784
train6553,0.024710,0.461961,0.135747,0.377582
train6554,0.592239,0.113009,0.177174,0.117578
train6555,0.393501,0.115759,0.347545,0.143195
train6556,0.109377,0.415456,0.409307,0.065861
train6557,0.171594,0.099342,0.280055,0.449009
train6558,0.289648,0.043129,0.271475,0.395747
train6559,0.331784,0.269633,0.395709,0.002874
train6560,0.381959,0.212935,0.402225,0.002881
train6561,0.040141,0.674887,0.230091,0.054881
train6562,0.358424,0.152176,0.088620,0.400780
train6563,0.100317,0.444361,0.206624,0.248698
train6564,0.069503,0.040364,0.593652,0.296481
train6565,0.042738,0.174638,0.114011,0.668613
