SampleID,Target [1 for A->B; -1 otherwise],Details [1 for A->B; 2 for A<-B; 3 for A-B; 4 for A|B]
train3497,-1,2
train3498,-1,2
train3499,1,1
train3500,-1,2
train3501,1,1
train3502,0,4
train3503,1,1
train3504,0,3
train3505,1,1
train3506,0,4
train3507,0,3
train3508,1,1
train3509,-1,2
train3510,1,1
train3511,0,3
train3512,-1,2
train3513,0,3
train3514,0,4
train3515,-1,2
train3516,0,4
train3517,0,3
train3518,-1,2
train3519,-1,2
train3520,-1,2
train3521,0,4
train3522,0,3
train3523,1,1
train3524,1,1
train3525,-1,2
train3526,0,4
train3527,0,3
train3528,0,4
train3529,-1,2
train3530,0,3
train3531,-1,2
train3532,-1,2
train3533,0,4
train3534,0,3
train3535,0,3
train3536,-1,2
train3537,0,4
train3538,-1,2
train3539,0,4
train3540,1,1
train3541,0,3
train3542,0,4
train3543,-1,2
train3544,0,4
train3545,0,4
train3546,0,4
train3547,0,3
train3548,0,4
train3549,0,4
train3550,1,1
train3551,0,3
train3552,0,4
train3553,1,1
train3554,-1,2
train3555,1,1
train3556,1,1
train3557,0,4
train3558,1,1
train3559,0,4
train3560,-1,2
train3561,0,3
train3562,-1,2
train3563,0,3
train3564,1,1
train3565,0,4
train3566,0,3
train3567,1,1
train3568,1,1
train3569,1,1
train3570,-1,2
train3571,0,3
train3572,0,4
train3573,1,1
train3574,0,4
train3575,0,4
train3576,0,3
train3577,0,4
train3578,0,3
train3579,0,4
train3580,0,3
train3581,1,1
train3582,1,1
train3583,0,3
train3584,0,3
train3585,0,4
train3586,-1,2
train3587,-1,2
train3588,0,3
train3589,-1,2
train3590,0,4
train3591,1,1
train3592,1,1
train3593,-1,2
train3594,0,3
train3595,1,1
train3596,0,3
train3597,1,1
train3598,1,1
train3599,1,1
train3600,1,1
train3601,0,4
train3602,0,4
train3603,1,1
train3604,-1,2
train3605,1,1
train3606,-1,2
train3607,0,3
train3608,1,1
train3609,0,3
train3610,0,3
train3611,0,3
train3612,-1,2
train3613,1,1
train3614,-1,2
train3615,1,1
train3616,-1,2
train3617,0,4
train3618,-1,2
train3619,-1,2
train3620,0,4
train3621,1,1
train3622,-1,2
train3623,-1,2
train3624,0,4
train3625,-1,2
train3626,1,1
train3627,1,1
train3628,0,3
train3629,0,4
train3630,0,4
train3631,0,4
train3632,0,4
train3633,-1,2
train3634,-1,2
train3635,1,1
train3636,0,3
train3637,0,4
train3638,0,4
train3639,-1,2
train3640,1,1
train3641,0,3
train3642,1,1
train3643,0,3
train3644,1,1
train3645,0,4
train3646,1,1
train3647,0,4
train3648,0,3
train3649,1,1
train3650,0,3
train3651,1,1
train3652,1,1
train3653,1,1
train3654,1,1
train3655,-1,2
train3656,0,4
train3657,1,1
train3658,1,1
train3659,0,3
train3660,0,3
train3661,0,4
train3662,0,4
train3663,0,4
train3664,0,3
train3665,-1,2
train3666,0,4
train3667,0,4
train3668,-1,2
train3669,1,1
train3670,-1,2
train3671,1,1
train3672,0,4
train3673,-1,2
train3674,0,3
train3675,0,4
train3676,1,1
train3677,0,4
train3678,0,4
train3679,1,1
train3680,-1,2
train3681,-1,2
train3682,-1,2
train3683,1,1
train3684,0,4
train3685,0,3
train3686,1,1
train3687,0,3
train3688,0,3
train3689,0,3
train3690,1,1
train3691,0,4
train3692,0,3
train3693,1,1
train3694,-1,2
train3695,0,4
train3696,-1,2
train3697,-1,2
train3698,0,3
train3699,-1,2
train3700,-1,2
train3701,1,1
train3702,0,3
train3703,0,4
train3704,0,4
train3705,0,3
train3706,0,3
train3707,1,1
train3708,0,3
train3709,0,4
train3710,0,4
train3711,-1,2
train3712,0,3
train3713,0,4
train3714,1,1
train3715,0,3
train3716,-1,2
train3717,-1,2
train3718,-1,2
train3719,0,3
train3720,0,4
train3721,1,1
train3722,-1,2
train3723,0,3
train3724,-1,2
train3725,0,3
train3726,-1,2
train3727,-1,2
train3728,-1,2
train3729,1,1
train3730,0,3
train3731,1,1
train3732,0,3
train3733,0,3
train3734,-1,2
train3735,-1,2
train3736,0,4
train3737,0,3
train3738,0,4
train3739,-1,2
train3740,0,4
train3741,-1,2
train3742,1,1
train3743,0,3
train3744,0,4
train3745,0,3
train3746,0,3
train3747,-1,2
train3748,-1,2
train3749,1,1
train3750,0,3
train3751,0,3
train3752,0,3
train3753,1,1
train3754,1,1
train3755,0,4
train3756,-1,2
train3757,0,4
train3758,0,4
train3759,1,1
train3760,-1,2
train3761,0,3
train3762,1,1
train3763,0,3
train3764,0,3
train3765,0,4
train3766,-1,2
train3767,0,4
train3768,1,1
train3769,0,4
train3770,0,4
train3771,-1,2
train3772,0,3
train3773,0,3
train3774,0,4
train3775,-1,2
train3776,-1,2
train3777,1,1
train3778,1,1
train3779,-1,2
train3780,0,3
train3781,0,4
train3782,0,4
train3783,1,1
train3784,0,4
train3785,-1,2
train3786,0,4
train3787,1,1
train3788,-1,2
train3789,0,3
train3790,0,4
train3791,-1,2
train3792,-1,2
train3793,0,4
train3794,0,3
train3795,0,4
train3796,0,3
train3797,-1,2
train3798,-1,2
train3799,-1,2
train3800,0,3
train3801,0,4
train3802,0,4
train3803,0,4
train3804,0,3
train3805,0,3
train3806,1,1
train3807,0,3
train3808,1,1
train3809,0,3
train3810,0,4
train3811,1,1
train3812,0,4
train3813,0,4
train3814,-1,2
train3815,1,1
train3816,0,3
train3817,1,1
train3818,0,3
train3819,0,3
train3820,1,1
train3821,0,4
train3822,0,3
train3823,0,3
train3824,1,1
train3825,-1,2
train3826,0,4
train3827,0,4
train3828,0,3
train3829,0,4
train3830,0,3
train3831,0,4
train3832,-1,2
train3833,0,3
train3834,1,1
train3835,-1,2
train3836,-1,2
train3837,1,1
train3838,1,1
train3839,0,4
train3840,1,1
train3841,1,1
train3842,0,3
train3843,0,3
train3844,0,4
train3845,-1,2
train3846,1,1
train3847,0,3
train3848,0,3
train3849,0,4
train3850,0,4
train3851,1,1
train3852,-1,2
train3853,0,4
train3854,-1,2
train3855,0,4
train3856,-1,2
train3857,0,4
train3858,-1,2
train3859,0,3
train3860,0,3
train3861,-1,2
train3862,0,4
train3863,0,4
train3864,0,3
train3865,0,4
train3866,0,3
train3867,1,1
train3868,-1,2
train3869,1,1
train3870,0,4
train3871,1,1
train3872,0,3
train3873,-1,2
train3874,0,3
train3875,0,3
train3876,1,1
train3877,1,1
train3878,-1,2
train3879,1,1
train3880,1,1
train3881,0,4
train3882,0,4
train3883,0,4
train3884,0,3
train3885,0,4
train3886,0,4
train3887,0,4
train3888,0,4
train3889,1,1
train3890,0,4
train3891,0,3
train3892,-1,2
train3893,-1,2
train3894,0,4
train3895,0,4
train3896,1,1
train3897,0,4
train3898,-1,2
train3899,0,4
train3900,-1,2
train3901,0,3
train3902,1,1
train3903,-1,2
train3904,1,1
train3905,0,4
train3906,-1,2
train3907,0,3
train3908,-1,2
train3909,1,1
train3910,0,3
train3911,0,4
train3912,0,3
train3913,0,3
train3914,1,1
train3915,0,4
train3916,0,4
train3917,0,4
train3918,-1,2
train3919,0,4
train3920,0,3
train3921,0,3
train3922,-1,2
train3923,0,3
train3924,1,1
train3925,1,1
train3926,1,1
train3927,0,4
train3928,0,3
train3929,1,1
train3930,1,1
train3931,1,1
train3932,1,1
train3933,-1,2
train3934,0,4
train3935,-1,2
train3936,0,3
train3937,-1,2
train3938,-1,2
train3939,-1,2
train3940,1,1
train3941,0,3
train3942,0,3
train3943,0,3
train3944,-1,2
train3945,0,3
train3946,0,3
train3947,0,4
train3948,-1,2
train3949,0,3
train3950,-1,2
train3951,0,3
train3952,0,3
train3953,0,3
train3954,-1,2
train3955,0,4
train3956,1,1
train3957,-1,2
train3958,-1,2
train3959,0,4
train3960,0,4
train3961,0,4
train3962,0,3
train3963,-1,2
train3964,-1,2
train3965,-1,2
train3966,0,4
train3967,0,4
train3968,0,3
train3969,1,1
train3970,0,4
train3971,-1,2
train3972,-1,2
train3973,0,3
train3974,0,4
train3975,-1,2
train3976,-1,2
train3977,-1,2
train3978,0,3
train3979,-1,2
train3980,-1,2
train3981,0,4
train3982,0,3
train3983,1,1
train3984,0,3
train3985,0,3
train3986,0,4
train3987,0,4
train3988,-1,2
train3989,1,1
train3990,0,4
train3991,0,4
train3992,0,3
train3993,0,3
train3994,0,3
train3995,0,3
train3996,0,4
train3997,-1,2
train3998,0,3
train3999,0,4
train4000,0,4
train4001,-1,2
train4002,-1,2
train4003,-1,2
train4004,-1,2
train4005,0,3
train4006,0,3
train4007,1,1
train4008,0,3
train4009,0,3
train4010,1,1
train4011,-1,2
train4012,0,3
train4013,0,3
train4014,-1,2
train4015,0,3
train4016,1,1
train4017,0,4
train4018,1,1
train4019,-1,2
train4020,0,3
train4021,0,4
train4022,-1,2
train4023,0,4
train4024,1,1
train4025,-1,2
train4026,1,1
train4027,0,3
train4028,0,4
train4029,0,4
train4030,0,4
train4031,1,1
train4032,1,1
train4033,1,1
train4034,0,4
train4035,0,4
train4036,-1,2
train4037,-1,2
train4038,0,3
train4039,0,3
train4040,0,3
train4041,0,3
train4042,0,3
train4043,0,3
train4044,-1,2
train4045,0,3
train4046,1,1
train4047,-1,2
train4048,0,3
train4049,1,1
train4050,0,3
train4051,1,1
train4052,0,4
train4053,0,3
train4054,0,4
train4055,1,1
train4056,0,4
train4057,0,4
train4058,-1,2
train4059,1,1
train4060,1,1
train4061,0,3
train4062,1,1
train4063,0,3
train4064,1,1
train4065,-1,2
train4066,1,1
train4067,1,1
train4068,0,4
train4069,-1,2
train4070,-1,2
train4071,1,1
train4072,1,1
train4073,0,3
train4074,1,1
train4075,-1,2
train4076,0,4
train4077,1,1
train4078,-1,2
train4079,0,3
train4080,0,3
train4081,0,4
train4082,1,1
train4083,-1,2
train4084,-1,2
train4085,0,4
train4086,0,4
train4087,0,3
train4088,-1,2
train4089,1,1
train4090,0,3
train4091,-1,2
train4092,0,3
train4093,0,3
train4094,0,4
train4095,1,1
train4096,-1,2
train4097,0,4
train4098,0,4
train4099,0,4
train4100,-1,2
train4101,0,3
train4102,0,3
train4103,-1,2
train4104,1,1
train4105,0,4
train4106,1,1
train4107,1,1
train4108,0,4
train4109,-1,2
train4110,-1,2
train4111,-1,2
train4112,-1,2
train4113,0,3
train4114,0,3
train4115,1,1
train4116,-1,2
train4117,0,4
train4118,-1,2
train4119,0,4
train4120,0,4
train4121,-1,2
train4122,0,3
train4123,-1,2
train4124,1,1
train4125,0,3
train4126,-1,2
train4127,0,3
train4128,0,3
train4129,0,4
train4130,1,1
train4131,1,1
train4132,0,4
train4133,0,4
train4134,1,1
train4135,0,4
train4136,0,4
train4137,0,4
train4138,1,1
train4139,-1,2
train4140,0,3
train4141,0,4
train4142,1,1
train4143,-1,2
train4144,-1,2
train4145,1,1
train4146,-1,2
train4147,-1,2
train4148,0,3
train4149,0,3
train4150,1,1
train4151,0,3
train4152,1,1
train4153,-1,2
train4154,0,3
train4155,0,3
train4156,-1,2
train4157,-1,2
train4158,1,1
train4159,0,4
train4160,0,4
train4161,0,4
train4162,0,3
train4163,0,3
train4164,0,4
train4165,0,3
train4166,0,4
train4167,0,4
train4168,0,4
train4169,0,3
train4170,1,1
train4171,-1,2
train4172,1,1
train4173,-1,2
train4174,1,1
train4175,1,1
train4176,0,4
train4177,-1,2
train4178,-1,2
train4179,-1,2
train4180,1,1
train4181,-1,2
train4182,1,1
train4183,0,3
train4184,1,1
train4185,0,4
train4186,1,1
train4187,1,1
train4188,0,4
train4189,-1,2
train4190,-1,2
train4191,0,4
train4192,1,1
train4193,-1,2
train4194,1,1
train4195,0,4
train4196,0,4
train4197,0,3
train4198,0,4
train4199,0,3
train4200,-1,2
train4201,0,4
train4202,1,1
train4203,0,3
train4204,-1,2
train4205,0,3
train4206,1,1
train4207,1,1
train4208,0,4
train4209,1,1
train4210,0,4
train4211,0,4
train4212,0,3
train4213,-1,2
train4214,0,4
train4215,-1,2
train4216,1,1
train4217,-1,2
train4218,-1,2
train4219,0,4
train4220,-1,2
train4221,-1,2
train4222,0,4
train4223,0,3
train4224,0,4
train4225,-1,2
train4226,0,3
train4227,-1,2
train4228,0,3
train4229,1,1
train4230,-1,2
train4231,0,4
train4232,-1,2
train4233,1,1
train4234,1,1
train4235,0,3
train4236,-1,2
train4237,-1,2
train4238,0,4
train4239,1,1
train4240,0,3
train4241,1,1
train4242,0,4
train4243,-1,2
train4244,-1,2
train4245,0,3
train4246,0,3
train4247,1,1
train4248,-1,2
train4249,1,1
train4250,-1,2
train4251,0,4
train4252,-1,2
train4253,1,1
train4254,0,4
train4255,0,4
train4256,1,1
train4257,-1,2
train4258,0,3
train4259,0,3
train4260,-1,2
train4261,0,3
train4262,0,3
train4263,0,4
train4264,0,3
train4265,1,1
train4266,0,4
train4267,1,1
train4268,0,3
train4269,1,1
train4270,0,3
train4271,-1,2
train4272,0,3
train4273,1,1
train4274,-1,2
train4275,-1,2
train4276,0,3
train4277,0,3
train4278,0,4
train4279,0,3
train4280,0,4
train4281,-1,2
train4282,0,4
train4283,1,1
train4284,-1,2
train4285,1,1
train4286,1,1
train4287,0,4
train4288,0,4
train4289,0,3
train4290,1,1
train4291,-1,2
train4292,0,3
train4293,1,1
train4294,0,4
train4295,1,1
train4296,-1,2
train4297,0,4
train4298,0,4
train4299,1,1
train4300,0,4
train4301,0,4
train4302,1,1
train4303,0,4
train4304,1,1
train4305,0,4
train4306,0,4
train4307,0,4
train4308,1,1
train4309,1,1
train4310,0,3
train4311,0,3
train4312,-1,2
train4313,1,1
train4314,0,3
train4315,0,3
train4316,1,1
train4317,0,3
train4318,-1,2
train4319,0,3
train4320,1,1
train4321,0,3
train4322,-1,2
train4323,-1,2
train4324,0,3
train4325,-1,2
train4326,0,3
train4327,1,1
train4328,0,3
train4329,0,4
train4330,0,4
train4331,0,4
train4332,0,3
train4333,0,3
train4334,-1,2
train4335,-1,2
train4336,0,4
train4337,-1,2
train4338,0,4
train4339,-1,2
train4340,0,3
train4341,1,1
train4342,0,4
train4343,0,3
train4344,0,3
train4345,-1,2
train4346,1,1
train4347,-1,2
train4348,0,3
train4349,1,1
train4350,0,3
train4351,1,1
train4352,0,4
train4353,0,3
train4354,-1,2
train4355,-1,2
train4356,0,4
train4357,0,4
train4358,1,1
train4359,0,3
train4360,-1,2
train4361,0,4
train4362,0,4
train4363,1,1
train4364,0,4
train4365,1,1
train4366,1,1
train4367,0,3
train4368,-1,2
train4369,0,4
train4370,0,4
train4371,1,1
train4372,0,3
train4373,0,4
train4374,1,1
train4375,0,3
train4376,1,1
train4377,0,3
train4378,1,1
train4379,0,4
train4380,-1,2
train4381,0,4
train4382,0,3
train4383,-1,2
train4384,1,1
train4385,1,1
train4386,1,1
train4387,1,1
train4388,1,1
train4389,0,3
train4390,0,4
train4391,-1,2
train4392,0,3
train4393,1,1
train4394,-1,2
train4395,-1,2
train4396,0,4
train4397,0,3
train4398,-1,2
train4399,1,1
train4400,1,1
train4401,1,1
train4402,0,4
train4403,0,4
train4404,0,4
train4405,0,3
train4406,-1,2
train4407,0,4
train4408,-1,2
train4409,-1,2
train4410,0,3
train4411,-1,2
train4412,0,4
train4413,1,1
train4414,0,4
train4415,0,4
train4416,0,4
train4417,-1,2
train4418,0,4
train4419,0,4
train4420,-1,2
train4421,-1,2
train4422,0,4
train4423,1,1
train4424,0,4
train4425,-1,2
train4426,-1,2
train4427,1,1
train4428,0,4
train4429,-1,2
train4430,0,3
train4431,0,4
train4432,0,4
train4433,0,4
train4434,1,1
train4435,1,1
train4436,1,1
train4437,0,4
train4438,1,1
train4439,1,1
train4440,-1,2
train4441,1,1
train4442,0,4
train4443,0,4
train4444,0,3
train4445,-1,2
train4446,1,1
train4447,0,4
train4448,0,4
train4449,1,1
train4450,-1,2
train4451,0,3
train4452,0,3
train4453,-1,2
train4454,-1,2
train4455,-1,2
train4456,-1,2
train4457,0,4
train4458,0,4
train4459,1,1
train4460,0,4
train4461,0,3
train4462,1,1
train4463,0,3
train4464,-1,2
train4465,0,3
train4466,1,1
train4467,0,3
train4468,-1,2
train4469,1,1
train4470,0,4
train4471,-1,2
train4472,-1,2
train4473,-1,2
train4474,0,4
train4475,-1,2
train4476,0,4
train4477,0,3
train4478,0,4
train4479,0,3
train4480,0,3
train4481,0,3
train4482,0,4
train4483,0,3
train4484,0,4
train4485,1,1
train4486,1,1
train4487,0,3
train4488,0,3
train4489,0,3
train4490,0,4
train4491,0,3
train4492,0,3
train4493,0,3
train4494,1,1
train4495,0,4
train4496,0,4
train4497,0,3
train4498,-1,2
train4499,1,1
train4500,0,4
train4501,1,1
train4502,0,4
train4503,1,1
train4504,0,4
train4505,0,4
train4506,-1,2
train4507,0,3
train4508,0,3
train4509,-1,2
train4510,0,3
train4511,-1,2
train4512,0,3
train4513,-1,2
train4514,0,3
train4515,1,1
train4516,1,1
train4517,0,4
train4518,1,1
train4519,0,3
train4520,0,4
train4521,-1,2
train4522,1,1
train4523,0,4
train4524,-1,2
train4525,-1,2
train4526,0,3
train4527,0,3
train4528,1,1
train4529,0,4
train4530,0,4
train4531,0,3
train4532,-1,2
train4533,-1,2
train4534,0,3
train4535,-1,2
train4536,-1,2
train4537,-1,2
train4538,1,1
train4539,-1,2
train4540,0,4
train4541,-1,2
train4542,0,4
train4543,0,4
train4544,0,3
train4545,-1,2
train4546,0,4
train4547,0,3
train4548,1,1
train4549,0,4
train4550,0,4
train4551,0,3
train4552,0,4
train4553,0,4
train4554,0,4
train4555,0,3
train4556,0,4
train4557,0,4
train4558,-1,2
train4559,1,1
train4560,1,1
train4561,1,1
train4562,0,3
train4563,0,3
train4564,0,3
train4565,0,4
train4566,0,3
train4567,0,4
train4568,0,3
train4569,0,3
train4570,0,3
train4571,0,4
train4572,-1,2
train4573,0,3
train4574,1,1
train4575,1,1
train4576,0,3
train4577,-1,2
train4578,1,1
train4579,0,4
train4580,-1,2
train4581,-1,2
train4582,-1,2
train4583,0,3
train4584,0,4
train4585,0,3
train4586,-1,2
train4587,0,4
train4588,0,3
train4589,0,3
train4590,0,3
train4591,1,1
train4592,0,3
train4593,0,4
train4594,0,3
train4595,0,4
train4596,0,4
train4597,1,1
train4598,-1,2
train4599,0,3
train4600,0,3
train4601,0,4
train4602,1,1
train4603,1,1
train4604,0,3
train4605,0,3
train4606,0,3
train4607,-1,2
train4608,-1,2
train4609,0,3
train4610,0,4
train4611,0,4
train4612,1,1
train4613,0,4
train4614,1,1
train4615,0,3
train4616,0,4
train4617,0,3
train4618,0,4
train4619,-1,2
train4620,0,4
train4621,0,3
train4622,-1,2
train4623,1,1
train4624,0,4
train4625,0,4
train4626,0,3
train4627,0,3
train4628,0,3
train4629,0,4
train4630,0,4
train4631,0,4
train4632,-1,2
train4633,-1,2
train4634,1,1
train4635,0,4
train4636,-1,2
train4637,0,3
train4638,0,4
train4639,0,3
train4640,0,4
train4641,0,3
train4642,0,3
train4643,-1,2
train4644,0,3
train4645,-1,2
train4646,1,1
train4647,-1,2
train4648,-1,2
train4649,0,3
train4650,-1,2
train4651,-1,2
train4652,1,1
train4653,-1,2
train4654,0,3
train4655,0,4
train4656,-1,2
train4657,0,4
train4658,0,4
train4659,-1,2
train4660,0,4
train4661,0,4
train4662,0,3
train4663,1,1
train4664,1,1
train4665,1,1
train4666,-1,2
train4667,1,1
train4668,0,3
train4669,1,1
train4670,1,1
train4671,0,3
train4672,0,3
train4673,1,1
train4674,1,1
train4675,1,1
train4676,-1,2
train4677,-1,2
train4678,1,1
train4679,1,1
train4680,0,3
train4681,0,3
train4682,0,4
train4683,0,3
train4684,1,1
train4685,0,3
train4686,0,4
train4687,0,4
train4688,-1,2
train4689,1,1
train4690,-1,2
train4691,0,3
train4692,-1,2
train4693,-1,2
train4694,-1,2
train4695,0,3
train4696,0,4
train4697,0,3
train4698,-1,2
train4699,-1,2
train4700,0,4
train4701,-1,2
train4702,0,3
train4703,1,1
train4704,1,1
train4705,0,4
train4706,-1,2
train4707,-1,2
train4708,-1,2
train4709,-1,2
train4710,0,3
train4711,0,4
train4712,0,4
train4713,0,4
train4714,0,4
train4715,1,1
train4716,0,3
train4717,1,1
train4718,-1,2
train4719,1,1
train4720,0,4
train4721,0,4
train4722,-1,2
train4723,0,3
train4724,1,1
train4725,-1,2
train4726,0,4
train4727,0,3
train4728,0,3
train4729,-1,2
train4730,1,1
train4731,0,3
train4732,0,4
train4733,0,3
train4734,1,1
train4735,1,1
train4736,1,1
train4737,-1,2
train4738,1,1
train4739,0,3
train4740,1,1
train4741,-1,2
train4742,0,3
train4743,0,3
train4744,-1,2
train4745,-1,2
train4746,1,1
train4747,-1,2
train4748,0,3
train4749,-1,2
train4750,0,4
train4751,1,1
train4752,0,3
train4753,1,1
train4754,1,1
train4755,0,3
train4756,0,4
train4757,0,4
train4758,-1,2
train4759,-1,2
train4760,1,1
train4761,0,3
train4762,1,1
train4763,1,1
train4764,0,3
train4765,-1,2
train4766,1,1
train4767,1,1
train4768,0,3
train4769,-1,2
train4770,-1,2
train4771,0,3
train4772,1,1
train4773,1,1
train4774,0,4
train4775,1,1
train4776,0,3
train4777,0,3
train4778,0,4
train4779,0,4
train4780,1,1
train4781,-1,2
train4782,1,1
train4783,0,4
train4784,0,4
train4785,0,4
train4786,-1,2
train4787,0,3
train4788,1,1
train4789,0,3
train4790,0,3
train4791,-1,2
train4792,1,1
train4793,1,1
train4794,-1,2
train4795,-1,2
train4796,0,4
train4797,0,4
train4798,0,4
train4799,-1,2
train4800,0,4
train4801,-1,2
train4802,-1,2
train4803,-1,2
train4804,1,1
train4805,1,1
train4806,-1,2
train4807,-1,2
train4808,0,3
train4809,1,1
train4810,1,1
train4811,0,3
train4812,0,3
train4813,-1,2
train4814,1,1
train4815,0,3
train4816,1,1
train4817,-1,2
train4818,0,4
train4819,0,3
train4820,1,1
train4821,0,3
train4822,1,1
train4823,0,3
train4824,0,4
train4825,1,1
train4826,-1,2
train4827,0,4
train4828,0,4
train4829,1,1
train4830,0,3
train4831,0,3
train4832,0,4
train4833,0,4
train4834,-1,2
train4835,0,4
train4836,0,4
train4837,1,1
train4838,1,1
train4839,0,4
train4840,-1,2
train4841,1,1
train4842,-1,2
train4843,0,3
train4844,1,1
train4845,0,4
train4846,1,1
train4847,0,4
train4848,0,4
train4849,0,3
train4850,0,3
train4851,-1,2
train4852,0,3
train4853,0,4
train4854,-1,2
train4855,0,4
train4856,0,4
train4857,1,1
train4858,0,3
train4859,0,4
train4860,0,4
train4861,0,4
train4862,-1,2
train4863,1,1
train4864,1,1
train4865,1,1
train4866,0,4
train4867,0,4
train4868,0,3
train4869,1,1
train4870,0,4
train4871,-1,2
train4872,1,1
train4873,1,1
train4874,0,4
train4875,0,4
train4876,0,4
train4877,-1,2
train4878,-1,2
train4879,0,4
train4880,1,1
train4881,0,3
train4882,1,1
train4883,0,3
train4884,-1,2
train4885,1,1
train4886,0,3
train4887,1,1
train4888,-1,2
train4889,1,1
train4890,1,1
train4891,1,1
train4892,1,1
train4893,0,4
train4894,0,3
train4895,-1,2
train4896,1,1
train4897,0,3
train4898,0,4
train4899,0,4
train4900,0,3
train4901,0,3
train4902,0,3
train4903,0,3
train4904,1,1
train4905,-1,2
train4906,0,3
train4907,-1,2
train4908,0,3
train4909,1,1
train4910,1,1
train4911,1,1
train4912,1,1
train4913,0,3
train4914,-1,2
train4915,0,4
train4916,-1,2
train4917,0,4
train4918,0,4
train4919,1,1
train4920,0,3
train4921,0,3
train4922,-1,2
train4923,-1,2
train4924,1,1
train4925,0,4
train4926,1,1
train4927,1,1
train4928,0,3
train4929,0,3
train4930,0,3
train4931,0,4
train4932,-1,2
train4933,0,4
train4934,1,1
train4935,0,4
train4936,1,1
train4937,1,1
train4938,1,1
train4939,-1,2
train4940,0,4
train4941,0,4
train4942,0,4
train4943,1,1
train4944,0,4
train4945,1,1
train4946,0,3
train4947,0,4
train4948,0,3
train4949,-1,2
train4950,0,4
train4951,1,1
train4952,0,4
train4953,0,4
train4954,1,1
train4955,0,3
train4956,0,4
train4957,-1,2
train4958,-1,2
train4959,0,4
train4960,-1,2
train4961,1,1
train4962,0,4
train4963,-1,2
train4964,0,3
train4965,0,4
train4966,0,3
train4967,1,1
train4968,-1,2
train4969,0,4
train4970,-1,2
train4971,-1,2
train4972,0,3
train4973,0,3
train4974,1,1
train4975,-1,2
train4976,0,4
train4977,0,3
train4978,0,4
train4979,-1,2
train4980,0,4
train4981,0,4
train4982,0,3
train4983,0,3
train4984,0,4
train4985,-1,2
train4986,0,3
train4987,-1,2
train4988,0,4
train4989,0,4
train4990,0,3
train4991,0,3
train4992,0,4
train4993,1,1
train4994,-1,2
train4995,0,4
train4996,0,4
train4997,0,3
train4998,0,4
train4999,1,1
train5000,0,4
train5001,-1,2
train5002,0,4
train5003,0,3
train5004,0,4
train5005,0,4
train5006,0,3
train5007,0,3
train5008,0,3
train5009,0,3
train5010,-1,2
train5011,1,1
train5012,-1,2
train5013,0,3
train5014,0,3
train5015,0,3
train5016,1,1
train5017,0,4
train5018,-1,2
train5019,1,1
train5020,0,3
train5021,0,4
train5022,1,1
train5023,1,1
train5024,0,3
train5025,1,1
train5026,0,4
train5027,0,4
train5028,0,3
train5029,0,4
train5030,1,1
train5031,1,1
train5032,0,4
train5033,0,4
train5034,1,1
train5035,0,3
train5036,0,3
train5037,0,3
train5038,0,4
train5039,0,4
train5040,1,1
train5041,1,1
train5042,0,3
train5043,1,1
train5044,0,4
train5045,-1,2
train5046,0,3
train5047,0,3
train5048,1,1
train5049,-1,2
train5050,0,3
train5051,1,1
train5052,-1,2
train5053,0,3
train5054,1,1
train5055,1,1
train5056,-1,2
train5057,-1,2
train5058,-1,2
train5059,1,1
train5060,-1,2
train5061,-1,2
train5062,-1,2
train5063,-1,2
train5064,1,1
train5065,-1,2
train5066,0,4
train5067,-1,2
train5068,0,4
train5069,0,4
train5070,0,3
train5071,-1,2
train5072,-1,2
train5073,-1,2
train5074,1,1
train5075,0,3
train5076,1,1
train5077,1,1
train5078,-1,2
train5079,0,3
train5080,-1,2
train5081,0,4
train5082,0,3
train5083,-1,2
train5084,0,4
train5085,1,1
train5086,0,3
train5087,-1,2
train5088,-1,2
train5089,0,4
train5090,1,1
train5091,0,3
train5092,0,3
train5093,1,1
train5094,1,1
train5095,0,3
train5096,1,1
train5097,1,1
train5098,0,3
train5099,0,3
train5100,0,3
train5101,0,3
train5102,0,3
train5103,1,1
train5104,-1,2
train5105,0,4
train5106,0,4
train5107,0,4
train5108,-1,2
train5109,1,1
train5110,1,1
train5111,-1,2
train5112,1,1
train5113,-1,2
train5114,0,4
train5115,1,1
train5116,0,4
train5117,-1,2
train5118,0,3
train5119,1,1
train5120,1,1
train5121,0,4
train5122,-1,2
train5123,0,4
train5124,-1,2
train5125,1,1
train5126,0,3
train5127,0,3
train5128,0,4
train5129,0,3
train5130,0,4
train5131,0,4
train5132,1,1
train5133,0,3
train5134,0,3
train5135,0,4
train5136,0,3
train5137,0,3
train5138,0,4
train5139,1,1
train5140,0,3
train5141,-1,2
train5142,-1,2
train5143,0,3
train5144,-1,2
train5145,1,1
train5146,0,4
train5147,1,1
train5148,1,1
train5149,-1,2
train5150,-1,2
train5151,0,4
train5152,-1,2
train5153,0,4
train5154,1,1
train5155,1,1
train5156,0,3
train5157,0,3
train5158,-1,2
train5159,1,1
train5160,1,1
train5161,0,4
train5162,0,4
train5163,1,1
train5164,0,4
train5165,-1,2
train5166,0,3
train5167,-1,2
train5168,1,1
train5169,0,4
train5170,0,4
train5171,0,3
train5172,1,1
train5173,1,1
train5174,0,3
train5175,0,3
train5176,-1,2
train5177,0,3
train5178,0,4
train5179,0,4
train5180,0,4
train5181,0,4
train5182,1,1
train5183,-1,2
train5184,1,1
train5185,1,1
train5186,0,4
train5187,0,4
